section,text
421e,"the work that he turns out will be worse, and he will also make inferior workmen of his sons or any others whom he teaches."
422a,"Wealth and poverty, said I, since the one brings luxury, idleness and innovation, and the other illiberality and the evil of bad workmanship in addition to innovation. Assuredly, he said; yet here is a point for your consideration, Socrates, how our city, possessing no wealth, will be able to wage war, especially if compelled to fight a large and wealthy state. Obviously, said I, it would be rather difficult to fight one such,   but easier to fight two. What did you mean by that? he said. Tell me first, I said, whether, if they have to fight, they will not be fighting as athletes of war against men of wealth? Yes, that is true, he said. Answer me then, Adeimantus. Do you not think that one boxer perfectly trained in the art could easily fight two fat rich men who knew nothing of it? Not at the same time perhaps, said he. Not even, said I, if he were allowed to retreat  and then turn and strike the one who came up first, and if he repeated the procedure many times under a burning and stifling sun? Would not such a fighter down even a number of such opponents? Doubtless, he said; it wouldn’t be surprising if he did. Well, don’t you think that the rich have more of the skill and practice of boxing than of the art of war? I do, he said. It will be easy, then, for our athletes in all probability to fight with double and triple their number. I shall have to concede the point,"
422b,but easier to fight two.
422c,"and then turn and strike the one who came up first, and if he repeated the procedure many times under a burning and stifling sun? Would not such a fighter down even a number of such opponents?"
422d,"he said, for I believe you are right. Well then, if they send an embassy to the other city and say what is in fact true: We make no use of gold and silver nor is it lawful for us but it is for you: do you then join us in the war and keep the spoils of the enemy,—do you suppose any who heard such a proposal would choose to fight against hard and wiry hounds rather than with the aid of the hounds against fat and tender sheep? I think not. Yet consider whether the accumulation  of all the wealth of other cities in one does not involve danger for the state that has no wealth. What happy innocence, said I, to suppose that you can properly use the name city of any other than the one we are constructing. Why, what should we say? he said. A greater predication, said I, must be applied to the others. For they are each one of them many cities, not a city, as it goes in the game."
422e,of all the wealth of other cities in one does not involve danger for the state that has no wealth.
423a,"and the city of the poor, and in each of these there are many. If you deal with them as one you will altogether miss the mark, but if you treat them as a multiplicity by offering to the one faction the property, the power, the very persons of the other, you will continue always to have few enemies and many allies. And so long as your city is governed soberly in the order just laid down, it will be the greatest of cities. I do not mean greatest in repute, but in reality, even though it have only a thousand defenders. For a city of this size"
423b,that is really one you will not easily discover either among Greeks or barbarians—but of those that seem so you will find many and many times the size of this. Or do you think otherwise?
423c,but no further.
423d,"and likewise if a superior to the others he must be enrolled among the guardians; and the purport of all this was that the other citizens too must be sent to the task for which their natures were fitted, one man to one work, in order that each of them fulfilling his own function may be not many men, but one, and so the entire city may come to be not a multiplicity but a unity."
423e,"we are imposing upon them, but they are all easy, provided they guard, as the saying is, the one great thing—or instead of great let us call it sufficient."
424a,and the procreation of children and all that sort of thing should be made as far as possible the proverbial goods of friends that are common.
424b,both for other purposes and for the production of offspring as among animals also.
424c,"lest haply it be supposed that the poet means not new songs but a new way of song and is commending this. But we must not praise that sort of thing nor conceive it to be the poet’s meaning. For a change to a new type of music is something to beware of as a hazard of all our fortunes. For the modes of music are never disturbed without unsettling of the most fundamental political and social conventions, as Damon affirms and as I am convinced."
424d,"It is here, then, I said, in music, as it seems, that our guardians must build their guard-house and post of watch. It is certain, he said, that this is the kind of lawlessness that easily insinuates itself unobserved. Yes, said I, because it is supposed to be only a form of play and to work no harm. Nor does it work any, he said, except that by gradual infiltration it softly overflows upon the characters and pursuits of men and from these issues forth grown greater to attack their business dealings, and from these relations  it proceeds against the laws and the constitution with wanton licence, Socrates, till finally it overthrows all things public and private. Well, said I, are these things so? I think so, he said."
424e,"it proceeds against the laws and the constitution with wanton licence, Socrates, till finally it overthrows all things public and private."
425a,it is impossible that they should grow up to be men of serious temper and lawful spirit.
425b,"the becoming silence of the young in the presence of their elders; the giving place to them and rising up before them, and dutiful service of parents, and the cut of the hair and the garments and the fashion of the foot-gear, and in general the deportment of the body and everything of the kind. Don’t you think so?"
425c,the quality of what follows. Does not like ever summon like?
425d,"and, if you please, contracts with workmen and actions for foul language and assault, the filing of declarations, the impanelling of juries, the payment and exaction of any dues that may be needful in markets or harbors and in general market, police or harbor regulations and the like, can we bring ourselves to legislate about these?"
425e,"they will easily, I presume, discover."
426a,"By all means. And truly, said I, these latter go on in a most charming fashion. For with all their doctoring they accomplish nothing except to complicate and augment their maladies. And they are always hoping that some one will recommend a panacea that will restore their health. A perfect description, he said, of the state of such invalids. And isn’t this a charming trait in them, that they hate most in all the world him who tells them the truth that until a man stops drinking and gorging and wenching  and idling, neither drugs nor cautery nor the knife, no, nor spells nor periapts will be of any avail? Not altogether charming, he said, for there is no grace or charm in being angry with him who speaks well. You do not seem to be an admirer of such people, said I. No, by heaven, I am not.
Neither then, if an entire city, as we were just now saying, acts in this way, will it have your approval, or don’t you think that the way of such invalids is precisely that of those cities  which being badly governed forewarn their citizens not to meddle with the general constitution of the state, denouncing death to whosoever attempts that—while whoever most agreeably serves them governed as they are and who curries favor with them by fawning upon them and anticipating their desires and by his cleverness in gratifying them, him they will account the good man, the man wise in worthwhile things, the man they will delight to honor? Yes, he said, I think their conduct is identical, and I don’t approve it in the very least."
426b,"and idling, neither drugs nor cautery nor the knife, no, nor spells nor periapts will be of any avail?"
426c,"which being badly governed forewarn their citizens not to meddle with the general constitution of the state, denouncing death to whosoever attempts that—while whoever most agreeably serves them governed as they are and who curries favor with them by fawning upon them and anticipating their desires and by his cleverness in gratifying them, him they will account the good man, the man wise in worthwhile things, the man they will delight to honor?"
426d,"And what again of those who are willing and eager to serve such states? Don’t you admire their valiance and light-hearted irresponsibility? I do, he said, except those who are actually deluded and suppose themselves to be in truth statesmen because they are praised by the many. What do you mean? Can’t you make allowances for the men? Do you think it possible for a man who does not know how to measure when a multitude of others equally ignorant assure him that he is four cubits tall   not to suppose this to be the fact about himself? Why no, he said, I don’t think that. Then don’t be harsh with them. For surely such fellows are the most charming spectacle in the world when they enact and amend such laws as we just now described and are perpetually expecting to find a way of putting an end to frauds in business and in the other matters of which I was speaking because they can’t see that they are in very truth trying to cut off a Hydra’s head."
426e,not to suppose this to be the fact about himself?
427a,"Indeed, he said, that is exactly what they are doing. I, then, said I, should not have supposed that the true lawgiver ought to work out matters of that kind in the laws and the constitution either of an ill-governed or a well-governed state—in the one because they are useless and accomplish nothing, in the other because some of them anybody could discover and others will result spontaneously from the pursuits already described."
427b,"What part of legislation, then, he said, is still left for us? And I replied, For us nothing, but for the Apollo of Delphi, the chief, the fairest and the first of enactments. What are they? he said. The founding of temples, and sacrifices, and other forms of worship of gods, daemons, and heroes; and likewise the burial of the dead and the services we must render to the dwellers in the world beyond to keep them gracious. For of such matters   we neither know anything nor in the founding of our city if we are wise shall we entrust them to any other or make use of any other interpreter than the God of our fathers. For this God surely is in such matters for all mankind the interpreter of the religion of their fathers who from his seat in the middle and at the very navel of the earth delivers his interpretation. Excellently said, he replied; and that is what we must do."
427c,we neither know anything nor in the founding of our city if we are wise shall we entrust them to any other or make use of any other interpreter than the God of our fathers. For this God surely is in such matters for all mankind the interpreter of the religion of their fathers who from his seat in the middle and at the very navel of the earth delivers his interpretation.
427d,"At last, then, son of Ariston, said I, your city may be considered as established. The next thing is to procure a sufficient light somewhere and to look yourself, and call in the aid of your brother and of Polemarchus and the rest, if we may in any wise discover where justice and injustice should be in it, wherein they differ from one another and which of the two he must have who is to be happy, alike whether his condition is known or not known to all gods and men. Nonsense, said Glaucon, you promised that you would carry on the search yourself,   admitting that it would be impious for you not to come to the aid of justice by every means in your power. A true reminder, I said, and I must do so, but you also must lend a hand. Well, he said, we will. I expect then, said I, that we shall find it in this way. I think our city, if it has been rightly founded is good in the full sense of the word. Necessarily, he said. Clearly, then, it will be wise, brave, sober, and just. Clearly. Then if we find any of these qualities in it, the remainder will be that which we have not found?"
427e,admitting that it would be impious for you not to come to the aid of justice by every means in your power.
428a,"Surely. Take the case of any four other things. If we were looking for any one of them in anything and recognized the object of our search first, that would have been enough for us, but if we had recognized the other three first, that in itself would have made known to us the thing we were seeking. For plainly there was nothing left for it to be but the remainder. Right, he said. And so, since these are four, we must conduct the search in the same way. Clearly. And, moreover,  the first thing that I think I clearly see therein is the wisdom, and there is something odd about that, it appears. What? said he. Wise in very deed I think the city that we have described is, for it is well counselled, is it not? Yes. And surely this very thing, good counsel, is a form of wisdom. For it is not by ignorance but by knowledge that men counsel well. Obviously. But there are many and manifold knowledges or sciences in the city. Of course. Is it then owing to the science of her carpenters that  a city is to be called wise and well advised? By no means for that, but rather mistress of the arts of building. Then a city is not to be styled wise because of the deliberations of the science of wooden utensils for their best production? No, I grant you. Is it, then, because of that of brass implements or any other of that kind? None whatsoever, he said. Nor yet because of the science of the production of crops from the soil, but the name it takes from that is agricultural. I think so. Then, said I, is there any science in the city just founded by us residing in any of its citizens which does not take counsel about some particular thing   in the city but about the city as a whole and the betterment of its relations with itself and other states? Why, there is. What is it, said I, and in whom is it found? It is the science of guardianship or government and it is to be found in those rulers to whom we just now gave the name of guardians in the full sense of the word. And what term then do you apply to the city because of this knowledge? Well advised, he said, and truly wise. Which class, then, said I,"
428b,"the first thing that I think I clearly see therein is the wisdom, and there is something odd about that, it appears."
428c,a city is to be called wise and well advised?
428d,in the city but about the city as a whole and the betterment of its relations with itself and other states?
428e,"do you suppose will be the more numerous in our city, the smiths or these true guardians? The smiths, by far, he said. And would not these rulers be the smallest of all the groups of those who possess special knowledge and receive distinctive appellations? By far."
429a,"these are by nature the fewest, the class to which it pertains to partake of the knowledge which alone of all forms of knowledge deserves the name of wisdom."
429b,"in calling a city cowardly or brave would fix his eyes on any other part of it than that which defends it and wages war in its behalf? No one at all, he said. For the reason, I take it, said I, that the cowardice or the bravery of the other inhabitants does not determine for it the one quality or the other. It does not. Bravery too, then, belongs to a city by virtue of a part of itself owing to its possession in that part of a quality that under all conditions will preserve the conviction   that things to be feared are precisely those which and such as the lawgiver inculcated in their education. Is not that what you call bravery? I don’t altogether understand what you said, he replied; but say it again. A kind of conservation, I said, is what I mean by bravery. What sort of a conservation? The conservation of the conviction which the law has created by education about fearful things—what and what sort of things are to be feared. And by the phrase under all conditions I mean that the brave man preserves it both in pain  and pleasures and in desires and fears and does not expel it from his soul. And I may illustrate it by a similitude if you please. I do. You are aware that dyers when they wish to dye wool so as to hold the purple hue begin by selecting from the many colors there be the one nature of the white and then give it a careful preparatory treatment so that it will take the hue in the best way, and after the treatment, then and then only, dip it in the dye.  And things that are dyed by this process become fast-colored and washing either with or without lyes cannot take away the sheen of their hues. But otherwise you know what happens to them, whether anyone dips other colors or even these without the preparatory treatment. I know, he said, that they present a ridiculous and washed-out appearance."
429c,that things to be feared are precisely those which and such as the lawgiver inculcated in their education. Is not that what you call bravery?
429d,and pleasures and in desires and fears and does not expel it from his soul. And I may illustrate it by a similitude if you please.
429e,"And things that are dyed by this process become fast-colored and washing either with or without lyes cannot take away the sheen of their hues. But otherwise you know what happens to them, whether anyone dips other colors or even these without the preparatory treatment."
430a,"and exercises of the body. The sole aim of our contrivance was that they should be convinced and receive our laws like a dye as it were, so that their belief and faith might be fast-colored both about the things that are to be feared and all other things because of the fitness of their nature and nurture, and that so their dyes might not be washed out by those lyes that have such dread power to scour our faiths away, pleasure more potent than any detergent or abstergent"
430b,"to accomplish this, and pain and fear and desire more sure than any lye. This power in the soul, then, this unfailing conservation of right and lawful belief about things to be and not to be feared is what I call and would assume to be courage, unless you have something different to say."
430c,"That is most true, said I. Well then, he said, I accept this as bravery. Do so, said I, and you will be right with the reservation that it is the courage of a citizen. Some other time, if it please you, we will discuss it more fully. At present we were not seeking this but justice; and for the purpose of that inquiry I believe we have done enough. You are quite right, he said."
430d,"Two things still remain, said I, to make out in our city, soberness and the object of the whole inquiry, justice. Quite so. If there were only some way to discover justice so that we need not further concern ourselves about soberness. Well, I, for my part, he said, neither know of any such way nor would I wish justice to be discovered first if that means that we are not to go on to the consideration of soberness. But if you desire to please me, consider this before that. It would certainly   be very wrong of me not to desire it, said I. Go on with the inquiry then, he said. I must go on, I replied, and viewed from here it bears more likeness to a kind of concord and harmony than the other virtues did. How so? Soberness is a kind of beautiful order and a continence of certain pleasures and appetites, as they say, using the phrase master of himself I know not how; and there are other similar expressions that as it were point us to the same trail. Is that not so? Most certainly."
430e,"be very wrong of me not to desire it,"
431a,and he who is subject to himself would be master. For the same person is spoken of in all these expressions.
431b,"censures this as a reproach, and calls the man in this plight unselfcontrolled and licentious."
431c,appetites and pleasures and pains one would find chiefly in children and women and slaves and in the base rabble of those who are freemen in name.
431d,in the multitude and the rabble by the desires and the wisdom that dwell in the minority of the better?
431e,"the rulers and the ruled are of one mind as to who ought to rule, that condition will be found in this. Don’t you think so?"
432a,"respectively made the city, the one wise and the other brave. That is not the way of soberness, but it extends literally through the entire gamut throughout, bringing about the unison in the same chant of the strongest, the weakest and the intermediate, whether in wisdom or, if you please, in strength, or for that matter in numbers, wealth, or any similar criterion. So that we should be quite right in affirming this unanimity to be soberness, the concord of the naturally superior and inferior"
432b,as to which ought to rule both in the state and the individual.
432c,from our sight. It plainly must be somewhere hereabouts. Keep your eyes open then and do your best to descry it. You may see it before I do and point it out to me.
432d,not easy to beat up.
432e,"people who sometimes hunt for what they hold in their hands. So we did not turn our eyes upon it, but looked off into the distance, which perhaps was the reason it escaped us."
433a,"Listen then, said I, and learn if there is anything in what I say. For what we laid down in the beginning as a universal requirement when we were founding our city, this I think, or some form of this, is justice. And what we did lay down, and often said, you recall, was that each one man must perform one social service in the state for which his nature is best adapted. Yes, we said that. And again that to do one’s own business and not to be a busybody is justice,  is a saying that we have heard from many and have often repeated ourselves. We have. This, then, I said, my friend, if taken in a certain sense appears to be justice, this principle of doing one’s own business. Do you know whence I infer this? No, but tell me, he said. I think that this is the remaining virtue in the state after our consideration of soberness, courage, and intelligence, a quality which made it possible for them all to grow up in the body politic and which when they have sprung up preserves them as long as it is present. And I hardly need to remind you that  we said that justice would be the residue after we had found the other three. That is an unavoidable conclusion, he said. But moreover, said I, if we were required to decide what it is whose indwelling presence will contribute most to making our city good, it would be a difficult decision whether it was the unanimity of rulers and ruled or the conservation in the minds of the soldiers of the convictions produced by law as to what things are or are not to be feared, or the watchful intelligence  that resides in the guardians, or whether this is the chief cause of its goodness, the principle embodied in child, woman, slave, free, artisan, ruler, and ruled, that each performed his one task as one man and was not a versatile busybody. Hard to decide indeed, he said. A thing, then, that in its contribution to the excellence of a state vies with and rivals its wisdom, its soberness, its bravery, is this principle of everyone in it doing his own task. It is indeed, he said. And is not justice the name you would have to give to the principle that rivals these as conducing to   the virtue of state? By all means. Consider it in this wise too if so you will be convinced. Will you not assign the conduct of lawsuits in your state to the rulers? Of course. Will not this be the chief aim of their decisions, that no one shall have what belongs to others or be deprived of his own? Nothing else but this. On the assumption that this is just? Yes."
433b,is a saying that we have heard from many and have often repeated ourselves.
433c,we said that justice would be the residue after we had found the other three.
433d,"that resides in the guardians, or whether this is the chief cause of its goodness, the principle embodied in child, woman, slave, free, artisan, ruler, and ruled, that each performed his one task as one man and was not a versatile busybody."
433e,the virtue of state?
434a,of one’s own and what belongs to oneself would admittedly be justice.
434b,"tempted and incited by wealth or command of votes or bodily strength or some similar advantage tries to enter into the class of the soldiers or one of the soldiers into the class of counsellors and guardians, for which he is not fitted, and these interchange their tools and their honors or when the same man undertakes all these functions at once, then, I take it, you too believe that this kind of substitution and meddlesomeness is the ruin of a state."
434c,is the greatest injury to a state and would most rightly be designated as the thing which chiefly works it harm.
434d,"I think the case is thus and no otherwise, said he. Let us not yet affirm it quite fixedly, I said, but if this form when applied to the individual man, accepted there also as a definition of justice, we will then concede the point—for what else will there be to say? But if not, then we will look for something else. But now let us work out the inquiry in which we supposed that, if we found some larger thing that contained justice and viewed it there, we should more easily discover its nature in the individual man.   And we agreed that this larger thing is the city, and so we constructed the best city in our power, well knowing that in the good city it would of course be found. What, then, we thought we saw there we must refer back to the individual and, if it is confirmed, all will be well."
434e,"And we agreed that this larger thing is the city, and so we constructed the best city in our power, well knowing that in the good city it would of course be found. What, then, we thought we saw there we must refer back to the individual and, if it is confirmed, all will be well."
435a,"to the state and test it there and it may be that, by examining them side by side and rubbing them against one another, as it were from the fire-sticks we may cause the spark of justice to flash forth, and when it is thus revealed confirm it in our own minds."
435b,"will not differ at all from a just city in respect of the very form of justice, but will be like it."
435c,"in his soul, and by reason of identical affections of these with those in the city to receive properly the same appellations."
435d,"and let me tell you, Glaucon, that in my opinion we shall never in the world apprehend this matter from such methods as we are now employing in discussion. For there is another longer and harder way that conducts to this. Yet we may perhaps discuss it on the level of previous statements and inquiries. May we acquiesce in that? he said. I for my part should be quite satisfied with that for the present. And I surely should be more than satisfied, I replied. Don’t you weary then, he said, but go on with the inquiry. Is it not, then,"
435e,"said I, impossible for us to avoid admitting this much, that the same forms and qualities are to be found in each one of us that are in the state? They could not get there from any other source."
436a,or the love of money which we might say is not least likely to be found in Phoenicians and the population of Egypt.
436b,"and generation and their kind, or whether it is with the entire soul that we function in each case when we once begin. That is what is really hard to determine properly."
436c,we shall know that it was not the same thing functioning but a plurality.
436d,and a part in motion. Is not that so?
436e,"that there was a straight line and a circumference in them and that in respect of the straight line they are standing still since they do not incline to either side, but in respect of the circumference they move in a circle; but that when as they revolve they incline the perpendicular to right or left or forward or back, then they are in no wise at rest."
437a,"to suffer, be, or do opposites."
437b,"Will you not then, said I, set down as opposed to one another assent and dissent, and the endeavor after a thing to the rejection of it, and embracing to repelling—do not these and all things like these belong to the class of opposite actions or passions; it will make no difference which? None, said he, but they are opposites. What then, said I, of thirst and hunger and the appetites generally, and again consenting and willing, would you not put them all somewhere in the classes  just described? Will you not say, for example, that the soul of one who desires either strives for that which he desires or draws towards its embrace what it wishes to accrue to it; or again, in so far as it wills that anything be presented to it, nods assent to itself thereon as if someone put the question, striving towards its attainment? I would say so, he said. But what of not-willing and not consenting nor yet desiring, shall we not put these under the soul’s rejection and repulsion from itself and   generally into the opposite class from all the former? Of course. This being so, shall we say that the desires constitute a class and that the most conspicuous members of that class are what we call thirst and hunger? We shall, said he. Is not the one desire of drink, the other of food? Yes. Then in so far as it is thirst, would it be of anything more than that of which we say it is a desire in the soul? I mean is thirst thirst for hot drink or cold or much or little or in a word for a draught of any particular quality, or is it the fact that if heat  is attached to the thirst it would further render the desire—a desire of cold, and if cold of hot? But if owing to the presence of muchness the thirst is much it would render it a thirst for much and if little for little. But mere thirst will never be desire of anything else than that of which it is its nature to be, mere drink, and so hunger of food. That is so, he said; each desire in itself is of that thing only of which it is its nature to be. The epithets belong to the quality—such or such."
437c,"just described? Will you not say, for example, that the soul of one who desires either strives for that which he desires or draws towards its embrace what it wishes to accrue to it; or again, in so far as it wills that anything be presented to it, nods assent to itself thereon as if someone put the question, striving towards its attainment?"
437d,generally into the opposite class from all the former?
437e,"is attached to the thirst it would further render the desire—a desire of cold, and if cold of hot? But if owing to the presence of muchness the thirst is much it would render it a thirst for much and if little for little. But mere thirst will never be desire of anything else than that of which it is its nature to be, mere drink, and so hunger of food."
438a,"Let no one then, said I, disconcert us when off our guard with the objection that everybody desires not drink but good drink and not food but good food, because (the argument will run) all men desire good, and so, if thirst is desire, it would be of good drink or of good whatsoever it is; and so similarly of other desires. Why, he said, there perhaps would seem to be something in that objection. But I need hardly remind you, said I,"
438b,"that of relative terms those that are somehow qualified are related to a qualified correlate, those that are severally just themselves to a correlate that is just itself. I don’t understand, he said. Don’t you understand, said I, that the greater is such as to be greater than something? Certainly. Is it not than the less? Yes. But the much greater than the much less. Is that not so? Yes. And may we add the one time greater than the one time less and that which will be greater than that which will be less? Surely."
438c,"And similarly of the more towards the fewer, and the double towards the half and of all like cases, and again of the heavier towards the lighter, the swifter towards the slower, and yet again of the hot towards the cold and all cases of that kind, does not the same hold? By all means. But what of the sciences? Is not the way of it the same? Science which is just that, is of knowledge which is just that, or is of whatsoever we must assume the correlate of science to be. But a particular science of a particular kind is of some particular thing of a particular kind.  I mean something like this: As there was a science of making a house it differed from other sciences so as to be named architecture. Certainly. Was not this by reason of its being of a certain kind such as no other of all the rest? Yes. And was it not because it was of something of a certain kind that it itself became a certain kind of science? And similarly of the other arts and sciences? That is so.
This then, said I, if haply you now understand, is what you must say I then meant, by the statement that of all things that are such as to be of something those that are just themselves only are of things just themselves only,  but things of a certain kind are of things of a kind. And I don’t at all mean that they are of the same kind as the things of which they are, so that we are to suppose that the science of health and disease is a healthy and diseased science and that of evil and good, evil and good. I only mean that as science became the science not of just the thing of which science is but of some particular kind of thing, namely, of health and disease, the result was that it itself became some kind of science and this caused it to be no longer called simply science but with the addition of the particular kind, medical science. I understand, he said, and agree that it is so."
438d,I mean something like this: As there was a science of making a house it differed from other sciences so as to be named architecture.
438e,"but things of a certain kind are of things of a kind. And I don’t at all mean that they are of the same kind as the things of which they are, so that we are to suppose that the science of health and disease is a healthy and diseased science and that of evil and good, evil and good. I only mean that as science became the science not of just the thing of which science is but of some particular kind of thing, namely, of health and disease, the result was that it itself became some kind of science and this caused it to be no longer called simply science but with the addition of the particular kind, medical science."
439a,"will you not class it with the things that are of something and say that it is what it is in relation to something—and it is, I presume, thirst? I will, said he, —namely of drink. Then if the drink is of a certain kind, so is the thirst, but thirst that is just thirst is neither of much nor little nor good nor bad, nor in a word of any kind, but just thirst is naturally of just drink only. By all means. The soul of the thirsty then, in so far as it thirsts, wishes nothing else than to drink, and   yearns for this and its impulse is towards this. Obviously. Then if anything draws it back when thirsty it must be something different in it from that which thirsts and drives it like a beast to drink. For it cannot be, we say, that the same thing with the same part of itself at the same time acts in opposite ways about the same thing. We must admit that it does not. So I fancy it is not well said of the archer that his hands at the same time thrust away the bow and draw it nigh, but we should rather say that there is one hand that puts it away and another that draws it to."
439b,yearns for this and its impulse is towards this.
439c,"By all means, he said. Are we to say, then, that some men sometimes though thirsty refuse to drink? We are indeed, he said, many and often. What then, said I, should one affirm about them? Is it not that there is something in the soul that bids them drink and a something that forbids, a different something that masters that which bids? I think so. And is it not the fact that that which inhibits such actions arises when it arises from the calculations of reason,   but the impulses which draw and drag come through affections and diseases? Apparently. Not unreasonably, said I, shall we claim that they are two and different from one another, naming that in the soul whereby it reckons and reasons the rational and that with which it loves, hungers, thirsts, and feels the flutter and titillation of other desires, the irrational and appetitive—companion of various repletions and pleasures. It would not be unreasonable but quite natural,"
439d,but the impulses which draw and drag come through affections and diseases?
439e,"he said, for us to think this. These two forms, then, let us assume to have been marked off as actually existing in the soul. But now the Thumos or principle of high spirit, that with which we feel anger, is it a third, or would it be identical in nature with one of these? Perhaps, he said, with one of these, the appetitive."
440a,"he resisted and veiled his head, but overpowered in despite of all by his desire, with wide staring eyes he rushed up to the corpses and cried, There, ye wretches, take your fill of the fine spectacle!"
440b,"that he reviles himself and is angry with that within which masters him and that as it were in a faction of two parties the high spirit of such a man becomes the ally of his reason? But its making common cause with the desires against the reason when reason whispers low Thou must not—that, I think, is a kind of thing you would not affirm ever to have perceived in yourself, nor, I fancy, in anybody else either."
440c,"No, by heaven, he said. Again, when a man thinks himself to be in the wrong, is it not true that the nobler he is the less is he capable of anger though suffering hunger and cold and whatsoever else at the hands of him whom he believes to be acting justly therein, and as I say his spirit refuses to be aroused against such a one? True, he said. But what when a man believes himself to be wronged, does not his spirit in that case seethe and grow fierce (and also because of his suffering hunger,  cold and the like) and make itself the ally of what he judges just, and in noble souls it endures and wins the victory and will not let go until either it achieves its purpose, or death ends all, or, as a dog is called back by a shepherd, it is called back by the reason within and calmed. Your similitude is perfect, he said, and it confirms our former statements that the helpers are as it were dogs subject to the rulers who are as it were the shepherds of the city. You apprehend my meaning excellently, said I. But do you also  take note of this? Of what? That what we now think about the spirited element is just the opposite of our recent surmise. For then we supposed it to be a part of the appetitive, but now, far from that, we say that, in the factions of the soul, it much rather marshals itself on the side of the reason. By all means, he said."
440d,"cold and the like) and make itself the ally of what he judges just, and in noble souls it endures and wins the victory and will not let go until either it achieves its purpose, or death ends all, or, as a dog is called back by a shepherd, it is called back by the reason within and calmed."
440e,take note of this?
441a,"three existing kinds that composed its structure, the moneymakers, the helpers, the counsellors, so also in the soul there exists a third kind, this principle of high spirit, which is the helper of reason by nature unless it is corrupted by evil nurture?"
441b,"some of them, to my thinking, never participate in it, and the majority quite late."
441c,which has reflected about the better and the worse as rebuking that which feels unreasoning anger as if it were a distinct and different thing.
441d,"the individual is brave, thereby and so is the state brave, and that both should have all the other constituents of virtue in the same way?"
441e,perform each their own task—he will be a just man and one who minds his own affair.
442a,and fostering the one with fair words and teachings and relaxing and soothing and making gentle the other by harmony and rhythm?
442b,"but may undertake to enslave and rule over the classes which it is not fitting that it should, and so overturn the entire life of all."
