section,text
574d,"and the swarm of pleasures collected in his soul is grown great, will he not first lay hands on the wall of someone’s house or the cloak of someone who walks late at night, and thereafter he will make a clean sweep of some temple, and in all these actions the beliefs which he held from boyhood about the honorable and the base, the opinions accounted just, will be overmastered by the opinions newly emancipated and released, which, serving as bodyguards of the ruling passion, will prevail in alliance with it—I mean the opinions that formerly were freed from restraint in sleep,"
574e,"when, being still under the control of his father and the laws, he maintained the democratic constitution in his soul."
575a,"but the passion that dwells in him as a tyrant will live in utmost anarchy and lawlessness, and, since it is itself sole autocrat, will urge the polity, so to speak, of him in whom it dwells to dare anything and everything in order to find support for himself and the hubbub of his henchmen, in part introduced from outside by evil associations, and in part released and liberated within by the same habits of life as his. Is not this the life of such a one?"
575b,"and the others, the multitude as a whole, are sober-minded, the few go forth into exile and serve some tyrant elsewhere as bodyguard or become mercenaries in any war there may be. But if they spring up in time of peace and tranquillity they stay right there in the city and effect many small evils."
575c,"Yes, small evils indeed, he said, if the men of this sort are few. Why, yes, I said, for small evils are relatively small compared with great, and in respect of the corruption and misery of a state all of them together, as the saying goes, don’t come within hail of the mischief done by a tyrant. For when men of this sort and their followers become numerous in a state and realize their numbers, then it is they who, in conjunction with the folly of the people, create a tyrant out of that one of them who has   the greatest and mightiest tyrant in his own soul. Naturally, he said, for he would be the most tyrannical. Then if the people yield willingly—’tis well, but if the city resists him, then, just as in the previous case the man chastized his mother and his father, so now in turn will he chastize his fatherland if he can, bringing in new boon companions beneath whose sway he will hold and keep enslaved his once dear motherland—as the Cretans name her—and fatherland. And this would be the end of such a man’s desire."
575d,the greatest and mightiest tyrant in his own soul.
575e,"Yes, he said, this, just this."
576a,"or, if they themselves want something, they themselves fawn and shrink from no contortion or abasement in protest of their friendship, though, once the object gained, they sing another tune."
576b,if we were right in our previous agreement about the nature of justice.
576c,"will also be the most miserable, and the man who is most of a tyrant for the longest time is most and longest miserable in sober truth? Yet the many have many opinions."
576d,is the same as that of the man to the man?
576e,"as is right, and declare our opinion only after we have so dived to its uttermost recesses and contemplated its life as a whole."
577a,"to ask you to accept as the only proper judge of the two men the one who is able in thought to enter with understanding into the very soul and temper of a man, and who is not like a child viewing him from outside, overawed by the tyrants’ great attendance, and the pomp and circumstance which they assume in the eyes of the world, but is able to see through it all? And what if I should assume, then, that the man to whom we ought all to listen is he who has this capacity of judgement and who has lived under the same roof with a tyrant and has witnessed his conduct in his own home and observed in person   his dealings with his intimates in each instance where he would best be seen stripped of his vesture of tragedy, and who had likewise observed his behavior in the hazards of his public life—and if we should ask the man who has seen all this to be the messenger to report on the happiness or misery of the tyrant as compared with other men? That also would be a most just challenge, he said. Shall we, then, make believe, said I, that we are of those who are thus able to judge and who have ere now lived with tyrants, so that we may have someone to answer our questions? By all means."
577b,"his dealings with his intimates in each instance where he would best be seen stripped of his vesture of tragedy, and who had likewise observed his behavior in the hazards of his public life—and if we should ask the man who has seen all this to be the messenger to report on the happiness or misery of the tyrant as compared with other men?"
577c,"Come, then, said I, examine it thus. Recall the general likeness between the city and the man, and then observe in turn what happens to each of them. What things? he said. In the first place, said I, will you call the state governed by a tyrant free or enslaved, speaking of it as a state? Utterly enslaved, he said. And yet you see in it masters and freemen. I see, he said, a small portion of such, but the entirety, so to speak, and the best part of it, is shamefully and wretchedly enslaved. If, then, I said,"
577d,"the man resembles the state, must not the same proportion obtain in him, and his soul teem with boundless servility and illiberality, the best and most reasonable parts of it being enslaved, while a small part, the worst and the most frenzied, plays the despot? Inevitably, he said. Then will you say that such a soul is enslaved or free? Enslaved, I should suppose. Again, does not the enslaved and tyrannized city least of all do what it really wishes? Decidedly so. Then the tyrannized soul—  to speak of the soul as a whole—also will least of all do what it wishes, but being always perforce driven and drawn by the gadfly of desire it will be full of confusion and repentance. Of course. And must the tyrannized city  be rich or poor? Poor."
577e,"to speak of the soul as a whole—also will least of all do what it wishes, but being always perforce driven and drawn by the gadfly of desire it will be full of confusion and repentance."
578a,be rich or poor?
578b,"and other like considerations, then, I take it, you judged that this city is the most miserable of cities."
578c,"What one? The one, said I, who, being of tyrannical temper, does not live out his life in private station but is so unfortunate that by some unhappy chance he is enabled to become an actual tyrant. I infer from what has already been said, he replied, that you speak truly. Yes, said I, but it is not enough to suppose such things. We must examine them thoroughly by reason and an argument such as this. For our inquiry concerns the greatest of all things, the good life or the bad life. Quite right, he replied. Consider, then, if there is anything in what I say.   For I think we must get a notion of the matter from these examples. From which? From individual wealthy private citizens in our states who possess many slaves. For these resemble the tyrant in being rulers over many, only the tyrant’s numbers are greater. Yes, they are. You are aware, then, that they are unafraid and do not fear their slaves? What should they fear? Nothing, I said; but do you perceive the reason why? Yes, because the entire state  is ready to defend each citizen. You are right, I said. But now suppose some god should catch up a man who has fifty or more slaves and waft him with his wife and children away from the city and set him down with his other possessions and his slaves in a solitude where no freeman could come to his rescue. What and how great would be his fear, do you suppose, lest he and his wife and children be destroyed by the slaves? The greatest in the world, he said, if you ask me."
578d,For I think we must get a notion of the matter from these examples.
578e,is ready to defend each citizen.
579a,"And would he not forthwith find it necessary to fawn upon some of the slaves and make them many promises and emancipate them, though nothing would be further from his wish? And so he would turn out to be the flatterer of his own servants. He would certainly have to, he said, or else perish. But now suppose, said I, that god established round about him numerous neighbors who would not tolerate the claim of one man to be master of another, but would inflict the utmost penalties on any such person on whom they could lay their hands. I think, he said,"
579b,"that his plight would be still more desperate, encompassed by nothing but enemies. And is not that the sort of prison-house in which the tyrant is pent, being of a nature such as we have described and filled with multitudinous and manifold terrors and appetites? Yet greedy and avid of spirit as he is, he only of the citizens may not travel abroad or view any of the sacred festivals that other freemen yearn to see, but he must live for the most part cowering in the recesses of his house like a woman,  envying among the other citizens anyone who goes abroad and sees any good thing. Most certainly, he said. 
And does not such a harvest of ills measure the difference between the man who is merely ill-governed in his own soul, the man of tyrannical temper, whom you just now judged to be most miserable, and the man who, having this disposition, does not live out his life in private station but is constrained by some ill hap to become an actual tyrant, and while unable to control himself attempts to rule over others, as if a man with a sick and incontinent body should not live the private life but should be compelled  to pass his days in contention and strife with other persons? Your analogy is most apt and true, Socrates, he said. Is not that then, dear Glaucon, said I, a most unhappy experience in every way? And is not the tyrant’s life still worse than that which was judged by you to be the worst? Precisely so, he said. Then it is the truth, though some may deny it, that the real tyrant is really enslaved  to cringings and servitudes beyond compare, a flatterer of the basest men, and that, so far from finding even the least satisfaction for his desires, he is in need of most things, and is a poor man in very truth, as is apparent if one knows how to observe a soul in its entirety; and throughout his life he teems with terrors and is full of convulsions and pains, if in fact he resembles the condition of the city which he rules; and he is like it, is he not?"
579c,envying among the other citizens anyone who goes abroad and sees any good thing.
579d,to pass his days in contention and strife with other persons?
579e,"to cringings and servitudes beyond compare, a flatterer of the basest men, and that, so far from finding even the least satisfaction for his desires, he is in need of most things, and is a poor man in very truth, as is apparent if one knows how to observe a soul in its entirety; and throughout his life he teems with terrors and is full of convulsions and pains, if in fact he resembles the condition of the city which he rules; and he is like it, is he not?"
580a,"Yes, indeed, he said."
580b,"now at last, even as the judge of last instance pronounces, so do you declare who in your opinion is first in happiness and who second, and similarly judge the others, all five in succession, the royal, the timocratic, the oligarchic, the democratic, and the tyrannical man. Nay, he said, the decision is easy. For as if they were choruses I judge them in the order of their entrance, and so rank them in respect of virtue and vice, happiness and its contrary. Shall we hire a herald, then, said I, or shall I myself make proclamation that the son of Ariston pronounced the best man and the most righteous to be the happiest,  and that he is the one who is the most kingly and a king over himself; and declared that the most evil and most unjust is the most unhappy, who again is the man who, having the most of the tyrannical temper in himself, become, most of a tyrant over himself and over the state? Let it have been so proclaimed by you, he said. Shall I add the clause alike whether their character is known to all men and gods or is not known? Add that to the proclamation, he said. 
Very good, said I; this, then, would be one of our proofs,  but examine this second one and see if there is anything in it. What is it? Since, said I, corresponding to the three types in the city, the soul also is tripartite, it will admit, I think, of another demonstration also. What is that? The following: The three parts have also, it appears to me, three kinds of pleasure, one peculiar to each, and similarly three appetites and controls. What do you mean? he said. One part, we say, is that with which a man learns, one is that with which he feels anger. But the third part, owing to its manifold forms, we could not easily designate by any one distinctive name,  but gave it the name of its chief and strongest element;"
580c,"and that he is the one who is the most kingly and a king over himself; and declared that the most evil and most unjust is the most unhappy, who again is the man who, having the most of the tyrannical temper in himself, become, most of a tyrant over himself and over the state?"
580d,but examine this second one and see if there is anything in it.
580e,but gave it the name of its chief and strongest element;
581a,for the gratification of such desires.
581b,"Yes, indeed. And might we not appropriately designate it as the ambitious part and that which is covetous of honor? Most appropriately. But surely it is obvious to everyone that all the endeavor of the part by which we learn is ever towards knowledge of the truth of things, and that it least of the three is concerned for wealth and reputation. Much the least. Lover of learning and lover of wisdom would be suitable designations for that. Quite so, he said. Is it not also true, I said,"
581c,"that the ruling principle of men’s souls is in some cases this faculty and in others one of the other two, as it may happen? That is so, he said. And that is why we say that the primary classes of men also are three, the philosopher or lover of wisdom, the lover of victory and the lover of gain. Precisely so And also that there are three forms of pleasure, corresponding respectively to each? By all means. Are you aware, then said I, that if you should choose to ask men of these three classes, each in turn, which is the most pleasurable of these lives, each will chiefly commend his own? The financier  will affirm that in comparison with profit the pleasures of honor or of learning area of no value except in so far as they produce money. True, he said. And what of the lover of honor? I said; does he not regard the pleasure that comes from money as vulgar and low, and again that of learning, save in so far as the knowledge confers honor, mere fume and moonshine? It is so, he said. And what, said I, are we to suppose the philosopher thinks of the other pleasures   compared with the delight of knowing the truth and the reality, and being always occupied with that while he learns? Will he not think them far removed from true pleasure, and call them literally the pleasures of necessity, since he would have no use for them if necessity were not laid upon him?"
581d,will affirm that in comparison with profit the pleasures of honor or of learning area of no value except in so far as they produce money.
581e,"compared with the delight of knowing the truth and the reality, and being always occupied with that while he learns? Will he not think them far removed from true pleasure, and call them literally the pleasures of necessity, since he would have no use for them if necessity were not laid upon him?"
582a,how could we determine which of them speaks most truly?
582b,of the pleasure that knowledge yields than the philosopher has of that which results from gain?
582c,"Yes, far. And how does he compare with the lover of honor? Is he more unacquainted with the pleasure of being honored than that other with that which comes from knowledge? Nay, honor, he said, if they achieve their several objects, attends them all; for the rich man is honored by many and the brave man and the wise, so that all are acquainted with the kind of pleasure that honor brings; but it is impossible for anyone except the lover of wisdom to have savored the delight that the contemplation of true being and reality brings."
582d,"Then, said I, so far as experience goes, he is the best judge of the three. By far. And again, he is the only one whose experience will have been accompanied by intelligence. Surely. And yet again, that which is the instrument, or ὄργανον, of judgement is the instrument, not of the lover of gain or of the lover of honor, but of the lover of wisdom. What is that? It was by means of words and discussion that we said the judgement must be reached; was it not? Yes. And they are the instrument mainly of the philosopher. Of course. Now if wealth and profit were the best criteria by which things are judged,   the things praised and censured by the lover of gain would necessarily be truest and most real. Quite necessarily. And if honor, victory and courage, would it not be the things praised by the lover of honor and victory? Obviously. But since the tests are experience and wisdom and discussion, what follows? Of necessity, he said, that the things approved by the lover of wisdom and discussion are most valid and true."
582e,the things praised and censured by the lover of gain would necessarily be truest and most real.
583a,"There being, then, three kinds of pleasure, the pleasure of that part of the soul whereby we learn is the sweetest, and the life of the man in whom that part dominates is the most pleasurable. How could it be otherwise? he said. At any rate the man of intelligence speaks with authority when he commends his own life. And to what life and to what pleasure, I said, does the judge assign the second place? Obviously to that of the warrior and honor-loving type, for it is nearer to the first than is the life of the money-maker. And so the last place belongs to the lover of gain, as it seems. Surely, said he."
583b,"That, then, would be two points in succession and two victories for the just man over the unjust. And now for the third in the Olympian fashion to the saviour and to Olympian Zeus—observe that other pleasure than that of the intelligence is not altogether even real or pure, but is a kind of scene-painting, as I seem to have heard from some wise man; and yet this would be the greatest and most decisive overthrow. Much the greatest. But what do you mean? I shall discover it, I said,"
583c,"if you will answer my questions while I seek. Ask, then, he said. Tell me, then, said I, do we not say that pain is the opposite of pleasure? We certainly do. And is there not such a thing as a neutral state There is. Is it not intermediate between them, and in the mean, being a kind of quietude of the soul in these respects? Or is not that your notion of it? It is that, said he. Do you not recall the things men say in sickness? What sort of things? Why, that after all there is nothing sweeter than to be well,  though they were not aware that it is the highest pleasure before they were Ill. I remember, he said. And do you not hear men afflicted with severe pain saying that there is no greater pleasure than the cessation of this suffering? I do. And you perceive, I presume, many similar conditions in which men while suffering pain praise freedom from pain and relief from that as the highest pleasure, and not positive delight. Yes, he said, for this in such cases is perhaps what is felt as pleasurable and acceptable—peace."
583d,though they were not aware that it is the highest pleasure before they were Ill.
583e,"And so, I said, when a man’s delight comes to an end, the cessation of pleasure will be painful. It may be so, he said. What, then,we just now described as the intermediate state between the two—this quietude—will sometimes be both pain and pleasure. It seems so Is it really possible for that which is neither to become both? I think not. And further, both pleasure and pain arising in the soul are a kind of motion, are they not?"
584a,Yes.
584b,"said I, at pleasures which do not follow on pain, so that you may not haply suppose for the present that it is the nature of pleasure to be a cessation from pain and pain from pleasure. Where shall I look, he said, and what pleasures do you mean? There are many others, I said, and especially, if you please to note them, the pleasures connected with smell. For these with no antecedent pain suddenly attain an indescribable intensity, and their cessation leaves no pain after them. Most true, he said. Let us not believe, then,   that the riddance of pain is pure pleasure or that of pleasure pain. No, we must not. Yet, surely, said I, the affections that find their way through the body to the soul and are called pleasures are, we may say, the most and the greatest of them, of this type, in some sort releases from pain.? Yes, they are. And is not this also the character of the anticipatory pleasures and pains that precede them and arise from the expectation of them? It is."
584c,that the riddance of pain is pure pleasure or that of pleasure pain.
584d,"Do you know, then, what their quality is and what they most resemble? What? he said. Do you think that there is such a thing in nature as up and down and in the middle? I do. Do you suppose, then, that anyone who is transported from below to the center would have any other opinion than that he was moving upward? And if he took his stand at the center and looked in the direction from which he had been transported, do you think he would suppose himself to be anywhere but above, never having seen that which is really above? No, by Zeus, he said, I do not think that such a person would have any other notion."
584e,"And if he were borne back, I said, he would both think himself to be moving downward and would think truly. Of course. And would not all this happen to him because of his non-acquaintance with the true and real up and down and middle? Obviously."
585a,"they truly think themselves to be, and really are, in a state of pain, but, when they move from pain to the middle and neutral state, they intensely believe that they are approaching fulfillment and pleasure, and just as if, in ignorance of white, they were comparing grey with black, so, being inexperienced in true pleasure, they are deceived by viewing painlessness in its relation to pain?"
585b,of the bodily habit?
585c,"knowledge and reason, and, in sum, all the things that are more excellent? Form your judgement thus. Which do you think more truly is, that which clings to what is ever like itself and immortal and to the truth, and that which is itself of such a nature and is born in a thing of that nature, or that which clings to what is mortal and never the same and is itself such and is born in such a thing?"
585d,that the kinds concerned with the service of the body partake less of truth and reality than those that serve the soul?
585e,"would more really and truly cause us to enjoy a true pleasure, while that which partakes of the less truly existent would be less truly and surely filled and would partake of a less trustworthy and less true pleasure."
586a,"of wisdom and virtue but are ever devoted to feastings and that sort of thing are swept downward, it seems, and back again to the center, and so sway and roam to and fro throughout their lives, but they have never transcended all this and turned their eyes to the true upper region nor been wafted there, nor ever been really filled with real things, nor ever tasted stable and pure pleasure, but with eyes ever bent upon the earth and heads bowed down over their tables they feast like cattle,"
586b,"grazing and copulating, ever greedy for more of these delights; and in their greed kicking and butting one another with horns and hooves of iron they slay one another in sateless avidity, because they are vainly striving to satisfy with things that are not real the unreal and incontinent part of their souls."
586c,"as to seem intense in either kind, and to beget mad loves of themselves in senseless souls, and to be fought for, as Stesichorus says the wraith of Helen was fought for at Troy through ignorance of the truth?"
586d,pursuing these ends without regard to consideration and reason?
586e,if for everything that which is best may be said to be most its own?
587a,"so far as such a thing is possible, the truest."
587b,"And least so the royal and orderly? Yes. Then the tyrant’s place, I think, will be fixed at the furthest remove from true and proper pleasure, and the king’s at the least. Necessarily. Then the tyrant’s life will be least pleasurable and the king’s most. There is every necessity of that. Do you know, then, said I, how much less pleasurably the tyrant lives than the king? I’ll know if you tell me, he said. There being as it appears three pleasures, one genuine and two spurious,   the tyrant in his flight from law and reason crosses the border beyond the spurious, cohabits with certain slavish, mercenary pleasures, and the measure of his inferiority is not easy to express except perhaps thus. How? he said. The tyrant, I believe, we found at the third remove from the oligarch, for the democrat came between. Yes. And would he not also dwell with a phantom of pleasure in respect of reality three stages removed from that other, if all that we have said is true? That is so. And the oligarch in turn is at the third remove from the royal man  if we assume the identity of the aristocrat and the king. Yes, the third. Three times three, then, by numerical measure is the interval that separates the tyrant from true pleasure. Apparently. The phantom of the tyrant’s pleasure is then by longitudinal mensuration a plane number. Quite so. But by squaring and cubing it is clear what the interval of this separation becomes. It is clear, he said, to a reckoner. Then taking it the other way about,  if one tries to express the extent of the interval between the king and the tyrant in respect of true pleasure he will find on completion of the multiplication that he lives 729 times as happily and that the tyrant’s life is more painful by the same distance."
587c,"the tyrant in his flight from law and reason crosses the border beyond the spurious, cohabits with certain slavish, mercenary pleasures, and the measure of his inferiority is not easy to express except perhaps thus."
587d,if we assume the identity of the aristocrat and the king.
587e,if one tries to express the extent of the interval between the king and the tyrant in respect of true pleasure he will find on completion of the multiplication that he lives 729 times as happily and that the tyrant’s life is more painful by the same distance.
588a,the unjust man in respect of pleasure and pain!
588b,"let us take up again the statement with which we began and that has brought us to this pass. It was, I believe, averred that injustice is profitable to the completely unjust man who is reputed just. Was not that the proposition?"
588c,"What sort of an image? he said. One of those natures that the ancient fables tell of, said I, as that of the Chimaera or Scylla or Cerberus, and the numerous other examples that are told of many forms grown together in one. Yes, they do tell of them. Mould, then, a single shape of a manifold and many-headed beast that has a ring of heads of tame and wild beasts and can change them and cause to spring forth from itself all such growths."
588d,"It is the task of a cunning artist, he said, but nevertheless, since speech is more plastic than wax and other such media, assume that it has been so fashioned. Then fashion one other form of a lion and one of a man and let the first be far the largest and the second second in size. That is easier, he said, and is done. Join the three in one, then, so as in some sort to grow together. They are so united, he said. Then mould about them outside the likeness of one, that of the man, so that to anyone who is unable  to look within but who can see only the external sheath it appears to be one living creature, the man. The sheath is made fast about him, he said."
588e,"to look within but who can see only the external sheath it appears to be one living creature, the man."
589a,"but to starve the man and so enfeeble him that he can be pulled about whithersoever either of the others drag him, and not to familiarize or reconcile with one another the two creatures but suffer them to bite and fight and devour one another."
589b,"complete domination over the entire man and make him take charge of the many-headed beast—like a farmer who cherishes and trains the cultivated plants but checks the growth of the wild—and he will make an ally of the lion’s nature, and caring for all the beasts alike will first make them friendly to one another and to himself, and so foster their growth."
589c,"speaks truly and the panegyrist of injustice falsely. For whether we consider pleasure, reputation, or profit, he who commends justice speaks the truth, while there is no soundness or real knowledge of what he censures in him who disparages it."
589d,"the fair and honorable things being those that subject the brutish part of our nature to that which is human in us, or rather, it may be, to that which is divine, while the foul and base are the things that enslave the gentle nature to the wild? Will he assent or not?"
589e,"Or is it conceivable that, while, if the taking of the gold enslaved his son or daughter and that too to fierce and evil men, it would not profit him, no matter how large the sum, yet that, if the result is to be the ruthless enslavement of the divinest part of himself to the most despicable and godless part, he is not to be deemed wretched"
590a,and is not taking the golden bribe much more disastrously than Eriphyle did when she received the necklace as the price of her husband’s life?
590b,and irascibility when they foster and intensify disproportionately the element of the lion and the snake in us?
590c,"Yes, indeed, he said. And why do you suppose that base mechanic handicraft is a term of reproach? Shall we not say that it is solely when the best part is naturally weak in a man so that it cannot govern and control the brood of beasts within him but can only serve them and can learn nothing but the ways of flattering them? So it seems, he said. Then is it not in order that such an one may have a like government with the best man that we say he ought to be the slave  of that best man who has within himself the divine governing principle, not because we suppose, as Thrasymachus did in the case of subjects, that the slave should be governed for his own harm, but on the ground that it is better for everyone to be governed by the divine and the intelligent, preferably indwelling and his own, but in default of that imposed from without, in order that we all so far as possible may be akin and friendly because our governance and guidance are the same? Yes, and rightly so, he said."
590d,"of that best man who has within himself the divine governing principle, not because we suppose, as Thrasymachus did in the case of subjects, that the slave should be governed for his own harm, but on the ground that it is better for everyone to be governed by the divine and the intelligent, preferably indwelling and his own, but in default of that imposed from without, in order that we all so far as possible may be akin and friendly because our governance and guidance are the same?"
590e,"And it is plain, I said, that this is the purpose of the law, which is the ally of all classes in the state,"
591a,"with the aid of the like in ourselves, have set up in its place a similar guardian and ruler in the child, and then, and then only, we leave it free."
591b,"Or is it not true that he who evades detection becomes a still worse man, while in the one who is discovered and chastened the brutish part is lulled and tamed and the gentle part liberated, and the entire soul, returning to its nature at the best, attains to a much more precious condition in acquiring sobriety and righteousness together with wisdom, than the body does when it gains strength and beauty conjoined with health, even as the soul is more precious than the body?"
591c,"Then the wise man will bend all his endeavors to this end throughout his life; he will, to begin with, prize the studies that will give this quality to his soul and disprize the others. Clearly, he said. And then, I said, he not only will not abandon the habit and nurture of his body to the brutish and irrational pleasure and live with his face set in that direction, but he will not even make health his chief aim, nor give the first place to the ways of becoming strong or healthy or beautiful unless these things are likely to bring with them soberness of spirit,  but he will always be found attuning the harmonies of his body for the sake of the concord in his soul. By all means, he replied, if he is to be a true musician. And will he not deal likewise with the ordering and harmonizing of his possessions? He will not let himself be dazzled by the felicitations of the multitude and pile up the mass of his wealth without measure, involving himself in measureless ills. No, I think not, he said."
591d,but he will always be found attuning the harmonies of his body for the sake of the concord in his soul.
591e,"He will rather, I said, keep his eyes fixed on the constitution in his soul, and taking care and watching lest he disturb anything there either by excess or deficiency of wealth, will so steer his course and add to or detract from his wealth on this principle, so far as may be. Precisely so, he said."
592a,"He will gladly take part in and enjoy those which he thinks will make him a better man, but in public and private life he will shun those that may overthrow the established habit of his soul."
592b,for I think that it can be found nowhere on earth.
