section,text
545b,or the present argument and pursue justice?
545c,"we will consider the man of that type, and thereafter oligarchy and the oligarch, and again, fixing our eyes on democracy, we will contemplate the democratic man: and fourthly, after coming to the city ruled by a tyrant and observing it, we will in turn take a look into the tyrannical soul, and so try to make ourselves competent judges of the question before us."
545d,"Or is this the simple and unvarying rule, that in every form of government revolution takes its start from the ruling class itself, when dissension arises in that, but so long as it is at one with itself, however small it be, innovation is impossible?"
545e,"and say that these goddesses playing with us and teasing us as if we were children address us in lofty, mock-serious tragic style?"
546a,How?
546b,"the men you have bred to be your rulers will not for all their wisdom ascertain by reasoning combined with sensation, but they will escape them, and there will be a time when they will beget children out of season. Now for divine begettings there is a period comprehended by a perfect number, and for mortal by the first in which augmentations dominating and dominated when they have attained to three distances and four limits of the assimilating and the dissimilating, the waxing and the waning, render all things conversable and commensurable"
546c,"with one another, whereof a basal four-thirds wedded to the pempad yields two harmonies at the third augmentation, the one the product of equal factors taken one hundred times, the other of equal length one way but oblong,—one dimension of a hundred numbers determined by the rational diameters of the pempad lacking one in each case, or of the irrational lacking two; the other dimension of a hundred cubes of the triad. And this entire geometrical number is determinative of this thing, of better and inferior births."
546d,"And when your guardians, missing this, bring together brides and bridegrooms unseasonably, the offspring will not be well-born or fortunate. Of such offspring the previous generation will establish the best, to be sure, in office, but still these, being unworthy, and having entered in turn into the powers of their fathers, will first as guardians begin to neglect us, paying too little heed to music and then to gymnastics, so that our young men will deteriorate in their culture; and the rulers selected from them"
546e,will not approve themselves very efficient guardians for testing
547a,"Hesiod’s and our races of gold, silver, bronze and iron."
547b,"Well, then, said he, what do the Muses say next? When strife arose, said I, the two groups were pulling against each other, the iron and bronze towards money-making and the acquisition of land and houses and gold and silver, and the other two, the golden and silvern, not being poor, but by nature rich in their souls, were trying to draw them back to virtue and their original constitution, and thus, striving and contending against one another, they compromised on the plan of distributing and taking for themselves the land and the houses,   enslaving and subjecting as perioeci and serfs their former friends and supporters, of whose freedom they had been the guardians, and occupying themselves with war and keeping watch over these subjects. I think, he said, that this is the starting-point of the transformation. Would not this polity, then, said I, be in some sort intermediate between aristocracy and oligarchy ? By all means.
By this change, then, it would arise. But after the change   what will be its way of life? Is it not obvious that in some things it will imitate the preceding polity, in some the oligarchy, since it is intermediate, and that it will also have some qualities peculiar to itself? That is so, he said. Then in honoring its rulers and in the abstention of its warrior class from farming and handicraft and money-making in general, and in the provision of common public tables and the devotion to physical training and expertness in the game and contest of war—in all these traits it will copy the preceding state? Yes. But in its fear   to admit clever men to office, since the men it has of this kind are no longer simple and strenuous but of mixed strain, and in its inclining rather to the more high-spirited and simple-minded type, who are better suited for war  than for peace, and in honoring the stratagems and contrivances of war and occupying itself with war most of the time—in these respects for the most part its qualities will be peculiar to itself?"
547c,"enslaving and subjecting as perioeci and serfs their former friends and supporters, of whose freedom they had been the guardians, and occupying themselves with war and keeping watch over these subjects."
547d,"what will be its way of life? Is it not obvious that in some things it will imitate the preceding polity, in some the oligarchy, since it is intermediate, and that it will also have some qualities peculiar to itself?"
547e,"to admit clever men to office, since the men it has of this kind are no longer simple and strenuous but of mixed strain, and in its inclining rather to the more high-spirited and simple-minded type, who are better suited for war"
548a,"than for peace, and in honoring the stratagems and contrivances of war and occupying itself with war most of the time—in these respects for the most part its qualities will be peculiar to itself?"
548b,and any others they please with great expenditure.
548c,and because of their preference of gymnastics to music?
548d,"of a constitution in words and not elaborate it precisely, since even the sketch will suffice to show us the most just and the most unjust type of man, and it would be an impracticable task to set forth all forms of government without omitting any, and all customs and qualities of men."
548e,in point of contentiousness.
549a,"and to slaves such a one would be harsh, not scorning them as the really educated do, but he would be gentle with the freeborn and very submissive to officials, a lover of office and of honor, not basing his claim to office on ability to speak or anything of that sort but on his exploits in war or preparation for war, and he would be a devotee of gymnastics and hunting."
549b,"be disdainful of wealth too in his youth, but the older he grew the more he would love it because of his participation in the covetous nature and because his virtue is not sincere and pure since it lacks the best guardian?"
549c,"His origin is somewhat on this wise: Sometimes he is the young son of a good father who lives in a badly governed state and avoids honors and office and law-suits and all such meddlesomeness and is willing to forbear something of his rights in order to escape trouble. How does he originate? he said. Why, when, to begin with, I said, he hears his mother complaining  that her husband is not one of the rulers and for that reason she is slighted among the other women, and when she sees that her husband is not much concerned about money and does not fight and brawl in private lawsuits and in the public assembly, but takes all such matters lightly, and when she observes that he is self-absorbed in his thoughts and neither regards nor disregards her overmuch, and in consequence of all this laments and tells the boy that his father is too slack and no kind of a man, with all the other complaints   with which women nag in such cases. Many indeed, said Adeimantus, and after their kind."
549d,"that her husband is not one of the rulers and for that reason she is slighted among the other women, and when she sees that her husband is not much concerned about money and does not fight and brawl in private lawsuits and in the public assembly, but takes all such matters lightly, and when she observes that he is self-absorbed in his thoughts and neither regards nor disregards her overmuch, and in consequence of all this laments and tells the boy that his father is too slack and no kind of a man, with all the other complaints"
549e,with which women nag in such cases.
550a,"and prove himself more of a man than his father, and when the lad goes out he hears and sees the same sort of thing. Men who mind their own affairs in the city are spoken of as simpletons and are held in slight esteem, while meddlers who mind other people’s affairs are honored and praised. Then it is that the youth, hearing and seeing such things, and on the other hand listening to the words of his father, and with a near view of his pursuits contrasted with those of other men, is solicited by both, his father"
550b,"watering and fostering the growth of the rational principle in his soul and the others the appetitive and the passionate; and as he is not by nature of a bad disposition but has fallen into evil communications, under these two solicitations he comes to a compromise and turns over the government in his soul to the intermediate principle of ambition and high spirit and becomes a man haughty of soul and covetous of honor."
550c,"Then, said I, we have our second polity and second type of man. We have, he said. 
Shall we then, as Aeschylus: would say, tell of another champion before another gate, Aesch. Seven 451  or rather, in accordance with our plan, the city first? That, by all means, he said. The next polity, I believe, would be oligarchy. And what kind of a regime, said he, do you understand by oligarchy? That based on a property qualification, said I, wherein the rich hold office   and the poor man is excluded. I understand, said he. Then, is not the first thing to speak of how democracy passes over into this? Yes. And truly, said I, the manner of the change is plain even to the proverbial blind man. How so? That treasure-house which each possesses filled with gold destroys that polity; for first they invent ways of expenditure for themselves and pervert the laws to this end,   and neither they nor their wives obey them. That is likely, he said. And then, I take it, by observing and emulating one another they bring the majority of them to this way of thinking. That is likely, he said. And so, as time goes on, and they advance in the pursuit of wealth, the more they hold that in honor the less they honor virtue. May not the opposition of wealth and virtue be conceived as if each lay in the scale of a balance inclining opposite ways? Yes, indeed, he said."
550d,and the poor man is excluded.
550e,and neither they nor their wives obey them.
551a,"in a state, and the wealthy, virtue and the good are less honored."
551b,"defining the limits of an oligarchical polity, prescribing a sum of money, a larger sum where it is more of an oligarchy, where it is less a smaller, and proclaiming that no man shall hold office whose property does not come up to the required valuation? And this law they either put through by force of arms, or without resorting to that they establish their government by terrorization. Is not that the way of it?"
551c,it had?
551d,"Here, then, is one very great defect in oligarchy. So it appears. Well, and is this a smaller one? What? That such a city should of necessity be not one, but two, a city of the rich and a city of the poor, dwelling together, and always plotting against one another. No, by Zeus, said he, it is not a bit smaller. Nor, further, can we approve of this—the likelihood that they will not be able to wage war, because of the necessity of either arming and employing the multitude,  and fearing them more than the enemy, or else, if they do not make use of them, of finding themselves on the field of battle, oligarchs indeed, and rulers over a few. And to this must be added their reluctance to contribute money, because they are lovers of money. No, indeed, that is not admirable."
551e,"and fearing them more than the enemy, or else, if they do not make use of them, of finding themselves on the field of battle, oligarchs indeed, and rulers over a few. And to this must be added their reluctance to contribute money, because they are lovers of money."
552a,financiers and soldiers all in one? Do you think that is right?
552b,"This is the first, he said. There certainly is no prohibition of that sort of thing in oligarchical states. Otherwise some of their citizens would not be excessively rich, and others out and out paupers. Right.  But observe this. When such a fellow was spending his wealth, was he then of any more use to the state in the matters of which we were speaking, or did he merely seem to belong to the ruling class, while in reality he was neither ruler nor helper in the state, but only a consumer of goods? It is so, he said; he only seemed, but was   just a spendthrift. Shall we, then, say of him that as the drone springs up in the cell, a pest of the hive, so such a man grows up in his home, a pest of the state? By all means, Socrates, he said. And has not God, Adeimantus, left the drones which have wings and fly stingless one and all, while of the drones here who travel afoot he has made some stingless but has armed others with terrible stings? And from the stingless finally issue beggars in old age,  but from those furnished with stings all that are denominated malefactors? Most true, he said. It is plain, then, said I, that wherever you see beggars in a city, there are somewhere in the neighborhood concealed thieves and cutpurses and temple-robbers and similar artists in crime. Clearly, he said. Well, then, in oligarchical cities do you not see beggars? Nearly all are such, he said, except the ruling class. Are we not to suppose, then,   that there are also many criminals in them furnished with stings, whom the rulers by their surveillance forcibly restrain? We must think so, he said. And shall we not say that the presence of such citizens is the result of a defective culture and bad breeding and a wrong constitution of the state? We shall. Well, at any rate such would be the character of the oligarchical state, and these, or perhaps even more than these, would be the evils that afflict it. Pretty nearly these, he said."
552c,just a spendthrift.
552d,but from those furnished with stings all that are denominated malefactors?
552e,"that there are also many criminals in them furnished with stings, whom the rulers by their surveillance forcibly restrain?"
553a,"Then, I said, let us regard as disposed of the constitution called oligarchy, whose rulers are determined by a property qualification. And next we are to consider the man who resembles it—how he arises and what after that his character is. Quite so, he said. 
Is not the transition from that timocratic youth to the oligarchical type mostly on this wise? How? When a son born to the timocratic man at first emulates his father, and follows in his footsteps and then sees him   suddenly dashed, as a ship on a reef, against the state, and making complete wreckage of both his possessions and himself perhaps he has been a general, or has held some other important office, and has then been dragged into court by mischievous sycophants and put to death or banished or outlawed and has lost all his property— It is likely, he said. And the son, my friend, after seeing and suffering these things, and losing his property, grows timid, I fancy, and forthwith thrusts headlong from his bosom’s throne  that principle of love of honor and that high spirit, and being humbled by poverty turns to the getting of money, and greedily and stingily and little by little by thrift and hard work collects property. Do you not suppose that such a one will then establish on that throne the principle of appetite and avarice, and set it up as the great king in his soul, adorned with tiaras and collars of gold, and girt with the Persian sword? I do, he said. And under this domination he will force the rational   and high-spirited principles to crouch lowly to right and left as slaves, and will allow the one to calculate and consider nothing but the ways of making more money from a little, and the other to admire and honor nothing but riches and rich men, and to take pride in nothing but the possession of wealth and whatever contributes to that? There is no other transformation so swift and sure of the ambitious youth into the avaricious type."
553b,"suddenly dashed, as a ship on a reef, against the state, and making complete wreckage of both his possessions and himself perhaps he has been a general, or has held some other important office, and has then been dragged into court by mischievous sycophants and put to death or banished or outlawed and has lost all his property—"
553c,"that principle of love of honor and that high spirit, and being humbled by poverty turns to the getting of money, and greedily and stingily and little by little by thrift and hard work collects property. Do you not suppose that such a one will then establish on that throne the principle of appetite and avarice, and set it up as the great king in his soul, adorned with tiaras and collars of gold, and girt with the Persian sword?"
553d,"and high-spirited principles to crouch lowly to right and left as slaves, and will allow the one to calculate and consider nothing but the ways of making more money from a little, and the other to admire and honor nothing but riches and rich men, and to take pride in nothing but the possession of wealth and whatever contributes to that?"
553e,"Is this, then, our oligarchical man? said I. He is developed, at any rate, out of a man resembling the constitution from which the oligarchy sprang."
554a,"Let us see, then, whether he will have a like character."
554b,"and a hoarder, the type the multitude approves. Would not this be the character of the man who corresponds to such a polity?"
554c,"some the beggarly, others the rascally, but that they are forcibly restrained by his general self-surveillance and self- control?"
554d,"forcibly keeps down other evil desires dwelling within, not persuading them that it is better not nor taming them by reason, but by compulsion and fear, trembling for his possessions generally."
554e,his better desires would have the upper hand over the worse.
555a,"in the city for any prize of victory or in any other honorable emulation. He is unwilling to spend money for fame and rivalries of that sort, and, fearing to awaken his prodigal desires and call them into alliance for the winning of the victory, he fights in true oligarchical fashion with a small part of his resources and is defeated for the most part and—finds himself rich!"
555b,and the oligarchical state?
555c,"In what way? Why, since its rulers owe their offices to their wealth, they are not willing to prohibit by law the prodigals who arise among the youth from spending and wasting their substance. Their object is, by lending money on the property of such men, and buying it in, to become still richer and more esteemed. By all means. And is it not at once apparent in a state that this honoring of wealth is incompatible with a sober and temperate citizenship,  but that one or the other of these two ideals is inevitably neglected. That is pretty clear, he said. And such negligence and encouragement of licentiousness in oligarchies not infrequently has reduced to poverty men of no ignoble quality. It surely has. And there they sit, I fancy, within the city, furnished with stings, that is, arms, some burdened with debt, others disfranchised, others both, hating and conspiring against the acquirers of their estates and the rest of the citizens,   and eager for revolution. ’Tis so."
555d,but that one or the other of these two ideals is inevitably neglected.
555e,and eager for revolution.
556a,foster the drone and pauper element in the state.
556b,the pursuit of wealth would be less shameless in the state and fewer of the evils of which we spoke just now would grow up there.
556c,"and too soft to stand up against pleasure and pain, and mere idlers?"
556d,"or, for that matter, in actual battle, and observe one another, then the poor are not in the least scorned by the rich, but on the contrary, do you not suppose it often happens that when a lean, sinewy, sunburnt pauper is stationed in battle beside a rich man bred in the shade, and burdened with superfluous flesh, and sees him panting and helpless—do you not suppose he will think that such fellows keep their wealth by the cowardice of the poor, and that when the latter are together in private,"
556e,one will pass the word to another our men are good for nothing?
557a,apart from any external impulse faction arises?
557b,and what is the quality of such a constitution? For it is plain that the man of this quality will turn out to be a democratic sort of man.
557c,"then, would arise in this polity more than in any other?"
557d,"Yes indeed, he said. Yes, said I, and it is the fit place, my good friend, in which to look for a constitution. Why so? Because, owing to this licence, it includes all kinds, and it seems likely that anyone who wishes to organize a state, as we were just now doing, must find his way to a democratic city and select the model that pleases him, as if in a bazaar of constitutions, and after making his choice, establish his own. Perhaps at any rate, he said,"
557e,he would not be at a loss for patterns.
558a,"if it occurs to you to do so, is not all that a heavenly and delicious entertainment for the time being?"
558b,"its superiority to all our meticulous requirements, its disdain or our solemn pronouncements made when we were founding our city, that except in the case of transcendent natural gifts no one could ever become a good man unless from childhood his play and all his pursuits were concerned with things fair and good,—how superbly it tramples under foot all such ideals, caring nothing from what practices and way of life a man turns to politics, but honoring him"
558c,if only he says that he loves the people!
558d,would have a son bred in his father’s ways.
558e,"and likewise those whose satisfaction is beneficial to us, may they not? For our nature compels us to seek their satisfaction."
559a,Is not that so ?
559b,for mere bread and relishes be necessary?
559c,intelligence and sobriety?
559d,by his necessary appetites is the thrifty oligarchical man?
559e,of the transformation of the oligarchy in his soul into democracy.
560a,"or from his other kin, who admonish and reproach him, then there arises faction and counter-faction and internal strife in the man with himself."
560b,"are stealthily nurtured to take their place, owing to the father’s ignorance of true education, and wax numerous and strong."
560c,and guardians in the minds of men who are dear to the gods.
560d,"and refuse admission to the auxiliary force itself, and will not grant audience as to envoys to the words of older friends in private life. And they themselves prevail in the conflict, and naming reverence and awe folly thrust it forth, a dishonored fugitive. And temperance they call want of manhood and banish it with contumely, and they teach that moderation and orderly expenditure are rusticity and illiberality, and they combine with a gang of unprofitable and harmful appetites to drive them over the border."
560e,"and purged of all these the soul of the youth that they have thus possessed and occupied, and whom they are initiating with these magnificent and costly rites, they proceed to lead home from exile insolence and anarchy and prodigality and shamelessness, resplendent in a great attendant choir and crowned with garlands, and in celebration of their praises they euphemistically denominate insolence good breeding, licence liberty, prodigality magnificence,"
561a,and shamelessness manly spirit.
561b,"the fiercest tumult within him passes, and he receives back a part of the banished elements and does not abandon himself altogether to the invasion of the others, then he establishes and maintains all his pleasures on a footing of equality, forsooth, and so lives turning over the guard-house of his soul to each as it happens along until it is sated, as if it had drawn the lot for that office, and then in turn to another, disdaining none but fostering them all equally."
561c,"that some pleasures arise from honorable and good desires, and others from those that are base, and that we ought to practise and esteem the one and control and subdue the others; but he shakes his head at all such admonitions and avers that they are all alike and to be equally esteemed."
561d,"and at one time exercising his body, and sometimes idling and neglecting all things, and at another time seeming to occupy himself with philosophy. And frequently he goes in for politics and bounces up and says and does whatever enters his head. And if military men excite his emulation, thither he rushes, and if moneyed men, to that he turns, and there is no order or compulsion in his existence, but he calls this life of his the life of pleasure and freedom and happiness and"
561e,cleaves to it to the end.
562a,"Shall we definitely assert, then, that such a man is to be ranged with democracy and would properly be designated as democratic? Let that be his place, he said. 
And now, said I, the fairest polity and the fairest man remain for us to describe, the tyranny and the tyrant. Certainly, he said. Come then, tell me, dear friend, how tyranny arises. That it is an outgrowth of democracy is fairly plain. Yes, plain. Is it, then, in a sense, in the same way in which democracy arises out of oligarchy that tyranny arises from democracy?"
562b,"How is that? The good that they proposed to themselves and that was the cause of the establishment of oligarchy—it was wealth, was it not? Yes. Well, then, the insatiate lust for wealth and the neglect of everything else for the sake of money-making was the cause of its undoing. True, he said. And is not the avidity of democracy for that which is its definition and criterion of good the thing which dissolves it too? What do you say its criterion to be? Liberty, I replied; for you may hear it said that this is best managed in a democratic city,  and for this reason that is the only city in which a man of free spirit will care to live. Why, yes, he replied, you hear that saying everywhere. Then, as I was about to observe, is it not the excess and greed of this and the neglect of all other things that revolutionizes this constitution too and prepares the way for the necessity of a dictatorship? How? he said. Why, when a democratic city athirst for liberty gets bad cupbearers  for its leaders and is intoxicated by drinking too deep of that unmixed wine, and then, if its so-called governors are not extremely mild and gentle with it and do not dispense the liberty unstintedly,it chastises them and accuses them of being accursed oligarchs. Yes, that is what they do, he replied. But those who obey the rulers, I said, it reviles as willing slaves and men of naught, but it commends and honors in public and private rulers who resemble subjects and subjects who are like rulers.  Is it not inevitable that in such a state the spirit of liberty should go to all lengths? Of course. And this anarchical temper, said I, my friend, must penetrate into private homes and finally enter into the very animals. Just what do we mean by that? he said."
562c,and for this reason that is the only city in which a man of free spirit will care to live.
562d,"for its leaders and is intoxicated by drinking too deep of that unmixed wine, and then, if its so-called governors are not extremely mild and gentle with it and do not dispense the liberty unstintedly,it chastises them and accuses them of being accursed oligarchs."
562e,Is it not inevitable that in such a state the spirit of liberty should go to all lengths?
563a,"so that he may be forsooth a free man. And the resident alien feels himself equal to the citizen and the citizen to him, and the foreigner likewise."
563b,"are full of pleasantry and graciousness, imitating the young for fear they may be thought disagreeable and authoritative."
563c,"Shall we not, then, said he, in Aeschylean phrase, say whatever rises to our lips? Certainly, I said, so I will. Without experience of it no one would believe how much freer the very beasts subject to men are in such a city than elsewhere. The dogs literally verify the adage and like their mistresses become. And likewise the horses and asses are wont to hold on their way with the utmost freedom and dignity, bumping into everyone who meets them and who does not step aside. And so all things everywhere are just bursting with the spirit of liberty."
563d,"It is my own dream you are telling me, he said; for it often happens to me when I go to the country. And do you note that the sum total of all these items when footed up is that they render the souls of the citizens so sensitive that they chafe at the slightest suggestion of servitude and will not endure it? For you are aware that they finally pay no heed even to the laws written or unwritten,  so that forsooth they may have no master anywhere over them. I know it very well, said he. 
This, then, my friend, said I, is the fine and vigorous root from which tyranny grows, in my opinion. Vigorous indeed, he said; but what next?"
563e,so that forsooth they may have no master anywhere over them.
564a,"in plants, in animal bodies, and most especially in political societies."
564b,arising in democracy as well as in oligarchy enslaves it?
564c,"And so a good physician and lawgiver must be on his guard from afar against the two kinds, like a prudent apiarist, first and chiefly to prevent their springing up, but if they do arise to have them as quickly as may be cut out, cells and all."
564d,"as we have described, grows up in it because of the licence, no less than in the oligarchic state."
564e,"tolerates no dissent, so that everything with slight exceptions is administered by that class in such a state."
565a,"And the third class, composing the people, would comprise all quiet cultivators of their own farms who possess little property. This is the largest and most potent group in a democracy when it meets in assembly. Yes, it is, he said, but it will not often do that, unless it gets a share of the honey. Well, does it not always share, I said, to the extent that the men at the head find it possible, in distributing to the people what they take from the well-to-do, to keep the lion’s share for themselves? Why, yes, he said, it shares  in that sense. And so, I suppose, those who are thus plundered are compelled to defend themselves by speeches in the assembly and any action in their power. Of course. And thereupon the charge is brought against them by the other party, though they may have no revolutionary designs, that they are plotting against the people, and it is said that they are oligarchs. Surely. And then finally, when they see the people, not of its own will but through misapprehension, and being misled   by the calumniators, attempting to wrong them, why then, whether they wish it or not, they become in very deed oligarchs, not willingly, but this evil too is engendered by those drones which sting them. Precisely. And then there ensue impeachments and judgements and lawsuits on either side. Yes, indeed. And is it not always the way of a demos to put forward one man as its special champion and protector and cherish and magnify him? Yes, it is. This, then, is plain,"
565b,in that sense.
565c,"by the calumniators, attempting to wrong them, why then, whether they wish it or not, they become in very deed oligarchs, not willingly, but this evil too is engendered by those drones which sting them."
565d,"said I, that when a tyrant arises he sprouts from a protectorate root and from nothing else. Very plain. What, then, is the starting-point of the transformation of a protector into a tyrant? Is it not obviously when the protector’s acts begin to reproduce the legend that is told of the shrine of Lycaean Zeus in Arcadia? What is that? he said. The story goes that he who tastes of the one bit of human entrails minced up with those of other victims   is inevitably transformed into a wolf. Have you not heard the tale? I have."
565e,is inevitably transformed into a wolf. Have you not heard the tale?
566a,banishes and slays and hints at the abolition of debts and the partition of lands—is it not the inevitable consequence and a decree of fate that such a one be either slain by his enemies or become a tyrant and be transformed from a man into a wolf?
566b,"to expel him or bring about his death by calumniating him to the people, they plot to assassinate him by stealth."
566c,"They do indeed, he said. And the people grant it, I suppose, fearing for him but unconcerned for themselves. Yes, indeed. And when he sees this, the man who has wealth and with his wealth the repute of hostility to democracy, then in the words of the oracle delivered to Croesus, By the pebble-strewn strand of the Hermos Swift is his flight, he stays not nor blushes to show the white feather. Hdt. 1.55 No, for he would never get a second chance to blush. And he who is caught, methinks, is delivered to his death. Inevitably. And then obviously that protector does not lie prostrate, mighty with far-flung limbs, Hom. Il. 16.776 in Homeric overthrow, but   overthrowing many others towers in the car of state transformed from a protector into a perfect and finished tyrant. What else is likely? he said. 
Shall we, then, portray the happiness, said I, of the man and the state in which such a creature arises? By all means let us describe it, he said. Then at the start and in the first days does he not smile upon all men and greet everybody he meets and deny that he is a tyrant,  and promise many things in private and public, and having freed men from debts, and distributed lands to the people and his own associates, he affects a gracious and gentle manner to all? Necessarily, he said. But when, I suppose, he has come to terms with some of his exiled enemies and has got others destroyed and is no longer disturbed by them, in the first place he is always stirring up some war so that the people may be in need of a leader. That is likely."
566d,overthrowing many others towers in the car of state transformed from a protector into a perfect and finished tyrant.
566e,"and promise many things in private and public, and having freed men from debts, and distributed lands to the people and his own associates, he affects a gracious and gentle manner to all?"
567a,"And also that being impoverished by war-taxes they may have to devote themselves to their daily business and be less likely to plot against him? Obviously. And if, I presume, he suspects that there are free spirits who will not suffer his domination, his further object is to find pretexts for destroying them by exposing them to the enemy? From all these motives a tyrant is compelled to be always provoking wars? Yes, he is compelled to do so. And by such conduct  will he not the more readily incur the hostility of the citizens? Of course. And is it not likely that some of those who helped to establish and now share in his power, voicing their disapproval of the course of events, will speak out frankly to him and to one another—such of them as happen to be the bravest? Yes, it is likely. Then the tyrant must do away with all such if he is to maintain his rule, until he has left no one of any worth, friend or foe. Obviously. He must look sharp to see, then,   who is brave, who is great-souled, who is wise, who is rich and such is his good fortune that, whether he wishes it or not, he must be their enemy and plot against them all until he purge the city. A fine purgation, he said. Yes, said I, just the opposite of that which physicians practise on our bodies. For while they remove the worst and leave the best, he does the reverse. Yes, for apparently he must, he said, if he is to keep his power.
Blessed, then, is the necessity that binds him,"
567b,will he not the more readily incur the hostility of the citizens?
567c,"who is brave, who is great-souled, who is wise, who is rich and such is his good fortune that, whether he wishes it or not, he must be their enemy and plot against them all until he purge the city."
567d,"said I, which bids him dwell for the most part with base companions who hate him, or else forfeit his life. Such it is, he said. And would he not, the more he offends the citizens by such conduct, have the greater need of more and more trustworthy bodyguards? Of course. Whom, then, may he trust, and whence shall he fetch them? Unbidden, he said, they will wing their way to him in great numbers if he furnish their wage. Drones, by the dog, I said, I think you are talking of again,   an alien and motley crew. You think rightly, he said. But what of the home supply, would he not choose to employ that? How? By taking their slaves from the citizens, emancipating them and enlisting them in his bodyguard. Assuredly, he said, since these are those whom he can most trust."
567e,an alien and motley crew.
568a,he must employ after destroying his former associates.
568b,Tyrants are wise by converse with the wise. He meant evidently that these associates of the tyrant are the wise.
568c,among them will pardon us.
568d,as it were from lack of breath unable to proceed.
568e,"But what when these resources fail? Clearly, he said, his father’s estate will have to support him and his wassailers, his fellows and his she-fellows. I understand, I said, that the people which begot the tyrant will have to feed him and his companions. It cannot escape from that, he said."
