section,text
398e,"are the dirge-like modes of music? Tell me, for you are a musician."
399a,that are called lax.
399b,"in all these conditions confronts fortune with steadfast endurance and repels her strokes. And another for such a man engaged in works of peace, not enforced but voluntary, either trying to persuade somebody of something and imploring him—whether it be a god, through prayer, or a man, by teaching and admonition—or contrariwise yielding himself to another who petitioning or teaching him or trying to change his opinions, and in consequence faring according to his wish, and not bearing himself arrogantly, but in all this acting modestly and moderately"
399c,"and acquiescing in the outcome. Leave us these two modes—the forced and the voluntary—that will best imitate the utterances of men failing or succeeding, the temperate, the brave—leave us these."
399d,many stringed and poly-harmonic instruments.
399e,"We are not innovating, my friend, in preferring Apollo and the instruments of Apollo to Marsyas and his instruments. No, by heaven! he said, I think not. And by the dog, said I, we have all unawares purged the city which a little while ago we said was wanton. In that we show our good sense, he said. 
Come then, let us complete the purification."
400a,"require the foot and the air to conform to that kind of man’s speech and not the speech to the foot and the tune. What those rhythms would be, it is for you to tell us as you did the musical modes."
400b,"Well, said I, on this point we will take counsel with Damon, too, as to which are the feet appropriate to illiberality, and insolence or madness or other evils, and what rhythms we must leave for their opposites; and I believe I have heard him obscurely speaking of a foot that he called the enoplios, a composite foot, and a dactyl and an heroic foot, which he arranged, I know not how, to be equal up and down in the interchange of long and short, and unless I am mistaken he used the term iambic, and there was another foot that he called the trochaic,  and he added the quantities long and short. And in some of these, I believe, he censured and commended the tempo of the foot no less than the rhythm itself, or else some combination of the two; I can’t say. But, as I said, let this matter be postponed for Damon’s consideration. For to determine the truth of these would require no little discourse. Do you think otherwise? No, by heaven, I do not. But this you are able to determine—that seemliness and unseemliness are attendant upon the good rhythm and the bad. Of course. And, further, that   good rhythm and bad rhythm accompany, the one fair diction, assimilating itself thereto, and the other the opposite, and so of the apt and the unapt, if, as we were just now saying, the rhythm and harmony follow the words and not the words these. They certainly must follow the speech, he said. And what of the manner of the diction, and the speech? said I. Do they not follow and conform to the disposition of the soul? Of course. And all the rest to the diction? Yes. Good speech, then, good accord, and good grace,  and good rhythm wait upon good disposition, not that weakness of head which we euphemistically style goodness of heart, but the truly good and fair disposition of the character and the mind. By all means, he said. And must not our youth pursue these everywhere if they are to do what it is truly theirs to do? They must indeed."
400c,"and he added the quantities long and short. And in some of these, I believe, he censured and commended the tempo of the foot no less than the rhythm itself, or else some combination of the two; I can’t say. But, as I said, let this matter be postponed for Damon’s consideration. For to determine the truth of these would require no little discourse. Do you think otherwise?"
400d,"good rhythm and bad rhythm accompany, the one fair diction, assimilating itself thereto, and the other the opposite, and so of the apt and the unapt, if, as we were just now saying, the rhythm and harmony follow the words and not the words these."
400e,"and good rhythm wait upon good disposition, not that weakness of head which we euphemistically style goodness of heart, but the truly good and fair disposition of the character and the mind."
401a,"and in all similar craftsmanship—weaving is full of them and embroidery and architecture and likewise the manufacture of household furnishings and thereto the natural bodies of animals and plants as well. For in all these there is grace or gracelessness. And gracelessness and evil rhythm and disharmony are akin to evil speaking and the evil temper but the opposites are the symbols and the kin of the opposites, the sober and good disposition."
401b,"Is it, then, only the poets that we must supervise and compel to embody in their poems the semblance of the good character or else not write poetry among us, or must we keep watch over the other craftsmen, and forbid them to represent the evil disposition, the licentious, the illiberal, the graceless, either in the likeness of living creatures or in buildings or in any other product of their art, on penalty, if unable to obey, of being forbidden to practise their art among us, that our guardians may not be bred among symbols of evil, as it were   in a pasturage of poisonous herbs, lest grazing freely and cropping from many such day by day they little by little and all unawares accumulate and build up a huge mass of evil in their own souls. But we must look for those craftsmen who by the happy gift of nature are capable of following the trail of true beauty and grace, that our young men, dwelling as it were in a salubrious region, may receive benefit from all things about them, whence the influence that emanates from works of beauty may waft itself to eye or ear like a breeze that brings from wholesome places health,  and so from earliest childhood insensibly guide them to likeness, to friendship, to harmony with beautiful reason. Yes, he said, that would be far the best education for them. And is it not for this reason, Glaucon, said I, that education in music is most sovereign, because more than anything else rhythm and harmony find their way to the inmost soul and take strongest hold upon it, bringing with them and imparting grace, if one is rightly trained,  and otherwise the contrary?"
401c,"in a pasturage of poisonous herbs, lest grazing freely and cropping from many such day by day they little by little and all unawares accumulate and build up a huge mass of evil in their own souls. But we must look for those craftsmen who by the happy gift of nature are capable of following the trail of true beauty and grace, that our young men, dwelling as it were in a salubrious region, may receive benefit from all things about them, whence the influence that emanates from works of beauty may waft itself to eye or ear like a breeze that brings from wholesome places health,"
401d,"and so from earliest childhood insensibly guide them to likeness, to friendship, to harmony with beautiful reason."
401e,and otherwise the contrary?
402a,"The ugly he would rightly disapprove of and hate while still young and yet unable to apprehend the reason, but when reason came the man thus nurtured would be the first to give her welcome, for by this affinity he would know her."
402b,"in small things or great and think it unnecessary to recognize them, but were eager to distinguish them everywhere, in the belief that we should never be literate and letter-perfect till we could do this."
402c,"neither we nor the guardians that we have undertaken to educate—until we are able to recognize the forms of soberness, courage, liberality, and high-mindedness and all their kindred and their opposites, too, in all the combinations that contain and convey them, and to apprehend them and their images wherever found, disregarding them neither in trifles nor in great things, but believing the knowledge of them to belong to the same art and discipline?"
402d,"Then, said I, when there is a coincidence of a beautiful disposition in the soul and corresponding and harmonious beauties of the same type in the bodily form—is not this the fairest spectacle for one who is capable of its contemplation? Far the fairest. And surely the fairest is the most lovable. Of course. The true musician, then, would love by preference persons of this sort; but if there were disharmony he would not love this. No, he said, not if there was a defect in the soul; but if it were in the body he would bear with it and still be willing to bestow his love."
402e,"I understand, I said, that you have or have had favorites of this sort and I grant your distinction. But tell me this—can there be any communion between soberness and extravagant pleasure? How could there be, he said, since such pleasure puts a man beside himself  no less than pain? Or between it and virtue generally?"
403a,no less than pain?
403b,"may not come nigh, nor may lover and beloved who rightly love and are loved have anything to do with it?"
403c,on penalty of being stigmatized for want of taste and true musical culture.
403d,"from boyhood through life, and the way of it is this, I believe; but consider it yourself too. For I, for my part, do not believe that a sound body by its excellence makes the soul good, but on the contrary that a good soul by its virtue renders the body the best that is possible. What is your opinion?"
403e,"and content ourselves with merely indicating the norms or patterns, not to make a long story of it, we should acting rightly?"
404a,"Perhaps. Nay, said I, that is a drowsy habit and precarious for health. Don’t you observe that they sleep away their lives, and that if they depart ever so little from their prescribed regimen these athletes are liable to great and violent diseases? I do. Then, said I, we need some more ingenious form of training for our athletes of war, since these must be as it were sleepless hounds, and have the keenest possible perceptions of sight and hearing, and in their campaigns undergo many changes  in their drinking water, their food, and in exposure to the heat of the sun and to storms, without disturbance of their health. I think so. Would not, then, the best gymnastics be akin to the music that we were just now describing? What do you mean? It would be a simple and flexible gymnastic, and especially so in the training for war. In what way? One could learn that, said I, even from Homer. For you are aware that in the banqueting of the heroes on campaign he does not  feast them on fish, nor on boiled meat, but only on roast, which is what soldiers could most easily procure. For everywhere, one may say, it is of easier provision to use the bare fire than to convey pots and pans along. Indeed it is. Neither, as I believe, does Homer ever make mention of sweet meats. Is not that something which all men in training understand—that if one is to keep his body in good condition he must abstain from such things altogether? They are right,"
404b,"in their drinking water, their food, and in exposure to the heat of the sun and to storms, without disturbance of their health."
404c,"feast them on fish, nor on boiled meat, but only on roast, which is what soldiers could most easily procure. For everywhere, one may say, it is of easier provision to use the bare fire than to convey pots and pans along."
404d,"he said, in that they know it and do abstain. Then, my friend, if you think this is the right way, you apparently do not approve of a Syracusan table and Sicilian variety of made dishes. I think not. You would frown, then, on a little Corinthian maid as the chère amie of men who were to keep themselves fit? Most certainly. And also on the seeming delights of Attic pastry? Inevitably. In general, I take it, if we likened that kind of food and regimen to music and song expressed in the pan-harmonic mode and   in every variety of rhythm it would be a fair comparison. Quite so. And here variety engendered licentiousness, did it not, but here disease? While simplicity in music begets sobriety in the souls, and in gymnastic training it begets health in bodies. Most true, he said."
404e,in every variety of rhythm it would be a fair comparison.
405a,"and disease multiply in a city, are not many courts of law and dispensaries opened, and the arts of chicane and medicine give themselves airs when even free men in great numbers take them very seriously?"
405b,"it disgraceful and a notable mark of bad breeding to have to make use of a justice imported from others, who thus become your masters and judges, from lack of such qualities in yourself?"
405c,"and cunningly to try every dodge and practice, every evasion, and wriggle out of every hold in defeating justice, and that too for trifles and worthless things, because he does not know how much nobler and better it is to arrange his life so as to have no need of a nodding juryman?"
405d,"but, because of sloth and such a regimen as we described, to fill one’s body up with winds and humors like a marsh and compel the ingenious sons of Aesculapius to invent for diseases such names as fluxes and flatulences—don’t you think that disgraceful?"
405e,"did not find fault with the damsel who gave to the wounded Eurypylus to drink a posset of Pramnian wine plentifully sprinkled with barley and gratings of cheese,"
406a,"inflammatory ingredients of a surety, nor did they censure Patroclus, who was in charge of the case."
406b,"gymnastics and medicine, for the torment first and chiefly of himself and then of many successors."
406c,"The appropriate one, said I, for a man who did not know that it was not from ignorance or inacquaintance with this type of medicine that Aesculapius did not discover it to his descendants, but because he knew that for all well-governed peoples there is a work assigned to each man in the city which he must perform, and no one has leisure to be sick and doctor himself all his days. And this we absurdly enough perceive in the case of a craftsman, but don’t see in the case of the rich and so-called fortunate. How so? he said."
406d,"A carpenter, said I, when he is sick expects his physician to give him a drug which will operate as an emetic on the disease, or to get rid of it by purging or the use of cautery or the knife. But if anyone prescribes for him a long course of treatment with swathings about the head and their accompaniments, he hastily says that he has no leisure to be sick and that such a life of preoccupation with his illess and neglect of the work that lies before him isn’t worth living. And thereupon he bids farewell to that kind of physician,  enters upon his customary way of life, regains his health, and lives attending to his affairs—or, if his body is not equal to strain, he dies and is freed from all his troubles. For such a man, he said, that appears to be the right use of medicine."
406e,"enters upon his customary way of life, regains his health, and lives attending to his affairs—or, if his body is not equal to strain, he dies and is freed from all his troubles."
407a,"that he had a task and that life wasn’t worth acceptance on condition of not doing his work? Obviously, he said. But the rich man, we say, has no such appointed task, the necessity of abstaining from which renders life intolerable. I haven’t heard of any. Why, haven’t you heard that saying of Phocylides, that after a man has made his pile he ought to practice virtue? Before, too, I fancy, he said. Let us not quarrel with him on that point, I said, but inform ourselves whether this virtue is something for the rich man to practise, 
and life is intolerable if he does not, or whether we are to suppose that while valetudinarianism is a hindrance to single-minded attention to carpentry and the other arts, it is no obstacle to the fulfilment of Phocylides’ exhortation. Yes, indeed, he said, this excessive care for the body that goes beyond simple gymnastics is the greatest of all obstacles. For it is troublesome in household affairs and military service and sedentary offices in the city. And, chief of all, it puts difficulties in the way of any kind of instruction, thinking, or private meditation,  forever imagining headaches and dizziness and attributing their origin to philosophy. So that wherever this kind of virtue is practiced and tested it is in every way a hindrance. For it makes the man always fancy himself sick and never cease from anguishing about his body. Naturally, he said. Then, shall we not say that it was because Asclepius knew this—that for those who were by nature and course of life sound of body  but had some localized disease, that for such, I say, and for this habit he revealed the art of medicine, and, driving out their disease by drugs and surgery, prescribed for them their customary regimen in order not to interfere with their civic duties, but that, when bodies were diseased inwardly and throughout, he did not attempt by diet and by gradual evacuations and infusions to prolong a wretched existence for the man and have him beget in all likelihood similar wretched offspring?  But if a man was incapable of living in the established round and order of life, he did not think it worth while to treat him, since such a fellow is of no use either to himself or to the state. A most politic Asclepius you’re telling us of, he said."
407b,"and life is intolerable if he does not, or whether we are to suppose that while valetudinarianism is a hindrance to single-minded attention to carpentry and the other arts, it is no obstacle to the fulfilment of Phocylides’ exhortation."
407c,forever imagining headaches and dizziness and attributing their origin to philosophy. So that wherever this kind of virtue is practiced and tested it is in every way a hindrance. For it makes the man always fancy himself sick and never cease from anguishing about his body.
407d,"but had some localized disease, that for such, I say, and for this habit he revealed the art of medicine, and, driving out their disease by drugs and surgery, prescribed for them their customary regimen in order not to interfere with their civic duties, but that, when bodies were diseased inwardly and throughout, he did not attempt by diet and by gradual evacuations and infusions to prolong a wretched existence for the man and have him beget in all likelihood similar wretched offspring?"
407e,"But if a man was incapable of living in the established round and order of life, he did not think it worth while to treat him, since such a fellow is of no use either to himself or to the state."
408a,"themselves good fighting-men and practised medicine as I described it? Don’t you remember that in the case of Menelaus too from the wound that Pandarus inflicted They sucked the blood, and soothing simples sprinkled? Hom. Il. 4.218  But what he was to eat or drink thereafter they no more prescribed than for Eurypylus, taking it for granted that the remedies sufficed to heal men who before their wounds were healthy and temperate in diet"
408b,"even if they did happen for the nonce to drink a posset; but they thought that the life of a man constitutionally sickly and intemperate was of no use to himself or others, and that the art of medicine should not be for such nor should they be given treatment even if they were richer than Midas."
408c,"to heal a man already at the point of death, and that for this cause he was struck by the lightning. But we in accordance with the aforesaid principles refuse to believe both statements, but if he was the son of a god he was not avaricious, we will insist, and if he was greedy of gain he was not the son of a god."
408d,and so good judges would be those who had associated with all sorts and conditions of men.
408e,"and if they themselves had suffered all diseases and were not of very healthy constitution. For you see they do not treat the body by the body. If they did, it would not be allowable for their bodies to be or to have been in evil condition. But they treat the body with the mind—and it is not competent for a mind that is or has been evil to treat anything well."
409a,"rules soul with soul and it is not allowable for a soul to have been bred from youth up among evil souls and to have grown familiar with them, and itself to have run the gauntlet of every kind of wrong-doing and injustice so as quickly to infer from itself the misdeeds of others as it might diseases in the body, but it must have been inexperienced in evil natures and uncontaminated by them while young, if it is to be truly fair and good and judge soundly of justice. For which cause the better sort seem to be simple-minded in youth and are easily deceived by the wicked,"
409b,since they do not have within themselves patterns answering to the affections of the bad.
409c,by the instrument of mere knowledge and not by experience of his own.
409d,"then on the contrary he appears stupid. He is unseasonably distrustful and he cannot recognize a sound character because he has no such pattern in himself. But since he more often meets with the bad than the good, he seems to himself and to others to be rather wise than foolish."
409e,"will at last acquire the science both of itself and badness. This one, then, as I think, is the man who proves to be wise and not the bad man."
410a,"but of those who are not, such as are defective in body they will suffer to die and those who are evil-natured and incurable in soul they will themselves put to death."
410b,"in his use of gymnastics, if he please, get to have no need of medicine save when indispensable?"
