section,text
329c,"How about your service of Aphrodite, Sophocles—is your natural force still unabated? And he replied, Hush, man, most gladly have I escaped this thing you talk of, as if I had run away from a raging and savage beast of a master. I thought it a good answer then and now I think so still more. For in very truth there comes to old age a great tranquillity in such matters and a blessed release. When the fierce tensions of the passions and desires relax, then is the word of Sophocles approved,"
329d,"and we are rid of many and mad masters. But indeed in respect of these complaints and in the matter of our relations with kinsmen and friends there is just one cause, Socrates—not old age, but the character of the man. For if men are temperate and cheerful even old age is only moderately burdensome. But if the reverse, old age, Socrates, and youth are hard for such dispositions."
329e,"Cephalus, that most people, when they hear you talk in this way, are not convinced but think that you bear old age lightly not because of your character but because of your wealth. For the rich, they say, have many consolations."
330a,"but to the city from which he came, replied that neither would he himself ever have made a name if he had been born in Seriphus nor the other if he had been an Athenian. And the same principle applies excellently to those who not being rich take old age hard; for neither would the reasonable man find it altogether easy to endure old age conjoined with poverty, nor would the unreasonable man by the attainment of riches ever attain to self-contentment and a cheerful temper."
330b,"As a moneymaker, I hold a place somewhere halfway between my grandfather and my father. For my grandfather and namesake inherited about as much property as I now possess and multiplied it many times, my father Lysanias reduced it below the present amount, and I am content if I shall leave the estate to these boys not less but by some slight measure more than my inheritance. The reason I asked, I said, is that you appear to me not to be over-fond of money.  And that is generally the case with those who have not earned it themselves. But those who have themselves acquired it have a double reason in comparison with other men for loving it. For just as poets feel complacency about their own poems and fathers about their own sons, so men who have made money take this money seriously as their own creation and they also value it for its uses as other people do. So they are hard to talk to since they are unwilling to commend anything except wealth."
330c,"And that is generally the case with those who have not earned it themselves. But those who have themselves acquired it have a double reason in comparison with other men for loving it. For just as poets feel complacency about their own poems and fathers about their own sons, so men who have made money take this money seriously as their own creation and they also value it for its uses as other people do. So they are hard to talk to since they are unwilling to commend anything except wealth."
330d,"You are right, he replied. I assuredly am, said I. But tell me further this. What do you regard as the greatest benefit you have enjoyed from the possession of property? Something, he said, which I might not easily bring many to believe if I told them. For let me tell you, Socrates, he said, that when a man begins to realize that he is going to die, he is filled with apprehensions and concern about matters that before did not occur to him. The tales that are told of the world below and how the men who have done wrong here must pay the penalty there, though he may have laughed them down hitherto,  then begin to torture his soul with the doubt that there may be some truth in them. And apart from that the man himself either from the weakness of old age or possibly as being now nearer to the things beyond has a somewhat clearer view of them. Be that as it may, he is filled with doubt, surmises, and alarms and begins to reckon up and consider whether he has ever wronged anyone."
330e,"then begin to torture his soul with the doubt that there may be some truth in them. And apart from that the man himself either from the weakness of old age or possibly as being now nearer to the things beyond has a somewhat clearer view of them. Be that as it may, he is filled with doubt, surmises, and alarms and begins to reckon up and consider whether he has ever wronged anyone."
331a,"that he has done a sweet hope ever attends and a goodly to be nurse of his old age, as Pindar too says. For a beautiful saying it is, Socrates, of the poet that when a man lives out his days in justice and pietysweet companion with him, to cheer his heart and nurse his old age, accompanies  Hope, who chiefly rules the changeful mind of mortals.  Pindar Frag. 214, Loeb That is a fine saying and an admirable. It is for this, then, that I affirm that the possession of wealth is of most value"
331b,"not it may be to every man but to the good man. Not to cheat any man even unintentionally or play him false, not remaining in debt to a god for some sacrifice or to a man for money, so to depart in fear to that other world—to this result the possession of property contributes not a little. It has also many other uses. But, setting one thing against another, I would lay it down, Socrates, that for a man of sense this is the chief service of wealth."
331c,"said I. But speaking of this very thing, justice, are we to affirm thus without qualification that it is truth-telling and paying back what one has received from anyone, or may these very actions sometimes be just and sometimes unjust? I mean, for example, as everyone I presume would admit, if one took over weapons from a friend who was in his right mind and then the lender should go mad and demand them back, that we ought not to return them in that case and that he who did so return them would not be acting justly—nor yet would he who chose to speak nothing but the truth  to one who was in that state. You are right, he replied. Then this is not the definition of justice: to tell the truth and return what one has received. Nay, but it is, Socrates, said Polemarchus breaking in, if indeed we are to put any faith in Simonides. Very well, said Cephalus, indeed I make over the whole argument to you. For it is time for me to attend the sacrifices. Well, said I, is not Polemarchus the heir of everything that is yours? Certainly, said he with a laugh, and at the same time went out to the sacred rites."
331d,to one who was in that state.
331e,"Tell me, then, you the inheritor of the argument, what it is that you affirm that Simonides says and rightly says about justice. That it is just, he replied, to render to each his due. In saying this I think he speaks well."
332a,"is due to him in a sense, is it not?"
332b,if this return and the acceptance prove harmful and the returner and the recipient are friends. Isn’t that what you say Simonides means?
332c,"it seems, was that justice is rendering to each what befits him, the name that he gave to this was the due."
332d,"Seasoning to meats. Good. In the same way tell me the art that renders what to whom would be denominated justice. If we are to follow the previous examples, Socrates, it is that which renders benefits and harms to friends and enemies. To do good to friends and evil to enemies, then, is justice in his meaning? I think so. Who then is the most able when they are ill to benefit friends and harm enemies in respect to disease and health? The physician."
332e,"And who navigators in respect of the perils of the sea? The pilot. Well then, the just man, in what action and for what work is he the most competent to benefit friends and harm enemies? In making war and as an ally, I should say. Very well. But now if they are not sick, friend Polemarchus, the physician is useless to them. True. And so to those who are not at sea the pilot. Yes. Shall we also say this that for those who are not at war the just man is useless?"
333a,"Yes, it is useful. But so is agriculture, isn’t it? Yes. Namely, for the getting of a harvest? Yes. But likewise the cobbler’s art? Yes. Namely, I presume you would say, for the getting of shoes. Certainly. Then tell me, for the service and getting of what would you say that justice is useful in time of peace? In engagements and dealings, Socrates. And by dealings do you mean associations, partnerships, or something else? Associations, of course. Is it the just man,  then, who is a good and useful associate and partner in the placing of draughts or the draught-player? The player. And in the placing of bricks and stones is the just man a more useful and better associate than the builder? By no means. Then what is the association in which the just man is a better partner than the harpist as an harpist is better than the just man for striking the chords? For money-dealings, I think. Except, I presume, Polemarchus, for the use of money when there is occasion to buy in common    or sell a horse. Then, I take it, the man who knows horses, isn’t it so? Apparently. And again, if it is a vessel, the shipwright or the pilot. It would seem so. What then is the use of money in common for which a just man is the better partner? When it is to be deposited and kept safe, Socrates. You mean when it is to be put to no use but is to lie idle? Quite so. Then it is when money is useless that justice is useful in relation to it?"
333b,"then, who is a good and useful associate and partner in the placing of draughts or the draught-player?"
333c,"or sell a horse. Then, I take it, the man who knows horses, isn’t it so?"
333d,"It looks that way. And similarly when a scythe is to be kept safe, then justice is useful both in public and private. But when it is to be used, the vinedresser’s art is useful? Apparently. And so you will have to say that when a shield and a lyre are to be kept and put to no use, justice is useful, but when they are to be made use of, the military art and music. Necessarily. And so in all other cases, in the use of each thing, justice is useless but in its uselessness useful? It looks that way."
333e,"Then, my friend, justice cannot be a thing of much worth if it is useful only for things out of use and useless. But let us consider this point. Is not the man who is most skilful to strike or inflict a blow in a fight, whether as a boxer or elsewhere, also the most wary to guard against a blow? Assuredly. Is it not also true that he who best knows how to guard against disease is also most cunning to communicate it and escape detection? I think so."
334a,the very same man is a good guardian of an army who is good at stealing a march upon the enemy in respect of their designs and proceedings generally.
334b,"the maternal uncle of Odysseus, and says he was gifted beyond all men in thievery and perjury. Hom. Od. 19.395 So justice, according to you and Homer and Simonides, seems to be a kind of stealing, with the qualification that it is for the benefit of friends and the harm of enemies. Isn’t that what you meant?"
334c,"May I ask whether by friends you mean those who seem to a man to be worthy or those who really are so, even if they do not seem, and similarly of enemies? It is likely, he said, that men will love those whom they suppose to be good and dislike those whom they deem bad. Do not men make mistakes in this matter so that many seem good to them who are not and the reverse? They do. For those, then, who thus err the good are their enemies and the bad their friends? Certainly. But all the same is then just for them to benefit the bad  and injure the good? It would seem so. But again the good are just and incapable of injustice. True. On your reasoning then it is just to wrong those who do no injustice. Nay, nay, Socrates, he said, the reasoning can’t be right. Then, said I, it is just to harm the unjust and benefit the just. That seems a better conclusion than the other. It will work out, then, for many, Polemarchus, who have misjudged men that it is just to harm their friends,   for they have got bad ones, and to benefit their enemies, for they are good. And so we shall find ourselves saying the very opposite of what we affirmed Simonides to mean. Most certainly, he said, it does work out so. But let us change our ground; for it looks as if we were wrong in the notion we took up about the friend and the enemy. What notion, Polemarchus? That the man who seems to us good is the friend. And to what shall we change it now? said I."
334d,and injure the good?
334e,"for they have got bad ones, and to benefit their enemies, for they are good. And so we shall find ourselves saying the very opposite of what we affirmed Simonides to mean."
335a,but is not really so seems but is not really the friend. And there will be the same assumption about the enemy.
335b,"By all means, he said, that, I think, would be the right way to put it.
Is it then, said I, the part of a good man to harm anybody whatsoever? Certainly it is, he replied; a man ought to harm those who are both bad and his enemies. When horses are harmed does it make them better or worse? Worse. In respect of the excellence or virtue of dogs or that of horses? Of horses. And do not also dogs when harmed become worse in respect of canine and not of equine virtue? Necessarily."
335c,"And men, my dear fellow, must we not say that when they are harmed it is in respect of the distinctive excellence or virtue of man that they become worse? Assuredly. And is not justice the specific virtue of man? That too must be granted. Then it must also be admitted, my friend, that men who are harmed become more unjust. It seems so. Do musicians then make men unmusical by the art of music? Impossible. Well, do horsemen by horsemanship unfit men for dealing with horses? No. By justice then do the just make men unjust,  or in sum do the good by virtue make men bad? Nay, it is impossible. It is not, I take it, the function of heat to chill but of its opposite. Yes. Nor of dryness to moisten but of its opposite. Assuredly. Nor yet of the good to harm but of its opposite. So it appears. But the just man is good? Certainly. It is not then the function of the just man, Polemarchus, to harm either friend or anyone else, but of his opposite. I think you are altogether right,  Socrates. If, then, anyone affirms that it is just to render to each his due and he means by this, that injury and harm is what is due to his enemies from the just man and benefits to his friends, he was no truly wise man who said it. For what he meant was not true. For it has been made clear to us that in no case is it just to harm anyone. I concede it, he said. We will take up arms against him, then, said I, you and I together, if anyone affirms that either Simonides or Bias or Pittacus or any other of the wise and blessed said such a thing. I, for my part, he said, am ready to join in the battle with you."
335d,or in sum do the good by virtue make men bad?
335e,Socrates.
336a,"Do you know, said I, to whom I think the saying belongs—this statement that it is just to benefit friends and harm enemies? To whom? he said. I think it was the saying of Periander or Perdiccas or Xerxes or Ismenias the Theban or some other rich man who had great power in his own conceit. That is most true, he replied. Very well, said I, since it has been made clear that this too is not justice and the just, what else is there that we might say justice to be?"
336b,"Now Thrasymachus, even while we were conversing, had been trying several times to break in and lay hold of the discussion but he was restrained by those who sat by him who wished to hear the argument out. But when we came to a pause after I had said this, he couldn’t any longer hold his peace. But gathering himself up like a wild beast he hurled himself upon us as if he would tear us to pieces. And Polemarchus and I were frightened and fluttered apart, and he bawled out into our midst,"
336c,"What balderdash is this that you have been talking, and why do you Simple Simons truckle and give way to one another? But if you really wish, Socrates, to know what the just is, don’t merely ask questions or plume yourself upon controverting any answer that anyone gives—since your acumen has perceived that it is easier to ask questions than to answer them, but do you yourself answer and tell  what you say the just is. And don’t you be telling me that it is that which ought to be, or the beneficial or the profitable or the gainful or the advantageous, but express clearly and precisely whatever you say. For I won’t take from you any such drivel as that! And I, when I heard him, was dismayed, and looking upon him was filled with fear, and I believe that if I had not looked at him before he did at me I should have lost my voice. But as it is, at the very moment when he began to be exasperated by the course of the argument"
336d,"what you say the just is. And don’t you be telling me that it is that which ought to be, or the beneficial or the profitable or the gainful or the advantageous, but express clearly and precisely whatever you say. For I won’t take from you any such drivel as that!"
336e,"I glanced at him first, so that I became capable of answering him and said with a light tremor: Thrasymachus, don’t be harsh with us. If I and my friend have made mistakes in the consideration of the question, rest assured that it is unwillingly that we err. For you surely must not suppose that while if our quest were for gold we would never willingly truckle to one another and make concessions in the search and so spoil our chances of finding it, yet that when we are searching for justice, a thing more precious than much fine gold, we should then be so foolish as to give way to one another and not rather do our serious best to have it discovered."
337a,from clever fellows like you than severity.
337b,"and in putting the question warned him: don’t you be telling me, fellow, that twelve is twice six or three times four or six times two or four times three, for I won’t accept any such drivel as that from you as an answer—it was obvious I fancy to you that no one could give an answer to a question framed in that fashion. Suppose he had said to you, Thrasymachus, what do you mean? Am I not to give any of the prohibited answers, not even, do you mean to say, if the thing really is one of these, but must I say something different from the truth,   or what do you mean? What would have been your answer to him?"
337c,or what do you mean?
337d,"he said, if I show you another answer about justice differing from all these, a better one—what penalty do you think you deserve? Why, what else, said I, than that which it befits anyone who is ignorant to suffer? It befits him, I presume, to learn from the one who does know. That then is what I propose that I should suffer. I like your simplicity, said he; but in addition to learningyou must pay a fine of money. Well, I will when I have got it, I said. It is there, said Glaucon: if money is all that stands in the way, Thrasymachus, go on with your speech. We will all contribute for Socrates. Oh yes, of course,"
337e,"said he, so that Socrates may contrive, as he always does, to evade answering himself but may cross-examine the other man and refute his replies."
338a,"Nay, it is more reasonable that you should be the speaker. For you do affirm that you know and are able to tell. Don’t be obstinate, but do me the favor to reply and don’t be chary of your wisdom, and instruct Glaucon here and the rest of us."
338b,"Here you have the wisdom of Socrates, to refuse himself to teach, but go about and learn from others and not even pay thanks therefor. That I learn from others, I said, you said truly, Thrasymachus. But in saying that I do not pay thanks you are mistaken. I pay as much as I am able. And I am able only to bestow praise. For money I lack. But that I praise right willingly those who appear to speak well you will well know forthwith as soon as you have given your answer.  For I think that you will speak well. Hearken and hear then, said he. I affirm that the just is nothing else than the advantage of the stronger. Well, why don’t you applaud? Nay, you’ll do anything but that. Provided only I first understand your meaning, said I; for I don’t yet apprehend it. The advantage of the stronger is what you affirm the just to be. But what in the world do you mean by this? I presume you don’t intend to affirm this, that if Polydamas the pancratiast is stronger than we are and the flesh of beeves is advantageous for him,  for his body, this viand is also for us who are weaker than he both advantageous and just. You’re a buffoon, Socrates, and take my statement in the most detrimental sense. Not at all, my dear fellow said I; I only want you to make your meaning plainer. Don’t you know then, said he, that some cities are governed by tyrants, in others democracy rules, in others aristocracy? Assuredly. And is not this the thing that is strong and has the mastery in each—the ruling party? Certainly."
338c,For I think that you will speak well.
338d,"for his body, this viand is also for us who are weaker than he both advantageous and just."
338e,"And each form of government enacts the laws with a view to its own advantage, a democracy democratic laws and tyranny autocratic and the others likewise, and by so legislating they proclaim that the just for their subjects is that which is for their—the rulers’—advantage and the man who deviates from this law they chastise as a law-breaker and a wrongdoer."
339a,"—the advantage of the established government. This I presume you will admit holds power and is strong, so that, if one reasons rightly, it works out that the just is the same thing everywhere, the advantage of the stronger."
339b,But you add thereto that of the stronger.
339c,"I do. May I ask whether the rulers in the various states are infallible or capable sometimes of error? Surely, he said, they are liable to err. Then in their attempts at legislation they enact some laws rightly and some not rightly, do they not? So I suppose. And by rightly we are to understand for their advantage, and by wrongly to their disadvantage? Do you mean that or not? That. But whatever they enact must be performed by their subjects and is justice? Of course."
339d,"Then on your theory it is just not only to do what is the advantage of the stronger but also the opposite, what is not to his advantage. What’s that you’re saying? he replied. What you yourself are saying, I think. Let us consider it more closely. Have we not agreed that the rulers in giving orders to the ruled sometimes mistake their own advantage, and that whatever the rulers enjoin is just for the subjects to perform? Was not that admitted? I think it was, he replied."
339e,"Then you will have to think, I said, that to do what is disadvantageous to the rulers and the stronger has been admitted by you to be just in the case when the rulers unwittingly enjoin what is bad for themselves, while you affirm that it is just for the others to do what they enjoined. In that way does not this conclusion inevitably follow, my most sapient Thrasymachus, that it is just to do the very opposite of what you say? For it is in that case surely the disadvantage of the stronger or superior that the inferior  are commanded to perform."
340a,are commanded to perform.
340b,And after these two assumptions he again admitted that the stronger sometimes bid the inferior and their subjects do what is to the disadvantage of the rulers. And from these admissions the just would no more be the advantage of the stronger than the contrary.
340c,"replied Polemarchus. Never mind, Polemarchus, said I, but if that is Thrasymachus’s present meaning, let us take it from him in that sense. 
So tell me, Thrasymachus, was this what you intended to say, that the just is the advantage of the superior as it appears to the superior whether it really is or not? Are we to say this was your meaning? Not in the least, he said. Do you suppose that I call one who is in error a superior when he errs? I certainly did suppose that you meant that, I replied, when you agreed that rulers are not infallible  but sometimes make mistakes. That is because you argue like a pettifogger, Socrates. Why, to take the nearest example, do you call one who is mistaken about the sick a physician in respect of his mistake or one who goes wrong in a calculation a calculator when he goes wrong and in respect of this error? Yet that is what we say literally—we say that the physician erred and the calculator and the schoolmaster. But the truth, I take it, is, that each of these   in so far as he is that which we entitle him never errs; so that, speaking precisely, since you are such a stickler for precision, no craftsman errs. For it is when his knowledge abandons him that he who goes wrong goes wrong—when he is not a craftsman. So that no craftsman, wise man, or ruler makes a mistake then when he is a ruler, though everybody would use the expression that the physician made a mistake and the ruler erred."
340d,but sometimes make mistakes.
340e,"in so far as he is that which we entitle him never errs; so that, speaking precisely, since you are such a stickler for precision, no craftsman errs. For it is when his knowledge abandons him that he who goes wrong goes wrong—when he is not a craftsman. So that no craftsman, wise man, or ruler makes a mistake then when he is a ruler, though everybody would use the expression that the physician made a mistake and the ruler erred."
341a,"in so far forth as ruler does not err, and not erring he enacts what is best for himself, and this the subject must do, so that, even as I meant from the start, I say the just is to do what is for the advantage of the stronger."
341b,", failing stealth, you are not of the force to beat me in debate."
341c,I ask no quarter. But you’ll find yourself unable.
341d,"A ruler of sailors. We don’t, I fancy, have to take into account the fact that he actually sails in the ship, nor is he to be denominated a sailor. For it is not in respect of his sailing that he is called a pilot but in respect of his art and his ruling of the sailors. True, he said. Then for each of them is there not a something that is for his advantage? Quite so. And is it not also true, said I, that the art naturally exists for this, to discover and provide for each his advantage? Yes, for this. Is there, then, for each of the arts any other advantage than to be perfect as possible?"
341e,"What do you mean by that question? Just as if, I said, you should ask me whether it is enough for the body to be the body or whether it stands in need of something else, I would reply, By all means it stands in need. That is the reason why the art of medicine has now been invented, because the body is defective and such defect is unsatisfactory. To provide for this, then, what is advantageous, that is the end for which the art was devised. Do you think that would be a correct answer, or not?"
342a,"Correct, he said. But how about this? Is the medical art itself defective or faulty, or has any other art any need of some virtue, quality, or excellence—as the eyes of vision, the ears of hearing, and for this reason is there need of some art over them that will consider and provide what is advantageous for these very ends—does there exist in the art itself some defect and does each art require another art to consider its advantage and is there need of still another for the considering art and so on ad infinitum, or will the art look out for its own advantage?  Or is it a fact that it needs neither itself nor another art to consider its advantage and provide against its deficiency? For there is no defect or error at all that dwells in any art. Nor does it befit an art to seek the advantage of anything else than that of its object. But the art itself is free from all harm and admixture of evil, and is right so long as each art is precisely and entirely that which it is. And consider the matter in that precise way of speaking. Is it so or not? It appears to be so, he said. Then medicine, said I,"
342b,"Or is it a fact that it needs neither itself nor another art to consider its advantage and provide against its deficiency? For there is no defect or error at all that dwells in any art. Nor does it befit an art to seek the advantage of anything else than that of its object. But the art itself is free from all harm and admixture of evil, and is right so long as each art is precisely and entirely that which it is. And consider the matter in that precise way of speaking. Is it so or not?"
342c,"does not consider the advantage of medicine but of the body? Yes. Nor horsemanship of horsemanship but of horses, nor does any other art look out for itself—for it has no need—but for that of which it is the art. So it seems, he replied. But surely, Thrasymachus, the arts do hold rule and are stronger than that of which they are the arts. He conceded this but it went very hard. Then no art considers or enjoins the advantage of the stronger but every art that of the weaker   which is ruled by it. This too he was finally brought to admit though he tried to contest it. But when he had agreed—Can we deny, then, said I, that neither does any physician in so far as he is a physician seek or enjoin the advantage of the physician but that of the patient? For we have agreed that the physician, precisely speaking, is a ruler and governor of bodies and not a moneymaker. Did we agree on that? He assented. And so the precise pilot is a ruler of sailors,   not a sailor? That was admitted. Then that sort of a pilot and ruler will not consider and enjoin the advantage of the pilot but that of the sailor whose ruler he is. He assented reluctantly. Then, said I, Thrasymachus, neither does anyone in any office of rule in so far as he is a ruler consider and enjoin his own advantage but that of the one whom he rules and for whom he exercises his craft, and he keeps his eyes fixed on that and on what is advantageous and suitable to that in all that he says and does."
342d,which is ruled by it.
342e,not a sailor?
343a,"When we had come to this point in the discussion and it was apparent to everybody that his formula of justice had suffered a reversal of form, Thrasymachus, instead of replying, said, Tell me, Socrates, have you got a nurse? What do you mean? said I. Why didn’t you answer me instead of asking such a question? Because, he said, she lets her little snotty run about drivelling and doesn’t wipe your face clean, though you need it badly, if she can’t get you to know the difference between the shepherd and the sheep. And what, pray, makes you think that? said I. Because you think that the shepherds   and the neat-herds are considering the good of the sheep and the cattle and fatten and tend them with anything else in view than the good of their masters and themselves; and by the same token you seem to suppose that the rulers in our cities, I mean the real rulers, differ at all in their thoughts of the governed from a man’s attitude towards his sheep or that they think of anything else night and day than   the sources of their own profit. And you are so far out concerning the just and justice and the unjust and injustice that you don’t know that justice and the just are literally the other fellow’s good—the advantage of the stronger and the ruler, but a detriment that is all his own of the subject who obeys and serves; while injustice is the contrary and rules those who are simple in every sense of the word and just, and they being thus ruled do what is for his advantage who is the stronger and make him happy  in serving him, but themselves by no manner of means. And you must look at the matter, my simple-minded Socrates, in this way: that the just man always comes out at a disadvantage in his relation with the unjust. To begin with, in their business dealings in any joint undertaking of the two you will never find that the just man has the advantage over the unjust at the dissolution of the partnership but that he always has the worst of it. Then again, in their relations with the state, if there are direct taxes or contributions to be paid, the just man contributes more from an equal estate and the other less, and when there is a distribution  the one gains much and the other nothing. And so when each holds office, apart from any other loss the just man must count on his own affairs falling into disorder through neglect, while because of his justice makes no profit from the state, and thereto he will displease his friends and his acquaintances by his unwillingness to serve them unjustly. But to the unjust man all the opposite advantages accrue."
343b,"and the neat-herds are considering the good of the sheep and the cattle and fatten and tend them with anything else in view than the good of their masters and themselves; and by the same token you seem to suppose that the rulers in our cities, I mean the real rulers, differ at all in their thoughts of the governed from a man’s attitude towards his sheep or that they think of anything else night and day than"
343c,"the sources of their own profit. And you are so far out concerning the just and justice and the unjust and injustice that you don’t know that justice and the just are literally the other fellow’s good—the advantage of the stronger and the ruler, but a detriment that is all his own of the subject who obeys and serves; while injustice is the contrary and rules those who are simple in every sense of the word and just, and they being thus ruled do what is for his advantage who is the stronger and make him happy"
343d,"in serving him, but themselves by no manner of means. And you must look at the matter, my simple-minded Socrates, in this way: that the just man always comes out at a disadvantage in his relation with the unjust. To begin with, in their business dealings in any joint undertaking of the two you will never find that the just man has the advantage over the unjust at the dissolution of the partnership but that he always has the worst of it. Then again, in their relations with the state, if there are direct taxes or contributions to be paid, the just man contributes more from an equal estate and the other less, and when there is a distribution"
343e,"the one gains much and the other nothing. And so when each holds office, apart from any other loss the just man must count on his own affairs falling into disorder through neglect, while because of his justice makes no profit from the state, and thereto he will displease his friends and his acquaintances by his unwillingness to serve them unjustly. But to the unjust man all the opposite advantages accrue."
344a,"the man who has the ability to overreach on a large scale. Consider this type of man, then, if you wish to judge how much more profitable it is to him personally to be unjust than to be just. And the easiest way of all to understand this matter will be to turn to the most consummate form of injustice which makes the man who has done the wrong most happy and those who are wronged and who would not themselves willingly do wrong most miserable. And this is tyranny, which both by stealth and by force takes away what belongs to others, both sacred and profane, both private and public, not little by little but at one swoop."
344b,"For each several part of such wrongdoing the malefactor who fails to escape detection is fined and incurs the extreme of contumely; for temple-robbers, kidnappers, burglars, swindlers, and thieves the appellations of those who commit these partial forms of injustice. But when in addition to the property of the citizens men kidnap and enslave the citizens themselves, instead of these opprobrious names they are pronounced happy and blessed not only by their fellow-citizens"
344c,"but by all who hear the story of the man who has committed complete and entire injustice. For it is not the fear of doing but of suffering wrong that calls forth the reproaches of those who revile injustice. Thus, Socrates, injustice on a sufficiently large scale is a stronger, freer, and a more masterful thing than justice, and, as I said in the beginning, it is the advantage of the stronger that is the just, while the unjust is what profits man’s self and is for his advantage."
344d,"After this Thrasymachus was minded to depart when like a bathman he had poured his speech in a sudden flood over our ears. But the company would not suffer him and were insistent that he should remain and render an account of what he had said. And I was particularly urgent and said, I am surprised at you, Thrasymachus; after hurling such a doctrine at us, can it be that you propose to depart without staying to teach us properly or learn yourself whether this thing is so or not? Do you think it is a small matter that you are attempting to determine   and not the entire conduct of life that for each of us would make living most worth while? Well, do I deny it? said Thrasymachus. You seem to, said I, or else to care nothing for us and so feel no concern whether we are going to live worse or better lives in our ignorance of what you affirm that you know."
344e,and not the entire conduct of life that for each of us would make living most worth while?
345a,"it will be no bad investment for you—any benefit that you bestow on such company as this. For I tell you for my part that I am not convinced, neither do I think that injustice is more profitable than justice, not even if one gives it free scope and does not hinder it of its will. But, suppose, sir, a man to be unjust and to be able to act unjustly either because he is not detected or can maintain it by violence, all the same he does not convince me that it is more profitable than justice."
345b,"Now it may be that there is someone else among us who feels in this way and that I am not the only one. Persuade us, then, my dear fellow, convince us satisfactorily that we are ill advised in preferring justice to injustice."
