section,text
486b,"Hence such a man will not suppose death to be terrible? Least of all. Then a cowardly and illiberal spirit, it seems, could have no part in genuine philosophy. I think not. What then? Could a man of orderly spirit, not a lover of money, not illiberal, nor a braggart nor a coward, ever prove unjust, or a driver of hard bargains? Impossible. This too, then, is a point that in your discrimination of the philosophic and unphilosophic soul you will observe—whether the man is from youth up just and gentle or unsocial and savage. Assuredly. Nor will you overlook this,  I fancy. What? Whether he is quick or slow to learn. Or do you suppose that anyone could properly love a task which he performed painfully and with little result from much toil? That could not be. And if he could not keep what he learned, being steeped in oblivion, could he fail to be void of knowledge? How could he? And so, having all his labor for naught, will he not finally be constrained to loathe himself and that occupation?"
486c,I fancy.
486d,"Of course. The forgetful soul, then, we must not list in the roll of competent lovers of wisdom, but we require a good memory. By all means. But assuredly we should not say that the want of harmony and seemliness in a nature conduces to anything else than the want of measure and proportion. Certainly. And do you think that truth is akin to measure and proportion or to disproportion? To proportion. Then in addition to our other requirements we look for a mind endowed with measure and grace, whose native disposition will make it easily guided  to the aspect of the ideal reality in all things. Assuredly. Tell me, then, is there any flaw in the argument? Have we not proved the qualities enumerated to be necessary and compatible with one another for the soul that is to have a sufficient and perfect apprehension of reality?"
486e,to the aspect of the ideal reality in all things.
487a,"Nay, most necessary, he said. Is there any fault, then, that you can find with a pursuit which a man could not properly practise unless he were by nature of good memory, quick apprehension, magnificent, gracious, friendly and akin to truth, justice, bravery and sobriety? Momus himself, he said, could not find fault with such a combination. Well, then, said I, when men of this sort are perfected by education and maturity of age, would you not entrust the state solely to them?
And Adeimantus said, No one, Socrates,  would be able to controvert these statements of yours. But, all the same, those who occasionally hear you argue thus feel in this way: They think that owing to their inexperience in the game of question and answer they are at every question led astray a little bit by the argument, and when these bits are accumulated at the conclusion of the discussion mighty is their fall and the apparent contradiction of what they at first said; and that just as by expert draught-players the unskilled are finally shut in and cannot make a move,  so they are finally blocked and have their mouths stopped by this other game of draughts played not with counters but with words; yet the truth is not affected by that outcome. I say this with reference to the present case, for in this instance one might say that he is unable in words to contend against you at each question, but that when it comes to facts he sees that of those who turn to philosophy, not merely touching upon it to complete their education  and dropping it while still young, but lingering too long in the study of it, the majority become cranks, not to say rascals, and those accounted the finest spirits among them are still rendered useless to society by the pursuit which you commend. And I, on hearing this, said, Do you think that they are mistaken in saying so? I don’t know, said he,"
487b,"would be able to controvert these statements of yours. But, all the same, those who occasionally hear you argue thus feel in this way: They think that owing to their inexperience in the game of question and answer they are at every question led astray a little bit by the argument, and when these bits are accumulated at the conclusion of the discussion mighty is their fall and the apparent contradiction of what they at first said; and that just as by expert draught-players the unskilled are finally shut in and cannot make a move,"
487c,"so they are finally blocked and have their mouths stopped by this other game of draughts played not with counters but with words; yet the truth is not affected by that outcome. I say this with reference to the present case, for in this instance one might say that he is unable in words to contend against you at each question, but that when it comes to facts he sees that of those who turn to philosophy, not merely touching upon it to complete their education"
487d,"and dropping it while still young, but lingering too long in the study of it, the majority become cranks, not to say rascals, and those accounted the finest spirits among them are still rendered useless to society by the pursuit which you commend."
487e,"but I would gladly hear your opinion. You may hear, then, that I think that what they say is true. How, then, he replied, can it be right to say that our cities will never be freed from their evils until the philosophers, whom we admit to be useless to them, become their rulers? Your question, I said, requires an answer expressed in a comparison or parable. And you, he said, of course, are not accustomed to speak in comparisons!"
488a,"so that you may still better see how I strain after imagery. For so cruel is the condition of the better sort in relation to the state that there is no single thing like it in nature. But to find a likeness for it and a defence for them one must bring together many things in such a combination as painters mix when they portray goat-stags and similar creatures. Conceive this sort of thing happening either on many ships or on one: Picture a shipmaster in height and strength surpassing all others on the ship,"
488b,"but who is slightly deaf and of similarly impaired vision, and whose knowledge of navigation is on a par with his sight and hearing. Conceive the sailors to be wrangling with one another for control of the helm, each claiming that it is his right to steer though he has never learned the art and cannot point out his teacher or any time when he studied it. And what is more, they affirm that it cannot be taught at all, but they are ready to make mincemeat of anyone who says that it can be taught,"
488c,"and meanwhile they are always clustered about the shipmaster importuning him and sticking at nothing to induce him to turn over the helm to them. And sometimes, if they fail and others get his ear, they put the others to death or cast them out from the ship, and then, after binding and stupefying the worthy shipmaster with mandragora or intoxication or otherwise, they take command of the ship, consume its stores and, drinking and feasting, make such a voyage of it as is to be expected from such, and as if that were not enough, they praise and celebrate as a navigator,"
488d,"a pilot, a master of shipcraft, the man who is most cunning to lend a hand in persuading or constraining the shipmaster to let them rule, while the man who lacks this craft they censure as useless. They have no suspicions that the true pilot must give his attention to the time of the year, the seasons, the sky, the winds, the stars, and all that pertains to his art if he is to be a true ruler of a ship, and that he does not believe that there is any art or science of seizing the helm"
488e,"with or without the consent of others, or any possibility of mastering this alleged art and the practice of it at the same time with the science of navigation."
489a,"a useless fellow, by the sailors in ships managed after this fashion?"
489b,if they were honored.
489c,"and everyone who needs to be governed to the door of the man who knows how to govern, not that the ruler should implore his natural subjects to let themselves be ruled, if he is really good for anything. But you will make no mistake in likening our present political rulers to the sort of sailors we are just describing, and those whom these call useless and star-gazing ideologists to the true pilots."
489d,"But far the greatest and chief disparagement of philosophy is brought upon it by the pretenders to that way of life, those whom you had in mind when you affirmed that the accuser of philosophy says that the majority of her followers are rascals and the better sort useless, while I admitted that what you said was true. Is not that so?"
489e,is not to be blamed for this either?
490a,"a scholar and gentleman must have from birth. The leader of the choir for him, if you recollect, was truth. That he was to seek always and altogether, on pain of being an impostor without part or lot in true philosophy."
490b,"the many particulars that are opined to be real, but would hold on his way, and the edge of his passion would not be blunted nor would his desire fail till he came into touch with the nature of each thing in itself by that part of his soul to which it belongs to lay hold on that kind of reality—the part akin to it, namely—and through that approaching it, and consorting with reality really, he would beget intelligence and truth, attain to knowledge and truly live and grow, and so find surcease from his travail of soul, but not before?"
490c,"or, quite the contrary, hate it?"
490d,"the objection that though everybody will be compelled to admit our statements, yet, if we abandoned mere words and fixed our eyes on the persons to whom the words referred, everyone would say that he actually saw some of them to be useless and most of them base with all baseness, it was in our search for the cause of this ill-repute that we came to the present question: Why is it that the majority are bad? And, for the sake of this, we took up again the nature of the true philosophers and defined what it must necessarily be?"
490e,"That is so, he said."
491a,"we are to observe those who imitate this nature and usurp its pursuits and see what types of souls they are that thus entering upon a way of life which is too high for them and exceeds their powers, by the many discords and disharmonies of their conduct everywhere and among all men bring upon philosophy the repute of which you speak."
491b,for the perfect philosopher is a rare growth among men and is found in only a few. Don’t you think so?
491c,"Furthermore, said I, all the so-called goods corrupt and divert, beauty and wealth and strength of body and powerful family connections in the city and all things akin to them—you get my general meaning? I do, he said, and I would gladly hear a more precise statement of it. Well, said I, grasp it rightly as a general proposition and the matter will be clear and the preceding statement will not seem to you so strange. How do you bid me proceed? he said."
491d,"We know it to be universally true of every seed and growth, whether vegetable or animal, that the more vigorous it is the more it falls short of its proper perfection when deprived of the food, the season, the place that suits it. For evil is more opposed to the good than to the not-good. Of course. So it is, I take it, natural that the best nature should fare worse than the inferior under conditions of nurture unsuited to it. It is. Then, said I, Adeimantus,  shall we not similarly affirm that the best endowed souls become worse than the others under a bad education? Or do you suppose that great crimes and unmixed wickedness spring from a slight nature and not from a vigorous one corrupted by its nurture, while a weak nature will never be the cause of anything great, either for good or evil? No, he said, that is the case."
491e,"shall we not similarly affirm that the best endowed souls become worse than the others under a bad education? Or do you suppose that great crimes and unmixed wickedness spring from a slight nature and not from a vigorous one corrupted by its nurture, while a weak nature will never be the cause of anything great, either for good or evil?"
492a,"Then the nature which we assumed in the philosopher, if it receives the proper teaching, must needs grow and attain to consummate excellence, but, if it be sown and planted and grown in the wrong environment, the outcome will be quite the contrary unless some god comes to the rescue. Or are you too one of the multitude who believe that there are young men who are corrupted by the sophists, and that there are sophists in private life who corrupt to any extent worth mentioning, and that it is not rather the very men who talk in this strain   who are the chief sophists and educate most effectively and mould to their own heart’s desire young and old, men and women? When? said he. Why, when, I said, the multitude are seated together in assemblies or in court-rooms or theaters or camps or any other public gathering of a crowd, and with loud uproar censure some of the things that are said and done and approve others, both in excess, with full-throated clamor   and clapping of hands, and thereto the rocks and the region round about re-echoing redouble the din of the censure and the praise. In such case how do you think the young man’s heart, as the saying is, is moved within him? What private teaching do you think will hold out and not rather be swept away by the torrent of censure and applause, and borne off on its current, so that he will affirm the same things that they do to be honorable and base,   and will do as they do, and be even such as they? That is quite inevitable, Socrates, he said. 
And, moreover, I said, we have not yet mentioned the chief necessity and compulsion. What is it? said he. That which these educators and sophists impose by action when their words fail to convince. Don’t you know that they chastise the recalcitrant with loss of civic rights and fines and death? They most emphatically do, he said. What other sophist, then, or what private teaching do you think   will prevail in opposition to these? None, I fancy, said he. No, said I, the very attempt is the height of folly."
492b,"who are the chief sophists and educate most effectively and mould to their own heart’s desire young and old, men and women?"
492c,"and clapping of hands, and thereto the rocks and the region round about re-echoing redouble the din of the censure and the praise. In such case how do you think the young man’s heart, as the saying is, is moved within him? What private teaching do you think will hold out and not rather be swept away by the torrent of censure and applause, and borne off on its current, so that he will affirm the same things that they do to be honorable and base,"
492d,"and will do as they do, and be even such as they?"
492e,will prevail in opposition to these?
493a,"in the present condition of society and government, in saying that the providence of God preserves it you will not be speaking ill."
493b,"how it is to be approached and touched, and when and by what things it is made most savage or gentle, yes, and the several sounds it is wont to utter on the occasion of each, and again what sounds uttered by another make it tame or fierce, and after mastering this knowledge by living with the creature and by lapse of time should call it wisdom, and should construct thereof a system and art and turn to the teaching of it, knowing nothing in reality about which of these opinions and desires is honorable or base, good or evil, just or unjust,"
493c,"but should apply all these terms to the judgements of the great beast, calling the things that pleased it good, and the things that vexed it bad, having no other account to render of them, but should call what is necessary just and honorable, never having observed how great is the real difference between the necessary and the good, and being incapable of explaining it to another. Do you not think, by heaven, that such a one would be a strange educator?"
493d,"that it is wisdom to have learned to know the moods and the pleasures of the motley multitude in their assembly, whether about painting or music or, for that matter, politics? For if a man associates with these and offers and exhibits to them his poetry or any other product of his craft or any political. service, and grants the mob authority over himself more than is unavoidable, the proverbial necessity of Diomede will compel him to give the public what it likes, but that what it likes is really good and honorable, have you ever heard an attempted proof of this that is not simply ridiculous?"
493e,"No, he said, and I fancy I never shall hear it either."
494a,is impossible for the multitude.
494b,"We agreed that quickness in learning, memory, courage and magnificence were the traits of this nature."
494c,"Then they will fawn upon him with petitions and honors, anticipating and flattering the power that will be his. That certainly is the usual way. How, then, do you think such a youth will behave in such conditions, especially if it happen that he belongs to a great city and is rich and well-born therein, and thereto handsome and tall? Will his soul not be filled with unbounded ambitious hopes, and will he not think himself capable of managing the affairs of both Greeks and barbarians,  and thereupon exalt himself, haughty of mien and stuffed with empty pride and void of sense He surely will, he said. And if to a man in this state of mind someone gently comes and tells him what is the truth, that he has no sense and sorely needs it, and that the only way to get it is to work like a slave to win it, do you think it will be easy for him to lend an ear to the quiet voice in the midst of and in spite of these evil surroundings Far from it, said he. And even supposing, said I, that owing to a fortunate disposition and his affinity for the words of admonition   one such youth apprehends something and is moved and drawn towards philosophy, what do we suppose will be the conduct of those who think that they are losing his service and fellowship? Is there any word or deed that they will stick at to keep him from being persuaded and to incapacitate anyone who attempts it, both by private intrigue and public prosecution in the court?"
494d,"and thereupon exalt himself, haughty of mien and stuffed with empty pride and void of sense"
494e,"one such youth apprehends something and is moved and drawn towards philosophy, what do we suppose will be the conduct of those who think that they are losing his service and fellowship? Is there any word or deed that they will stick at to keep him from being persuaded and to incapacitate anyone who attempts it, both by private intrigue and public prosecution in the court?"
495a,"That is inevitable, he said. Is there any possibility of such a one continuing to philosophize? None at all, he said. 
Do you see, then, said I, that we were not wrong in saying that the very qualities that make up the philosophical nature do, in fact, become, when the environment and nurture are bad, in some sort the cause of its backsliding, and so do the so-called goods— riches and all such instrumentalities? No, he replied, it was rightly said. Such, my good friend, and so great as regards the noblest pursuit,   is the destruction and corruption of the most excellent nature, which is rare enough in any case, as we affirm. And it is from men of this type that those spring who do the greatest harm to communities and individuals, and the greatest good when the stream chances to be turned into that channel, but a small nature never does anything great to a man or a city. Most true, said he."
495b,"is the destruction and corruption of the most excellent nature, which is rare enough in any case, as we affirm. And it is from men of this type that those spring who do the greatest harm to communities and individuals, and the greatest good when the stream chances to be turned into that channel, but a small nature never does anything great to a man or a city."
495c,"Those, then, to whom she properly belongs, thus falling away and leaving philosophy forlorn and unwedded, themselves live an unreal and alien life, while other unworthy wooers rush in and defile her as an orphan bereft of her kin, and attach to her such reproaches as you say her revilers taunt her with, declaring that some of her consorts are of no account and the many accountable for many evils. Why, yes, he replied, that is what they do say. And plausibly, said I; for other mannikins, observing that the place is unoccupied and full of fine terms and pretensions,   just as men escape from prison to take sanctuary in temples, so these gentlemen joyously bound away from the mechanical arts to philosophy, those that are most cunning in their little craft. For in comparison with the other arts the prestige of philosophy even in her present low estate retains a superior dignity; and this is the ambition and aspiration of that multitude of pretenders unfit by nature, whose souls are bowed and mutilated by their vulgar occupations  even as their bodies are marred by their arts and crafts. Is not that inevitable? Quite so, he said. Is not the picture which they present, I said, precisely that of a little bald-headed tinker who has made money and just been freed from bonds and had a bath and is wearing a new garment and has got himself up like a bridegroom and is about to marry his master’s daughter  who has fallen into poverty and abandonment?"
495d,"just as men escape from prison to take sanctuary in temples, so these gentlemen joyously bound away from the mechanical arts to philosophy, those that are most cunning in their little craft. For in comparison with the other arts the prestige of philosophy even in her present low estate retains a superior dignity; and this is the ambition and aspiration of that multitude of pretenders unfit by nature, whose souls are bowed and mutilated by their vulgar occupations"
495e,even as their bodies are marred by their arts and crafts. Is not that inevitable?
496a,who has fallen into poverty and abandonment?
496b,"of those who consort worthily with philosophy, some well-born and well-bred nature, it may be, held in check by exile, and so in the absence of corrupters remaining true to philosophy, as its quality bids, or it may happen that a great soul born in a little town scorns and disregards its parochial affairs; and a small group perhaps might by natural affinity be drawn to it from other arts which they justly disdain; and the bridle of our companion Theages also might operate as a restraint. For in the case of Theages all other conditions were at hand   for his backsliding from philosophy, but his sickly habit of body keeping him out of politics holds him back. My own case, the divine sign, is hardly worth mentioning—for I suppose it has happened to few or none before me. And those who have been of this little company and have tasted the sweetness and blessedness of this possession and who have also come to understand the madness of the multitude sufficiently and have seen that there is nothing, if I may say so, sound or right in any present politics, and that there is no ally   with whose aid the champion of justice could escape destruction, but that he would be as a man who has fallen among wild beasts, unwilling to share their misdeeds and unable to hold out singly against the savagery of all, and that he would thus, before he could in any way benefit his friends or the state come to an untimely end without doing any good to himself or others,—for all these reasons I say the philosopher remains quiet, minds his own affair, and, as it were, standing aside under shelter of a wall in a storm and blast of dust and sleet and seeing others filled full of lawlessness, is content if in any way  he may keep himself free from iniquity and unholy deeds through this life and take his departure with fair hope, serene and well content when the end comes."
496c,"for his backsliding from philosophy, but his sickly habit of body keeping him out of politics holds him back. My own case, the divine sign, is hardly worth mentioning—for I suppose it has happened to few or none before me. And those who have been of this little company and have tasted the sweetness and blessedness of this possession and who have also come to understand the madness of the multitude sufficiently and have seen that there is nothing, if I may say so, sound or right in any present politics, and that there is no ally"
496d,"with whose aid the champion of justice could escape destruction, but that he would be as a man who has fallen among wild beasts, unwilling to share their misdeeds and unable to hold out singly against the savagery of all, and that he would thus, before he could in any way benefit his friends or the state come to an untimely end without doing any good to himself or others,—for all these reasons I say the philosopher remains quiet, minds his own affair, and, as it were, standing aside under shelter of a wall in a storm and blast of dust and sleet and seeing others filled full of lawlessness, is content if in any way"
496e,"he may keep himself free from iniquity and unholy deeds through this life and take his departure with fair hope, serene and well content when the end comes."
497a,to have achieved before taking his departure.
497b,"None whatever, I said; but the very ground of my complaint is that no polity of today is worthy of the philosophic nature. This is just the cause of its perversion and alteration; as a foreign seed sown in an alien soil is wont to be overcome and die out into the native growth, so this kind does not preserve its own quality but falls away and degenerates into an alien type. But if ever  it finds the best polity as it itself is the best, then will it be apparent that this was in truth divine and all the others human in their natures and practices. Obviously then you are next, going to ask what is this best form of government. Wrong, he said I was going to ask not that but whether it is this one that we have described in our establishment of a state or another. In other respects it is this one, said I; but there is one special further point that we mentioned even then, namely that there would always have to be resident in such a state an element   having the same conception of its constitution that you the lawgiver had in framing its laws. That was said, he replied. But it was not sufficiently explained, I said, from fear of those objections on your part which have shown that the demonstration of it is long and difficult. And apart from that the remainder of the exposition is by no means easy. Just what do you mean? The manner in which a state that occupies itself with philosophy can escape destruction. For all great things are precarious and, as the proverb truly says, fine things are hard. All the same,"
497c,"it finds the best polity as it itself is the best, then will it be apparent that this was in truth divine and all the others human in their natures and practices. Obviously then you are next, going to ask what is this best form of government."
497d,having the same conception of its constitution that you the lawgiver had in framing its laws.
497e,"he said, our exposition must be completed by making this plain. It will be no lack of will, I said, but if anything, a lack of ability, that would prevent that. But you shall observe for yourself my zeal. And note again how zealously and recklessly I am prepared to say that the state ought to take up this pursuit in just the reverse of our present fashion. In what way?"
498a,"said I, those who do take it up are youths, just out of boyhood, who in the interval before they engage in business and money-making approach the most difficult part of it, and then drop it—and these are regarded forsooth as the best exemplars of philosophy. By the most difficult part I mean discussion. In later life they think they have done much if, when invited, they deign to listen to the philosophic discussions of others. That sort of thing they think should be by-work. And towards old age, with few exceptions, their light is quenched more completely  than the sun of Heracleitus, inasmuch as it is never rekindled. And what should they do? he said. Just the reverse. While they are lads and boys they should occupy themselves with an education and a culture suitable to youth, and while their bodies are growing to manhood take right good care of them, thus securing a basis and a support for the intellectual life. But with the advance of age, when the soul begins to attain its maturity, they should make its exercises more severe, and when   the bodily strength declines and they are past the age of political and military service, then at last they should be given free range of the pasture and do nothing but philosophize, except incidentally, if they are to live happily, and, when the end has come, crown the life they have lived with a consonant destiny in that other world.
You really seem to be very much in earnest, Socrates, he said; yet I think most of your hearers are even more earnest in their opposition and will not be in the least convinced, beginning with Thrasymachus. Do not try to breed a quarrel between me and Thrasymachus,  who have just become friends and were not enemies before either. For we will spare no effort until we either convince him and the rest or achieve something that will profit them when they come to that life in which they will be born gain and meet with such discussions as these. A brief time your forecast contemplates, he said. Nay, nothing at all, I replied, as compared with eternity. However, the unwillingness of the multitude to believe what you say is nothing surprising. For of the thing here spoken they have never beheld a token,  but only the forced and artificial chiming of word and phrase, not spontaneous and accidental as has happened here."
498b,"than the sun of Heracleitus, inasmuch as it is never rekindled."
498c,"the bodily strength declines and they are past the age of political and military service, then at last they should be given free range of the pasture and do nothing but philosophize, except incidentally, if they are to live happily, and, when the end has come, crown the life they have lived with a consonant destiny in that other world."
498d,who have just become friends and were not enemies before either. For we will spare no effort until we either convince him and the rest or achieve something that will profit them when they come to that life in which they will be born gain and meet with such discussions as these.
498e,"but only the forced and artificial chiming of word and phrase, not spontaneous and accidental as has happened here."
499a,in one case or in many. Do you think they have?
499b,"For this cause and foreseeing this, we then despite our fears declared under compulsion of the truth that neither city nor polity nor man either will ever be perfected until some chance compels this uncorrupted remnant of philosophers, who now bear the stigma of uselessness, to take charge of the state whether they wish it or not, and constrains the citizens to obey them, or else until by some divine inspiration a genuine passion for true philosophy takes possession  either of the sons of the men now in power and sovereignty or of themselves. To affirm that either or both of these things cannot possibly come to pass is, I say, quite unreasonable. Only in that case could we be justly ridiculed as uttering things as futile as day-dreams are. Is not that so? It is. If, then, the best philosophical natures have ever been constrained to take charge of the state in infinite time past, or now are in some barbaric region  far beyond our ken, or shall hereafter be, we are prepared to maintain our contention that the constitution we have described has been, is, or will be realized when this philosophic Muse has taken control of the state. It is not a thing impossible to happen, nor are we speaking of impossibilities. That it is difficult we too admit. I also think so, he said. But the multitude—are you going to say?—does not think so, said I. That may be, he said. My dear fellow,"
499c,"either of the sons of the men now in power and sovereignty or of themselves. To affirm that either or both of these things cannot possibly come to pass is, I say, quite unreasonable. Only in that case could we be justly ridiculed as uttering things as futile as day-dreams are. Is not that so?"
499d,"far beyond our ken, or shall hereafter be, we are prepared to maintain our contention that the constitution we have described has been, is, or will be realized when this philosophic Muse has taken control of the state. It is not a thing impossible to happen, nor are we speaking of impossibilities. That it is difficult we too admit."
499e,"said I, do not thus absolutely condemn the multitude. They will surely be of another mind if in no spirit of contention but soothingly and endeavoring to do away with the dispraise of learning you point out to them whom you mean by philosophers, and define as we recently did their nature  and their pursuits so that the people may not suppose you to mean those of whom they are thinking."
500a,and their pursuits so that the people may not suppose you to mean those of whom they are thinking.
500b,"he said, concur. And do you not also concur in this very point that the blame for this harsh attitude of the many towards philosophy falls on that riotous crew who have burst in where they do not belong, wrangling with one another, filled with spite and always talking about persons, a thing least befitting philosophy? Least of all, indeed, he said. 
For surely, Adeimantus, the man whose mind is truly fixed on eternal realities has no leisure   to turn his eyes downward upon the petty affairs of men, and so engaging in strife with them to be filled with envy and hate, but he fixes his gaze upon the things of the eternal and unchanging order, and seeing that they neither wrong nor are wronged by one another, but all abide in harmony as reason bids, he will endeavor to imitate them and, as far as may be, to fashion himself in their likeness and assimilate himself to them. Or do you think it possible not to imitate the things to which anyone attaches himself with admiration? Impossible, he said. Then the lover of wisdom   associating with the divine order will himself become orderly and divine in the measure permitted to man. But calumny is plentiful everywhere. Yes, truly. If, then, I said, some compulsion is laid upon him to practise stamping on the plastic matter of human nature in public and private the patterns that he visions there, and not merely to mould and fashion himself, do you think he will prove a poor craftsman of sobriety and justice and all forms of ordinary civic virtue? By no means, he said. But if the multitude become aware   that what we are saying of the philosopher is true, will they still be harsh with philosophers, and will they distrust our statement that no city could ever be blessed unless its lineaments were traced by artists who used the heavenly model? They will not be harsh,"
500c,"to turn his eyes downward upon the petty affairs of men, and so engaging in strife with them to be filled with envy and hate, but he fixes his gaze upon the things of the eternal and unchanging order, and seeing that they neither wrong nor are wronged by one another, but all abide in harmony as reason bids, he will endeavor to imitate them and, as far as may be, to fashion himself in their likeness and assimilate himself to them. Or do you think it possible not to imitate the things to which anyone attaches himself with admiration?"
500d,associating with the divine order will himself become orderly and divine in the measure permitted to man. But calumny is plentiful everywhere.
500e,"that what we are saying of the philosopher is true, will they still be harsh with philosophers, and will they distrust our statement that no city could ever be blessed unless its lineaments were traced by artists who used the heavenly model?"
501a,"he said, if they perceive that."
501b,"I take it, in the course of the work they would glance frequently in either direction, at justice, beauty, sobriety and the like as they are in the nature of things, and alternately at that which they were trying to reproduce in mankind, mingling and blending from various pursuits that hue of the flesh, so to speak, deriving their judgement from that likeness of humanity which Homer too called when it appeared in men the image and likeness of God."
501c,until in the measure of the possible they had made the characters of men pleasing and dear to God as may be.
501d,"he said, if they are reasonable. How can they controvert it? Will they deny that the lovers of wisdom are lovers of reality and truth? That would be monstrous, he said. Or that their nature as we have portrayed it is akin to the highest and best? Not that either. Well, then, can they deny that such a nature bred in the pursuits that befit it will be perfectly good and philosophic so far as that can be said of anyone? Or will they rather say it of those whom we have excluded?"
501e,"Surely not. Will they, then, any longer be fierce with us when we declare that, until the philosophic class wins control, there will be no surcease of trouble for city or citizens nor will the polity which we fable in words be brought to pass in deed? They will perhaps be less so, he said."
502a,"for very shame, if for no other reason, they may assent?"
502b,"not one of all could be saved, will anyone maintain that?"
502c,"I think not, said he. And further that these things are best, if possible, has already, I take it, been sufficiently shown. Yes, sufficiently. Our present opinion, then, about this legislation is that our plan would be best if it could be realized and that this realization is difficult yet not impossible. That is the conclusion, he said. 
This difficulty disposed of, we have next   to speak of what remains, in what way, namely, and as a result of what studies and pursuits, these preservers of the constitution will form a part of our state, and at what ages they will severally take up each study. Yes, we have to speak of that, he said. I gained nothing, I said, by my cunning in omitting heretofore the distasteful topic of the possession of women and procreation of children and the appointment of rulers, because I knew that the absolutely true and right way would provoke censure and is difficult of realization;  for now I am none the less compelled to discuss them. The matter of the women and children has been disposed of, but the education of the rulers has to be examined again, I may say, from the starting-point."
502d,"to speak of what remains, in what way, namely, and as a result of what studies and pursuits, these preservers of the constitution will form a part of our state, and at what ages they will severally take up each study."
502e,"for now I am none the less compelled to discuss them. The matter of the women and children has been disposed of, but the education of the rulers has to be examined again, I may say, from the starting-point."
503a,"that they must approve themselves lovers of the state when tested in pleasures and pains, and make it apparent that they do not abandon this fixed faith under stress of labors or fears or any other vicissitude, and that anyone who could not keep that faith must he rejected, while he who always issued from the test pure and intact, like gold tried in the fire, is to be established as ruler and to receive honors in life and after death and prizes as well. Something of this sort we said while the argument slipped by with veiled face"
503b,in fear of starting our present debate.
503c,"What do you mean? he said. Facility in learning, memory, sagacity, quickness of apprehension and their accompaniments, and youthful spirit and magnificence in soul are qualities, you know, that are rarely combined in human nature with a disposition to live orderly, quiet, and stable lives; but such men, by reason of their quickness, are driven about just as chance directs, and all steadfastness is gone out of them. You speak truly, he said. And on the other hand, the steadfast and stable temperaments, whom one could rather trust in use,  and who in war are not easily moved and aroused to fear, are apt to act in the same way when confronted with studies. They are not easily aroused, learn with difficulty, as if benumbed, and are filled with sleep and yawning when an intellectual task is set them. It is so, he said. But we affirmed that a man must partake of both temperaments in due and fair combination or else participate in neither the highest education nor in honors nor in rule. And rightly, he said. Do you not think, then, that such a blend will be a rare thing?"
503d,"and who in war are not easily moved and aroused to fear, are apt to act in the same way when confronted with studies. They are not easily aroused, learn with difficulty, as if benumbed, and are filled with sleep and yawning when an intellectual task is set them."
503e,"Of course. They must, then, be tested in the toils and fears and pleasures of which we then spoke, and we have also now to speak of a point we then passed by, that we must exercise them in many studies, watching them to see whether their nature is capable of enduring the greatest and most difficult studies 
 or whether it will faint and flinch as men flinch in the trials and contests of the body."
504a,or whether it will faint and flinch as men flinch in the trials and contests of the body.
504b,what was said before this?
504c,to the rest of the company.
504d,"the longer way and must labor no less in studies than in the exercises of the body or else, as we were just saying, he will never come to the end of the greatest study and that which most properly belongs to him."
