section,text
600c,"Why, yes, that is the tradition, said I; but do you suppose, Glaucon, that, if Homer had really been able to educate men and make them better and had possessed not the art of imitation but real knowledge, he would not have acquired many companions and been honored and loved by them? But are we to believe that while Protagoras of Abdera and Prodicus of Ceos and many others are able by private teaching   to impress upon their contemporaries the conviction that they will not be capable of governing their homes or the city unless they put them in charge of their education, and make themselves so beloved for this wisdom that their companions all but carry them about on their shoulders, yet, forsooth, that Homer’s contemporaries, if he had been able to help men to achieve excellence, would have suffered him or Hesiod to roam about rhapsodizing and would not have clung to them far rather than to their gold, and constrained them to dwell with them in their homes,  or failing to persuade them, would themselves have escorted them wheresoever they went until they should have sufficiently imbibed their culture? What you say seems to me to be altogether true, Socrates, he said."
600d,"to impress upon their contemporaries the conviction that they will not be capable of governing their homes or the city unless they put them in charge of their education, and make themselves so beloved for this wisdom that their companions all but carry them about on their shoulders, yet, forsooth, that Homer’s contemporaries, if he had been able to help men to achieve excellence, would have suffered him or Hesiod to roam about rhapsodizing and would not have clung to them far rather than to their gold, and constrained them to dwell with them in their homes,"
600e,"or failing to persuade them, would themselves have escorted them wheresoever they went until they should have sufficiently imbibed their culture?"
601a,"himself knowing nothing of the cobbler’s art, what appears to be a cobbler to him and likewise to those who know nothing but judge only by forms and colors?"
601b,"whether he speak in rhythm, meter and harmony about cobbling or generalship or anything whatever. So mighty is the spell that these adornments naturally exercise; though when they are stripped bare of their musical coloring and taken by themselves, I think you know what sort of a showing these sayings of the poets make. For you, I believe, have observed them."
601c,Is not that so?
601d,that the same holds true of everything?
601e,"As, for example, the flute-player reports to the flute-maker which flutes respond and serve rightly in flute-playing, and will order the kind that must be made, and the other will obey and serve him."
602a,but the user will have true knowledge.
602b,"Yet still he will none the less imitate, though in every case he does not know in what way the thing is bad or good. But, as it seems, the thing he will imitate will be the thing that appears beautiful to the ignorant multitude. Why, what else? On this, then, as it seems, we are fairly agreed, that the imitator knows nothing worth mentioning of the things he imitates, but that imitation is a form of play, not to be taken seriously, and that those who attempt tragic poetry, whether in iambics or heroic verse, are all altogether imitators. By all means."
602c,"In heaven’s name, then, this business of imitation is concerned with the third remove from truth, is it not? Yes. And now again, to what element in man is its function and potency related? Of what are you speaking? Of this: The same magnitude, I presume, viewed from near and from far does not appear equal. Why, no. And the same things appear bent and straight to those who view them in water and out, or concave and convex, owing to similar errors of vision about colors, and there is  obviously every confusion of this sort in our souls. And so scene-painting in its exploitation of this weakness of our nature falls nothing short of witchcraft, and so do jugglery and many other such contrivances. True. And have not measuring and numbering and weighing proved to be most gracious aids to prevent the domination in our soul of the apparently greater or less or more or heavier, and to give the control to that which has reckoned and numbered or even weighed?"
602d,"obviously every confusion of this sort in our souls. And so scene-painting in its exploitation of this weakness of our nature falls nothing short of witchcraft, and so do jugglery and many other such contrivances."
602e,"Certainly. But this surely would be the function of the part of the soul that reasons and calculates. Why, yes, of that. And often when this has measured and declares that certain things are larger or that some are smaller than the others or equal, there is at the same time an appearance of the contrary. Yes. And did we not say that it is impossible for the same thing at one time to hold contradictory opinions about the same thing?"
603a,And we were right in affirming that.
603b,"that is remote from intelligence, and is its companion and friend for no sound and true purpose."
603c,that part of the mind to which mimetic poetry appeals and see whether it is the inferior or the nobly serious part.
603d,"of one mind with himself, or just as in the domain of sight there was faction and strife and he held within himself contrary opinions at the same time about the same things, so also in our actions there is division and strife of the man with himself? But I recall that there is no need now of our seeking agreement on this point, for in our former discussion we were sufficiently agreed that our soul at any one moment teems with countless such self-contradictions."
603e,be set forth.
604a,"Tell me now this about him: Do you think he will be more likely to resist and fight against his grief when he is observed by his equals or when he is in solitude alone by himself? He will be much more restrained, he said, when he is on view. But when left alone, I fancy, he will permit himself many utterances which, if heard by another, would put him to shame, and will do many things which he would not consent to have another see him doing. So it is, he said. 
Now is it not reason and law  that exhorts him to resist, while that which urges him to give way to his grief is the bare feeling itself? True. And where there are two opposite impulses in a man at the same time about the same thing we say that there must needs be two things in him. Of course. And is not the one prepared to follow the guidance of the law as the law leads and directs? How so? The law, I suppose, declares that it is best to keep quiet as far as possible in calamity and not to chafe and repine, because we cannot know what is really good and evil in such things and it advantages us nothing to take them hard,  and nothing in mortal life is worthy of great concern, and our grieving checks the very thing we need to come to our aid as quickly as possible in such case. What thing, he said, do you mean? To deliberate, I said, about what has happened to us, and, as it were in the fall of the dice, to determine the movements of our affairs with reference to the numbers that turn up, in the way that reason indicates would be the best, and, instead of stumbling like children, clapping one’s hands to the stricken spot and wasting the time in wailing,  ever to accustom the soul to devote itself at once to the curing of the hurt and the raising up of what has fallen, banishing threnody by therapy. That certainly, he said, would be the best way to face misfortune and deal with it. Then, we say, the best part of us is willing to conform to these precepts of reason. Obviously. And shall we not say that the part of us that leads us to dwell in memory on our suffering and impels us to lamentation, and cannot get enough of that sort of thing, is the irrational and idle part of us, the associate of cowardice? Yes, we will say that. And does not  the fretful part of us present many and varied occasions for imitation, while the intelligent and temperate disposition, always remaining approximately the same, is neither easy to imitate nor to be understood when imitated, especially by a nondescript mob assembled in the theater? For the representation imitates a type  that is alien to them."
604b,"that exhorts him to resist, while that which urges him to give way to his grief is the bare feeling itself?"
604c,"and nothing in mortal life is worthy of great concern, and our grieving checks the very thing we need to come to our aid as quickly as possible in such case."
604d,"ever to accustom the soul to devote itself at once to the curing of the hurt and the raising up of what has fallen, banishing threnody by therapy."
604e,"the fretful part of us present many and varied occasions for imitation, while the intelligent and temperate disposition, always remaining approximately the same, is neither easy to imitate nor to be understood when imitated, especially by a nondescript mob assembled in the theater? For the representation imitates a type"
605a,that is alien to them.
605b,"and not to the best part is another point of resemblance. And so we may at last say that we should be justified in not admitting him into a well-ordered state, because he stimulates and fosters this element in the soul, and by strengthening it tends to destroy the rational part, just as when in a state one puts bad men in power and turns the city over to them and ruins the better sort. Precisely in the same manner we shall say that the mimetic poet sets up in each individual soul a vicious constitution by fashioning phantoms far removed from reality, and by currying favor with the senseless element"
605c,"that cannot distinguish the greater from the less, but calls the same thing now one, now the other."
605d,"imitating one of the heroes who is in grief, and is delivering a long tirade in his lamentations or chanting and beating his breast, feel pleasure, and abandon ourselves and accompany the representation with sympathy and eagerness, and we praise as an excellent poet the one who most strongly affects us in this way."
605e,"in the belief that this is the conduct of a man, and what we were praising in the theatre that of a woman."
606a,"Oh yes, said I, if you would consider it in this way. In what way? If you would reflect that the part of the soul that in the former case, in our own misfortunes, was forcibly restrained, and that has hungered for tears and a good cry and satisfaction, because it is its nature to desire these things, is the element in us that the poets satisfy and delight, and that the best element in our nature, since it has never been properly educated by reason or even by habit, then relaxes its guard over the plaintive part,   inasmuch as this is contemplating the woes of others and it is no shame to it to praise and pity another who, claiming to be a good man, abandons himself to excess in his grief; but it thinks this vicarious pleasure is so much clear gain, and would not consent to forfeit it by disdaining the poem altogether. That is, I think, because few are capable of reflecting that what we enjoy in others will inevitably react upon ourselves. For after feeding fat the emotion of pity there, it is not easy to restrain it in our own sufferings."
606b,"inasmuch as this is contemplating the woes of others and it is no shame to it to praise and pity another who, claiming to be a good man, abandons himself to excess in his grief; but it thinks this vicarious pleasure is so much clear gain, and would not consent to forfeit it by disdaining the poem altogether. That is, I think, because few are capable of reflecting that what we enjoy in others will inevitably react upon ourselves. For after feeding fat the emotion of pity there, it is not easy to restrain it in our own sufferings."
606c,"Most true, he said. Does not the same principle apply to the laughable, namely,that if in comic representations, or for that matter in private talk, you take intense pleasure in buffooneries that you would blush to practise yourself, and do not detest them as base, you are doing the same thing as in the case of the pathetic? For here again what your reason, for fear of the reputation of buffoonery, restrained in yourself when it fain would play the clown, you release in turn, and so, fostering its youthful impudence, let yourself go so far that often ere you are aware you become yourself  a comedian in private. Yes, indeed, he said. And so in regard to the emotions of sex and anger, and all the appetites and pains and pleasures of the soul which we say accompany all our actions, the effect of poetic imitation is the same. For it waters and fosters these feelings when what we ought to do is to dry them up, and it establishes them as our rulers when they ought to be ruled, to the end that we may be better and happier men instead of worse and more miserable. I cannot deny it, said he."
606d,a comedian in private.
606e,"Then, Glaucon, said I, when you meet encomiasts of Homer who tell us that this poet has been the educator of Hellas, and that for the conduct and refinement of human life he is worthy of our study and devotion, and that we should order our entire lives by the guidance of this poet,  we must love and salute them as doing the best they can, and concede to them that Homer is the most poetic of poets and the first of tragedians, but we must know the truth, that we can admit no poetry into our city save only hymns to the gods and the praises of good men."
607a,"we must love and salute them as doing the best they can, and concede to them that Homer is the most poetic of poets and the first of tragedians, but we must know the truth, that we can admit no poetry into our city save only hymns to the gods and the praises of good men."
607b,"Let us, then, conclude our return to the topic of poetry and our apology, and affirm that we really had good grounds then for dismissing her from our city, since such was her character. For reason constrained us. And let us further say to her, lest she condemn us for harshness and rusticity, that there is from of old a quarrel between philosophy and poetry. For such expressions as the yelping hound barking at her master and mighty in the idle babble Unknown  of fools,  and the mob that masters those who are too wise for their own good,  Unknown and the subtle thinkers who reason that after all they are poor, and countless others are tokens of this ancient enmity. But nevertheless let it be declared that, if the mimetic and dulcet poetry can show any reason for her existence in a well-governed state, we would gladly admit her, since we ourselves are very conscious of her spell. But all the same it would be impious to betray what we believe to be the truth.  Is not that so, friend? Do not you yourself feel her magic and especially when Homer is her interpreter? Greatly. Then may she not justly return from this exile after she has pleaded her defence, whether in lyric or other measure? By all means. And we would allow her advocates who are not poets but lovers of poetry to plead her cause in prose without metre, and show that she is not only delightful but beneficial to orderly government and all the life of man. And we shall listen benevolently,  for it will be clear gain for us if it can be shown that she bestows not only pleasure but benefit. How could we help being the gainers? said he."
607c,"of fools,  and the mob that masters those who are too wise for their own good,  Unknown and the subtle thinkers who reason that after all they are poor, and countless others are tokens of this ancient enmity. But nevertheless let it be declared that, if the mimetic and dulcet poetry can show any reason for her existence in a well-governed state, we would gladly admit her, since we ourselves are very conscious of her spell. But all the same it would be impious to betray what we believe to be the truth."
607d,"Is not that so, friend? Do not you yourself feel her magic and especially when Homer is her interpreter?"
607e,for it will be clear gain for us if it can be shown that she bestows not only pleasure but benefit.
608a,"will gladly have the best possible case made out for her goodness and truth, but so long as she is unable to make good her defence we shall chant over to ourselves as we listen the reasons that we have given as a counter-charm to her spell, to preserve us from slipping back into the childish loves of the multitude; for we have come to see that we must not take such poetry seriously as a serious thing that lays hold on truth, but that he who lends an ear to it must be on his guard"
608b,fearing for the polity in his soul and must believe what we have said about poetry.
608c,"And yet, said I, the greatest rewards of virtue and the prizes proposed for her we have not set forth. You must have in mind an inconceivable magnitude, he replied, if there are other things greater than those of which we have spoken.? For surely the whole time from the boy to the old man would be small compared with all time. Nay, it is nothing, he said. What then? Do you think that an immortal thing ought to be seriously concerned for such a little time,  and not rather for all time? I think so, he said; but what is this that you have in mind? Have you never perceived, said I, that our soul is immortal and never perishes? And he, looking me full in the face in amazement, said, No, by Zeus, not I; but are you able to declare this? I certainly ought to be, said I, and I think you too can, for it is nothing hard. It is for me, he said; and I would gladly hear from you this thing that is not hard. Listen, said I. Just speak on, he replied. You speak of good  and evil, do you not? I do. Is your notion of them the same as mine? What is it? That which destroys and corrupts in every case is the evil; that which preserves and benefits is the good. Yes, I think so, he said."
608d,and not rather for all time?
608e,"and evil, do you not?"
609a,"as for example for the eyes ophthalmia, for the entire body disease, for grain mildew, rotting for wood, rust for bronze and iron, and, as I say, for practically everything its congenital evil and disease?"
609b,"remains that could; for obviously the good will never destroy anything, nor yet again will that which is neutral and neither good nor evil."
609c,injustice and licentiousness and cowardice and ignorance.
609d,"by attaching itself to the thing and dwelling in it with power to corrupt, reduces it to nonentity. Is not that so?"
609e,"said I, that we do not think it proper to say of the body either that it is destroyed by the badness of foods themselves, whether it be staleness or rottenness or whatever it is;"
610a,"But the body being one thing and the foods something else, we shall never expect the body to be destroyed by their badness, that is by an alien evil that has not produced in it the evil that belongs to it by nature."
610b,"and show that we are mistaken, or, so long as it remains unrefuted, we must never say that by fever or any other disease, or yet by the knife at the throat or the chopping to bits of the entire body, there is any more likelihood of the soul perishing because of these things, until it is proved that owing to these affections of the body the soul itself becomes more unjust and unholy. But when an evil of something else occurs in a different thing and the evil that belongs to the thing is not engendered in it,"
610c,we must not suffer it to be said that the soul or anything else is in this way destroyed.
610d,"to its possessor as if it were a disease, and that those who catch it die because it kills them by its own inherent nature, those who have most of it quickest, and those who have less more slowly, and not, as now in fact happens, that the unjust die owing to this but by the action of others who inflict the penalty."
610e,"something that kills others when it can, but renders its possessor very lively indeed, and not only lively but wakeful, so far, I ween, does it dwell from deadliness."
611a,"either its own or alien, it is evident that it must necessarily exist always, and that if it always exists it is immortal."
611b,for reason will not suffer it nor yet must we think that in its truest nature the soul is the kind of thing that teems with infinite diversity and unlikeness and contradiction in and with itself.
611c,"we must view it not marred by communion with the body and other miseries as we now contemplate it, but consider adequately in the light of reason what it is when it is purified, and then you will find it to be a far more beautiful thing and will more clearly distinguish justice and injustice and all the matters that we have now discussed. But though we have stated the truth of its present appearance, its condition as we have now contemplated it"
611d,"resembles that of the sea-god Glaucus whose first nature can hardly be made out by those who catch glimpses of him, because the original members of his body are broken off and mutilated and crushed and in every way marred by the waves, and other parts have attached themselves to him, accretions of shells and sea-weed and rocks, so that he is more like any wild creature than what he was by nature—even such, I say, is our vision of the soul marred by countless evils. But we must look elsewhere, Glaucon."
611e,"And we must note the things of which it has apprehensions, and the associations for which it yearns, as being itself akin to the divine and the immortal and to eternal being, and so consider what it might be if it followed the gleam unreservedly and were raised by this impulse out of the depths of this sea in which it is now sunk, and were cleansed and scraped free of the rocks and barnacles which,"
612a,"because it now feasts on earth, cling to it in wild profusion of earthy and stony accretion by reason of these feastings that are accounted happy."
612b,"of the argument, and we have not invoked the rewards and reputes of justice as you said Homer and Hesiod do, but we have proved that justice in itself is the best thing for the soul itself, and that the soul ought to do justice whether it possess the ring of Gyges or not, or the helmet of Hades to boot."
612c,"virtue generally, in addition, all the various rewards and wages that they bring to the soul from men and gods, both while the man still lives and, after his death?"
612d,between absolute justice and absolute injustice. Or do you not remember?
612e,"Then, said I, will not the first of these restorations be that the gods certainly are not unaware of the true character of each of the two, the just and the unjust? We will restore that, he said. And if they are not concealed, the one will be dear to the gods and the other hateful to them, as we agreed in the beginning. That is so."
613a,"work together for the best for him that is dear to the gods, apart from the inevitable evil caused by sin in a former life?"
613b,so far as that is possible for man.
613c,"are laughed to scorn and run off the field uncrowned and with their ears on their shoulders. But the true runners when they have come to the goal receive the prizes and bear away the crown. Is not this the usual outcome for the just also, that towards the end of every action and association and of life as a whole they have honor and bear away the prizes from men?"
613d,"all that you said of the unjust? For I am going to say that the just, when they become older, hold the offices in their own city if they choose, marry from what families they will, and give their children in marriage to what families they please, and everything that you said of the one I now repeat of the other; and in turn I will say of the unjust that the most of them, even if they escape detection in youth, at the end of their course are caught and derided, and their old age is made miserable by the contumelies of strangers and townsfolk."
613e,"They are lashed and suffer all things which you truly said are unfit for ears polite. Suppose yourself to have heard from me a repetition of all that they suffer. But, as I say, consider whether you will bear with me."
614a,that the just man receives from gods and men in addition to those blessings which justice herself bestowed.
614b,"since there are not many things to which I would more gladly listen. It is not, let me tell you, said I, the tale to Alcinous told that I shall unfold, but the tale of a warrior bold, Er, the son of Armenius, by race a Pamphylian. He once upon a time was slain in battle, and when the corpses were taken up on the tenth day already decayed, was found intact, and having been brought home, at the moment of his funeral, on the twelfth day as he lay upon the pyre, revived, and after coming to life related what, he said, he had seen in the world beyond. He said that when his soul went forth from his body he journeyed with a great company  and that they came to a mysterious region where there were two openings side by side in the earth, and above and over against them in the heaven two others, and that judges were sitting between these, and that after every judgement they bade the righteous journey to the right and upwards through the heaven with tokens attached to them in front of the judgement passed upon them, and the unjust to take the road to the left and downward, they too wearing behind signs  of all that had befallen them, and that when he himself drew near they told him that he must be the messenger to mankind to tell them of that other world, and they charged him to give ear and to observe everything in the place. And so he said that here he saw, by each opening of heaven and earth, the souls departing after judgement had been passed upon them, while, by the other pair of openings, there came up from the one in the earth souls full of squalor and dust, and from the second there came down from heaven a second procession of souls clean and pure,   and that those which arrived from time to time appeared to have come as it were from a long journey and gladly departed to the meadow and encamped there as at a festival, and acquaintances greeted one another, and those which came from the earth questioned the others about conditions up yonder, and those from heaven asked how it fared with those others."
614c,"and that they came to a mysterious region where there were two openings side by side in the earth, and above and over against them in the heaven two others, and that judges were sitting between these, and that after every judgement they bade the righteous journey to the right and upwards through the heaven with tokens attached to them in front of the judgement passed upon them, and the unjust to take the road to the left and downward, they too wearing behind signs"
614d,"of all that had befallen them, and that when he himself drew near they told him that he must be the messenger to mankind to tell them of that other world, and they charged him to give ear and to observe everything in the place. And so he said that here he saw, by each opening of heaven and earth, the souls departing after judgement had been passed upon them, while, by the other pair of openings, there came up from the one in the earth souls full of squalor and dust, and from the second there came down from heaven a second procession of souls clean and pure,"
614e,"and that those which arrived from time to time appeared to have come as it were from a long journey and gladly departed to the meadow and encamped there as at a festival, and acquaintances greeted one another, and those which came from the earth questioned the others about conditions up yonder, and those from heaven asked how it fared with those others."
615a,"and wailing as they recalled how many and how dreadful things they had suffered and seen in their journey beneath the earth—it lasted a thousand years—while those from heaven related their delights and visions of a beauty beyond words. To tell it all, Glaucon, would take all our time, but the sum, he said, was this. For all the wrongs they had ever done to anyone and all whom they had severally wronged they had paid the penalty in turn tenfold for each, and the measure of this was by periods of a hundred years each,"
615b,"so that on the assumption that this was the length of human life the punishment might be ten times the crime; as for example that if anyone had been the cause of many deaths or had betrayed cities and armies and reduced them to slavery, or had been participant in any other iniquity, they might receive in requital pains tenfold for each of these wrongs, and again if any had done deeds of kindness and been just"
615c,and holy men they might receive their due reward in the same measure; and other things not worthy of record he said of those who had just been born and lived but a short time; and he had still greater requitals to tell of piety and impiety towards the gods and parents and of self-slaughter. For he said that he stood by when one was questioned by another Where is Ardiaeus the Great? Now this Ardiaeos had been tyrant in a certain city of Pamphylia just a thousand years before that time and had put to death his old father
615d,"and his elder brother, and had done many other unholy deeds, as was the report. So he said that the one questioned replied, He has not come, said he, nor will he be likely to come here. 
For indeed this was one of the dreadful sights we beheld; when we were near the mouth and about to issue forth and all our other sufferings were ended, we suddenly caught sight of him and of others, the most of them, I may say, tyrants. But there were some  of private station, of those who had committed great crimes. And when these supposed that at last they were about to go up and out, the mouth would not receive them, but it bellowed when anyone of the incurably wicked or of those who had not completed their punishment tried to come up."
615e,"of private station, of those who had committed great crimes. And when these supposed that at last they were about to go up and out, the mouth would not receive them, but it bellowed when anyone of the incurably wicked or of those who had not completed their punishment tried to come up."
616a,"and others they bound hand and foot and head and flung down and flayed them and dragged them by the wayside, carding them on thorns and signifying to those who from time to time passed by for what cause they were borne away, and that they were to be hurled into Tartarus."
616b,"and the blessings were their counterparts. But when seven days had elapsed for each group in the meadow, they were required to rise up on the eighth and journey on, and they came in four days to a spot whence they discerned, extended from above throughout the heaven and the earth, a straight light like a pillar, most nearly resembling the rainbow, but brighter and purer. To this they came"
616c,"after going forward a day’s journey, and they saw there at the middle of the light the extremities of its fastenings stretched from heaven; for this light was the girdle of the heavens like the undergirders of triremes, holding together in like manner the entire revolving vault. And from the extremities was stretched the spindle of Necessity, through which all the orbits turned. Its staff and its hook were made of adamant, and the whorl of these and other kinds was commingled. And the nature of the whorl was this:"
616d,"Its shape was that of those in our world, but from his description we must conceive it to be as if in one great whorl, hollow and scooped out, there lay enclosed, right through, another like it but smaller, fitting into it as boxes that fit into one another, and in like manner another, a third, and a fourth, and four others, for there were eight of the whorls in all, lying within one another,"
616e,"showing their rims as circles from above and forming the continuous back of a single whorl about the shaft, which was driven home through the middle of the eighth. Now the first and outmost whorl had the broadest circular rim, that of the sixth was second, and third was that of the fourth, and fourth was that of the eighth, fifth that of the seventh, sixth that of the fifth, seventh that of the third, eighth that of the second;"
617a,"took its color from the seventh, which shone upon it. The colors of the second and fifth were like one another and more yellow than the two former. The third had the whitest color, and the fourth was of a slightly ruddy hue; the sixth was second in whiteness. The staff turned as a whole in a circle with the same movement, but within the whole as it revolved the seven inner circles revolved gently in the opposite direction to the whole, and of these seven the eighth moved most swiftly,"
617b,"and next and together with one another the seventh, sixth and fifth; and third in swiftness, as it appeared to them, moved the fourth with returns upon itself, and fourth the third and fifth the second. And the spindle turned on the knees of Necessity, and up above on each of the rims of the circles a Siren stood, borne around in its revolution and uttering one sound, one note, and from all the eight there was the concord of a single harmony. And there were another three"
617c,"who sat round about at equal intervals, each one on her throne, the Fates, daughters of Necessity, clad in white vestments with filleted heads, Lachesis, and Clotho, and Atropos, who sang in unison with the music of the Sirens, Lachesis singing the things that were, Clotho the things that are, and Atropos the things that are to be. And Clotho with the touch of her right hand helped to turn the outer circumference of the spindle, pausing from time to time. Atropos with her left hand in like manner helped to turn the inner circles, and Lachesis"
