section,text
486b,"οὐκοῦν καὶ θάνατον οὐ δεινόν τι ἡγήσεται ὁ τοιοῦτος;
ἥκιστά γε.
δειλῇ δὴ καὶ ἀνελευθέρῳ φύσει φιλοσοφίας ἀληθινῆς, ὡς ἔοικεν, οὐκ ἂν μετείη.
οὔ μοι δοκεῖ.
τί οὖν; ὁ κόσμιος καὶ μὴ φιλοχρήματος μηδʼ ἀνελεύθερος μηδʼ ἀλαζὼν μηδὲ δειλὸς ἔσθʼ ὅπῃ ἂν δυσσύμβολος ἢ ἄδικος γένοιτο;
οὐκ ἔστιν.
καὶ τοῦτο δὴ ψυχὴν σκοπῶν φιλόσοφον καὶ μὴ εὐθὺς νέου ὄντος ἐπισκέψῃ, εἰ ἄρα δικαία τε καὶ ἥμερος ἢ δυσκοινώνητος καὶ ἀγρία.
πάνυ μὲν οὖν."
486c,"οὐ μὴν οὐδὲ τόδε παραλείψεις, ὡς ἐγᾦμαι.
τὸ ποῖον;
εὐμαθὴς ἢ δυσμαθής. ἢ προσδοκᾷς ποτέ τινά τι ἱκανῶς ἂν στέρξαι, ὃ πράττων ἂν ἀλγῶν τε πράττοι καὶ μόγις σμικρὸν ἀνύτων;
οὐκ ἂν γένοιτο.
τί δʼ εἰ μηδὲν ὧν μάθοι σῴζειν δύναιτο, λήθης ὢν πλέως; ἆρʼ ἂν οἷός τʼ εἴη ἐπιστήμης μὴ κενὸς εἶναι;
καὶ πῶς;
ἀνόνητα δὴ πονῶν οὐκ οἴει ἀναγκασθήσεται τελευτῶν αὑτόν τε μισεῖν καὶ τὴν τοιαύτην πρᾶξιν;
πῶς δʼ οὔ;"
486d,"ἐπιλήσμονα ἄρα ψυχὴν ἐν ταῖς ἱκανῶς φιλοσόφοις μή ποτε ἐγκρίνωμεν, ἀλλὰ μνημονικὴν αὐτὴν ζητῶμεν δεῖν εἶναι.
παντάπασι μὲν οὖν.
ἀλλʼ οὐ μὴν τό γε τῆς ἀμούσου τε καὶ ἀσχήμονος φύσεως ἄλλοσέ ποι ἂν φαῖμεν ἕλκειν ἢ εἰς ἀμετρίαν.
τί μήν;
ἀλήθειαν δʼ ἀμετρίᾳ ἡγῇ συγγενῆ εἶναι ἢ ἐμμετρίᾳ;
ἐμμετρίᾳ.
ἔμμετρον ἄρα καὶ εὔχαριν ζητῶμεν πρὸς τοῖς ἄλλοις διάνοιαν φύσει, ἣν ἐπὶ τὴν τοῦ ὄντος ἰδέαν ἑκάστου τὸ αὐτοφυὲς εὐάγωγον παρέξει.
πῶς δʼ οὔ;"
486e,τί οὖν; μή πῃ δοκοῦμέν σοι οὐκ ἀναγκαῖα ἕκαστα διεληλυθέναι καὶ ἑπόμενα ἀλλήλοις τῇ μελλούσῃ τοῦ ὄντος ἱκανῶς τε καὶ τελέως ψυχῇ μεταλήψεσθαι;
487a,"ἀναγκαιότατα μὲν οὖν, ἔφη.
ἔστιν οὖν ὅπῃ μέμψῃ τοιοῦτον ἐπιτήδευμα, ὃ μή ποτʼ ἄν τις οἷός τε γένοιτο ἱκανῶς ἐπιτηδεῦσαι, εἰ μὴ φύσει εἴη μνήμων, εὐμαθής, μεγαλοπρεπής, εὔχαρις, φίλος τε καὶ συγγενὴς ἀληθείας, δικαιοσύνης, ἀνδρείας, σωφροσύνης;
οὐδʼ ἂν ὁ Μῶμος, ἔφη, τό γε τοιοῦτον μέμψαιτο.
ἀλλʼ, ἦν δʼ ἐγώ, τελειωθεῖσι τοῖς τοιούτοις παιδείᾳ τε καὶ ἡλικίᾳ ἆρα οὐ μόνοις ἂν τὴν πόλιν ἐπιτρέποις;"
487b,"καὶ ὁ Ἀδείμαντος, ὦ Σώκρατες, ἔφη, πρὸς μὲν ταῦτά σοι οὐδεὶς ἂν οἷός τʼ εἴη ἀντειπεῖν. ἀλλὰ γὰρ τοιόνδε τι πάσχουσιν οἱ ἀκούοντες ἑκάστοτε ἃ νῦν λέγεις· ἡγοῦνται διʼ ἀπειρίαν τοῦ ἐρωτᾶν καὶ ἀποκρίνεσθαι ὑπὸ τοῦ λόγου παρʼ ἕκαστον τὸ ἐρώτημα σμικρὸν παραγόμενοι, ἁθροισθέντων τῶν σμικρῶν ἐπὶ τελευτῆς τῶν λόγων μέγα τὸ σφάλμα καὶ ἐναντίον τοῖς πρώτοις ἀναφαίνεσθαι, καὶ ὥσπερ ὑπὸ τῶν πεττεύειν δεινῶν οἱ μὴ τελευτῶντες ἀποκλείονται καὶ οὐκ ἔχουσιν ὅτι"
487c,"φέρωσιν, οὕτω καὶ σφεῖς τελευτῶντες ἀποκλείεσθαι καὶ οὐκ ἔχειν ὅτι λέγωσιν ὑπὸ πεττείας αὖ ταύτης τινὸς ἑτέρας, οὐκ ἐν ψήφοις ἀλλʼ ἐν λόγοις· ἐπεὶ τό γε ἀληθὲς οὐδέν τι μᾶλλον ταύτῃ ἔχειν. λέγω δʼ εἰς τὸ παρὸν ἀποβλέψας. νῦν γὰρ φαίη ἄν τίς σοι λόγῳ μὲν οὐκ ἔχειν καθʼ ἕκαστον τὸ ἐρωτώμενον ἐναντιοῦσθαι, ἔργῳ δὲ ὁρᾶν, ὅσοι ἂν ἐπὶ φιλοσοφίαν ὁρμήσαντες μὴ τοῦ πεπαιδεῦσθαι ἕνεκα ἁψάμενοι νέοι ὄντες"
487d,"ἀπαλλάττωνται, ἀλλὰ μακρότερον ἐνδιατρίψωσιν, τοὺς μὲν πλείστους καὶ πάνυ ἀλλοκότους γιγνομένους, ἵνα μὴ παμπονήρους εἴπωμεν, τοὺς δʼ ἐπιεικεστάτους δοκοῦντας ὅμως τοῦτό γε ὑπὸ τοῦ ἐπιτηδεύματος οὗ σὺ ἐπαινεῖς πάσχοντας, ἀχρήστους ταῖς πόλεσι γιγνομένους.
καὶ ἐγὼ ἀκούσας, οἴει οὖν, εἶπον, τοὺς ταῦτα λέγοντας ψεύδεσθαι;
οὐκ οἶδα, ἦ δʼ ὅς, ἀλλὰ τὸ σοὶ δοκοῦν ἡδέως ἂν ἀκούοιμι.
ἀκούοις ἂν ὅτι ἔμοιγε φαίνονται τἀληθῆ λέγειν."
487e,"πῶς οὖν, ἔφη, εὖ ἔχει λέγειν ὅτι οὐ πρότερον κακῶν παύσονται αἱ πόλεις, πρὶν ἂν ἐν αὐταῖς οἱ φιλόσοφοι ἄρξωσιν, οὓς ἀχρήστους ὁμολογοῦμεν αὐταῖς εἶναι;
ἐρωτᾷς, ἦν δʼ ἐγώ, ἐρώτημα δεόμενον ἀποκρίσεως διʼ εἰκόνος λεγομένης.
σὺ δέ γε, ἔφη, οἶμαι οὐκ εἴωθας διʼ εἰκόνων λέγειν."
488a,"δυσαπόδεικτον; ἄκουε δʼ οὖν τῆς εἰκόνος, ἵνʼ ἔτι μᾶλλον ἴδῃς ὡς γλίσχρως εἰκάζω. οὕτω γὰρ χαλεπὸν τὸ πάθος τῶν ἐπιεικεστάτων, ὃ πρὸς τὰς πόλεις πεπόνθασιν, ὥστε οὐδʼ ἔστιν ἓν οὐδὲν ἄλλο τοιοῦτον πεπονθός, ἀλλὰ δεῖ ἐκ πολλῶν αὐτὸ συναγαγεῖν εἰκάζοντα καὶ ἀπολογούμενον ὑπὲρ αὐτῶν, οἷον οἱ γραφῆς τραγελάφους καὶ τὰ τοιαῦτα μειγνύντες γράφουσιν. νόησον γὰρ τοιουτονὶ γενόμενον εἴτε πολλῶν νεῶν πέρι εἴτε μιᾶς· ναύκληρον μεγέθει μὲν καὶ"
488b,"ῥώμῃ ὑπὲρ τοὺς ἐν τῇ νηὶ πάντας, ὑπόκωφον δὲ καὶ ὁρῶντα ὡσαύτως βραχύ τι καὶ γιγνώσκοντα περὶ ναυτικῶν ἕτερα τοιαῦτα, τοὺς δὲ ναύτας στασιάζοντας πρὸς ἀλλήλους περὶ τῆς κυβερνήσεως, ἕκαστον οἰόμενον δεῖν κυβερνᾶν, μήτε μαθόντα πώποτε τὴν τέχνην μέτε ἔχοντα ἀποδεῖξαι διδάσκαλον ἑαυτοῦ μηδὲ χρόνον ἐν ᾧ ἐμάνθανεν, πρὸς δὲ τούτοις φάσκοντας μηδὲ διδακτὸν εἶναι, ἀλλὰ καὶ τὸν λέγοντα ὡς διδακτὸν ἑτοίμους κατατέμνειν, αὐτοὺς δὲ αὐτῷ ἀεὶ τῷ"
488c,"ναυκλήρῳ περικεχύσθαι δεομένους καὶ πάντα ποιοῦντας ὅπως ἂν σφίσι τὸ πηδάλιον ἐπιτρέψῃ, ἐνίοτε δʼ ἂν μὴ πείθωσιν ἀλλὰ ἄλλοι μᾶλλον, τοὺς μὲν ἄλλους ἢ ἀποκτεινύντας ἢ ἐκβάλλοντας ἐκ τῆς νεώς, τὸν δὲ γενναῖον ναύκληρον μανδραγόρᾳ ἢ μέθῃ ἤ τινι ἄλλῳ συμποδίσαντας τῆς νεὼς ἄρχειν χρωμένους τοῖς ἐνοῦσι, καὶ πίνοντάς τε καὶ εὐωχουμένους πλεῖν ὡς τὸ εἰκὸς τοὺς τοιούτους, πρὸς δὲ τούτοις ἐπαινοῦντας"
488d,"ναυτικὸν μὲν καλοῦντας καὶ κυβερνητικὸν καὶ ἐπιστάμενον τὰ κατὰ ναῦν, ὃς ἂν συλλαμβάνειν δεινὸς ᾖ ὅπως ἄρξουσιν ἢ πείθοντες ἢ βιαζόμενοι τὸν ναύκληρον, τὸν δὲ μὴ τοιοῦτον ψέγοντας ὡς ἄχρηστον, τοῦ δὲ ἀληθινοῦ κυβερνήτου πέρι μηδʼ ἐπαΐοντες, ὅτι ἀνάγκη αὐτῷ τὴν ἐπιμέλειαν ποιεῖσθαι ἐνιαυτοῦ καὶ ὡρῶν καὶ οὐρανοῦ καὶ ἄστρων καὶ πνευμάτων καὶ πάντων τῶν τῇ τέχνῃ προσηκόντων, εἰ μέλλει τῷ ὄντι νεὼς ἀρχικὸς ἔσεσθαι, ὅπως δὲ κυβερνήσει"
488e,"ἐάντε τινες βούλωνται ἐάντε μή, μήτε τέχνην τούτου μήτε μελέτην οἰόμενοι δυνατὸν εἶναι λαβεῖν ἅμα καὶ τὴν κυβερνητικήν."
489a,"τε καὶ ἀδολέσχην καὶ ἄχρηστόν σφισι καλεῖσθαι ὑπὸ τῶν ἐν ταῖς οὕτω κατεσκευασμέναις ναυσὶ πλωτήρων;
καὶ μάλα, ἔφη ὁ Ἀδείμαντος.
οὐ δή, ἦν δʼ ἐγώ, οἶμαι δεῖσθαί σε ἐξεταζομένην τὴν εἰκόνα ἰδεῖν, ὅτι ταῖς πόλεσι πρὸς τοὺς ἀληθινοὺς φιλοσόφους τὴν διάθεσιν ἔοικεν, ἀλλὰ μανθάνειν ὃ λέγω.
καὶ μάλʼ, ἔφη.
πρῶτον μὲν τοίνυν ἐκεῖνον τὸν θαυμάζοντα ὅτι οἱ φιλόσοφοι οὐ τιμῶνται ἐν ταῖς πόλεσι δίδασκέ τε τὴν εἰκόνα καὶ πειρῶ πείθειν ὅτι πολὺ ἂν θαυμαστότερον ἦν"
489b,"εἰ ἐτιμῶντο.
ἀλλὰ διδάξω, ἔφη.
καὶ ὅτι τοίνυν τἀληθῆ λέγεις, ὡς ἄχρηστοι τοῖς πολλοῖς οἱ ἐπιεικέστατοι τῶν ἐν φιλοσοφίᾳ· τῆς μέντοι ἀχρηστίας τοὺς μὴ χρωμένους κέλευε αἰτιᾶσθαι, ἀλλὰ μὴ τοὺς ἐπιεικεῖς. οὐ γὰρ ἔχει φύσιν κυβερνήτην ναυτῶν δεῖσθαι ἄρχεσθαι ὑφʼ αὑτοῦ οὐδὲ τοὺς σοφοὺς ἐπὶ τὰς τῶν πλουσίων θύρας ἰέναι, ἀλλʼ ὁ τοῦτο κομψευσάμενος ἐψεύσατο, τὸ δὲ ἀληθὲς πέφυκεν, ἐάντε πλούσιος ἐάντε πένης κάμνῃ, ἀναγκαῖον"
489c,"εἶναι ἐπὶ ἰατρῶν θύρας ἰέναι καὶ πάντα τὸν ἄρχεσθαι δεόμενον ἐπὶ τὰς τοῦ ἄρχειν δυναμένου, οὐ τὸν ἄρχοντα δεῖσθαι τῶν ἀρχομένων ἄρχεσθαι, οὗ ἂν τῇ ἀληθείᾳ τι ὄφελος ᾖ. ἀλλὰ τοὺς νῦν πολιτικοὺς ἄρχοντας ἀπεικάζων οἷς ἄρτι ἐλέγομεν ναύταις οὐχ ἁμαρτήσῃ, καὶ τοὺς ὑπὸ τούτων ἀχρήστους λεγομένους καὶ μετεωρολέσχας τοῖς ὡς ἀληθῶς κυβερνήταις.
ὀρθότατα, ἔφη.
ἔκ τε τοίνυν τούτων καὶ ἐν τούτοις οὐ ῥᾴδιον εὐδοκιμεῖν τὸ βέλτιστον ἐπιτήδευμα ὑπὸ τῶν τἀναντία ἐπιτηδευόντων·"
489d,"πολὺ δὲ μεγίστη καὶ ἰσχυροτάτη διαβολὴ γίγνεται φιλοσοφίᾳ διὰ τοὺς τὰ τοιαῦτα φάσκοντας ἐπιτηδεύειν, οὓς δὴ σὺ φῂς τὸν ἐγκαλοῦντα τῇ φιλοσοφίᾳ λέγειν ὡς παμπόνηροι οἱ πλεῖστοι τῶν ἰόντων ἐπʼ αὐτήν, οἱ δὲ ἐπιεικέστατοι ἄχρηστοι, καὶ ἐγὼ συνεχώρησα ἀληθῆ σε λέγειν. ἦ γάρ;
ναί.
οὐκοῦν τῆς μὲν τῶν ἐπιεικῶν ἀχρηστίας τὴν αἰτίαν διεληλύθαμεν;
καὶ μάλα.
τῆς δὲ τῶν πολλῶν πονηρίας τὴν ἀνάγκην βούλει τὸ μετὰ τοῦτο διέλθωμεν, καὶ ὅτι οὐδὲ τούτου φιλοσοφία αἰτία,"
489e,"ἂν δυνώμεθα, πειραθῶμεν δεῖξαι;
πάνυ μὲν οὖν."
490a,"ἐσόμενον. ἡγεῖτο δʼ αὐτῷ, εἰ νῷ ἔχεις, πρῶτον μὲν ἀλήθεια, ἣν διώκειν αὐτὸν πάντως καὶ πάντῃ ἔδει ἢ ἀλαζόνι ὄντι μηδαμῇ μετεῖναι φιλοσοφίας ἀληθινῆς.
ἦν γὰρ οὕτω λεγόμενον.
οὐκοῦν ἓν μὲν τοῦτο σφόδρα οὕτω παρὰ δόξαν τοῖς νῦν δοκουμένοις περὶ αὐτοῦ;
καὶ μάλα, ἔφη.
ἆρʼ οὖν δὴ οὐ μετρίως ἀπολογησόμεθα ὅτι πρὸς τὸ ὂν πεφυκὼς εἴη ἁμιλλᾶσθαι ὅ γε ὄντως φιλομαθής, καὶ οὐκ"
490b,"ἐπιμένοι ἐπὶ τοῖς δοξαζομένοις εἶναι πολλοῖς ἑκάστοις, ἀλλʼ ἴοι καὶ οὐκ ἀμβλύνοιτο οὐδʼ ἀπολήγοι τοῦ ἔρωτος, πρὶν αὐτοῦ ὃ ἔστιν ἑκάστου τῆς φύσεως ἅψασθαι ᾧ προσήκει ψυχῆς ἐφάπτεσθαι τοῦ τοιούτου—προσήκει δὲ συγγενεῖ— ᾧ πλησιάσας καὶ μιγεὶς τῷ ὄντι ὄντως, γεννήσας νοῦν καὶ ἀλήθειαν, γνοίη τε καὶ ἀληθῶς ζῴη καὶ τρέφοιτο καὶ οὕτω λήγοι ὠδῖνος, πρὶν δʼ οὔ;
ὡς οἷόν τʼ, ἔφη, μετριώτατα.
τί οὖν; τούτῳ τι μετέσται ψεῦδος ἀγαπᾶν ἢ πᾶν τοὐναντίον μισεῖν;"
490c,"μισεῖν, ἔφη.
ἡγουμένης δὴ ἀληθείας οὐκ ἄν ποτε οἶμαι φαμὲν αὐτῇ χορὸν κακῶν ἀκολουθῆσαι.
πῶς γάρ;
ἀλλʼ ὑγιές τε καὶ δίκαιον ἦθος, ᾧ καὶ σωφροσύνην ἕπεσθαι.
ὀρθῶς, ἔφη.
καὶ δὴ τὸν ἄλλον τῆς φιλοσόφου φύσεως χορὸν τί δεῖ πάλιν ἐξ ἀρχῆς ἀναγκάζοντα τάττειν; μέμνησαι γάρ που ὅτι συνέβη προσῆκον τούτοις ἀνδρεία, μεγαλοπρέπεια, εὐμάθεια, μνήμη· καὶ σοῦ ἐπιλαβομένου ὅτι πᾶς μὲν ἀναγκασθήσεται"
490d,"ὁμολογεῖν οἷς λέγομεν, ἐάσας δὲ τοὺς λόγους, εἰς αὐτοὺς ἀποβλέψας περὶ ὧν ὁ λόγος, φαίη ὁρᾶν αὐτῶν τοὺς μὲν ἀχρήστους, τοὺς δὲ πολλοὺς κακοὺς πᾶσαν κακίαν, τῆς διαβολῆς τὴν αἰτίαν ἐπισκοποῦντες ἐπὶ τούτῳ νῦν γεγόναμεν, τί ποθʼ οἱ πολλοὶ κακοί, καὶ τούτου δὴ ἕνεκα πάλιν ἀνειλήφαμεν τὴν τῶν ἀληθῶς φιλοσόφων φύσιν καὶ ἐξ ἀνάγκης ὡρισάμεθα."
490e,"ἔστιν, ἔφη, ταῦτα."
491a,"τοῦτο αὖ τὰς μιμουμένας ταύτην καὶ εἰς τὸ ἐπιτήδευμα καθισταμένας αὐτῆς, οἷαι οὖσαι φύσεις ψυχῶν εἰς ἀνάξιον καὶ μεῖζον ἑαυτῶν ἀφικνούμεναι ἐπιτήδευμα, πολλαχῇ πλημμελοῦσαι, πανταχῇ καὶ ἐπὶ πάντας δόξαν οἵαν λέγεις φιλοσοφίᾳ προσῆψαν.
τίνας δέ, ἔφη, τὰς διαφθορὰς λέγεις;
ἐγώ σοι, εἶπον, ἂν οἷός τε γένωμαι, πειράσομαι διελθεῖν. τόδε μὲν οὖν οἶμαι πᾶς ἡμῖν ὁμολογήσει, τοιαύτην φύσιν καὶ πάντα ἔχουσαν ὅσα προσετάξαμεν νυνδή, εἰ τελέως"
491b,"μέλλοι φιλόσοφος γενέσθαι, ὀλιγάκις ἐν ἀνθρώποις φύεσθαι καὶ ὀλίγας. ἢ οὐκ οἴει;
σφόδρα γε.
τούτων δὴ τῶν ὀλίγων σκόπει ὡς πολλοὶ ὄλεθροι καὶ μεγάλοι.
τίνες δή;
ὃ μὲν πάντων θαυμαστότατον ἀκοῦσαι, ὅτι ἓν ἕκαστον ὧν ἐπῃνέσαμεν τῆς φύσεως ἀπόλλυσι τὴν ἔχουσαν ψυχὴν καὶ ἀποσπᾷ φιλοσοφίας. λέγω δὲ ἀνδρείαν, σωφροσύνην καὶ πάντα ἃ διήλθομεν.
ἄτοπον, ἔφη, ἀκοῦσαι."
491c,"ἔτι τοίνυν, ἦν δʼ ἐγώ, πρὸς τούτοις τὰ λεγόμενα ἀγαθὰ πάντα φθείρει καὶ ἀποσπᾷ, κάλλος καὶ πλοῦτος καὶ ἰσχὺς σώματος καὶ συγγένεια ἐρρωμένη ἐν πόλει καὶ πάντα τὰ τούτων οἰκεῖα· ἔχεις γὰρ τὸν τύπον ὧν λέγω.
ἔχω, ἔφη· καὶ ἡδέως γʼ ἂν ἀκριβέστερον ἃ λέγεις πυθοίμην.
λαβοῦ τοίνυν, ἦν δʼ ἐγώ, ὅλου αὐτοῦ ὀρθῶς, καί σοι εὔδηλόν τε φανεῖται καὶ οὐκ ἄτοπα δόξει τὰ προειρημένα περὶ αὐτῶν.
πῶς οὖν, ἔφη, κελεύεις;"
491d,"παντός, ἦν δʼ ἐγώ, σπέρματος πέρι ἢ φυτοῦ, εἴτε ἐγγείων εἴτε τῶν ζῴων, ἴσμεν ὅτι τὸ μὴ τυχὸν τροφῆς ἧς προσήκει ἑκάστῳ μηδʼ ὥρας μηδὲ τόπου, ὅσῳ ἂν ἐρρωμενέστερον ᾖ, τοσούτῳ πλειόνων ἐνδεῖ τῶν πρεπόντων· ἀγαθῷ γάρ που κακὸν ἐναντιώτερον ἢ τῷ μὴ ἀγαθῷ.
πῶς δʼ οὔ;
ἔχει δὴ οἶμαι λόγον τὴν ἀρίστην φύσιν ἐν ἀλλοτριωτέρᾳ οὖσαν τροφῇ κάκιον ἀπαλλάττειν τῆς φαύλης.
ἔχει."
