section,text
331b,"τι παντὶ ἀνδρὶ ἀλλὰ τῷ ἐπιεικεῖ καὶ κοσμίῳ. τὸ γὰρ μηδὲ ἄκοντά τινα ἐξαπατῆσαι ἢ ψεύσασθαι, μηδʼ αὖ ὀφείλοντα ἢ θεῷ θυσίας τινὰς ἢ ἀνθρώπῳ χρήματα ἔπειτα ἐκεῖσε ἀπιέναι δεδιότα, μέγα μέρος εἰς τοῦτο ἡ τῶν χρημάτων κτῆσις συμβάλλεται. ἔχει δὲ καὶ ἄλλας χρείας πολλάς· ἀλλὰ ἕν γε ἀνθʼ ἑνὸς οὐκ ἐλάχιστον ἔγωγε θείην ἂν εἰς τοῦτο ἀνδρὶ νοῦν ἔχοντι, ὦ Σώκρατες, πλοῦτον χρησιμώτατον εἶναι."
331c,"παγκάλως, ἦν δʼ ἐγώ, λέγεις, ὦ Κέφαλε. τοῦτο δʼ αὐτό, τὴν δικαιοσύνην, πότερα τὴν ἀλήθειαν αὐτὸ φήσομεν εἶναι ἁπλῶς οὕτως καὶ τὸ ἀποδιδόναι ἄν τίς τι παρά του λάβῃ, ἢ καὶ αὐτὰ ταῦτα ἔστιν ἐνίοτε μὲν δικαίως, ἐνίοτε δὲ ἀδίκως ποιεῖν; οἷον τοιόνδε λέγω· πᾶς ἄν που εἴποι, εἴ τις λάβοι παρὰ φίλου ἀνδρὸς σωφρονοῦντος ὅπλα, εἰ μανεὶς ἀπαιτοῖ, ὅτι οὔτε χρὴ τὰ τοιαῦτα ἀποδιδόναι, οὔτε δίκαιος ἂν εἴη ὁ ἀποδιδούς, οὐδʼ αὖ πρὸς τὸν οὕτως ἔχοντα πάντα ἐθέλων τἀληθῆ λέγειν."
331d,"ὀρθῶς, ἔφη, λέγεις. 
οὐκ ἄρα οὗτος ὅρος ἐστὶν δικαιοσύνης, ἀληθῆ τε λέγειν καὶ ἃ ἂν λάβῃ τις ἀποδιδόναι. 
πάνυ μὲν οὖν, ἔφη, ὦ Σώκρατες, ὑπολαβὼν ὁ Πολέμαρχος, εἴπερ γέ τι χρὴ Σιμωνίδῃ πείθεσθαι. 
καὶ μέντοι, ἔφη ὁ Κέφαλος, καὶ παραδίδωμι ὑμῖν τὸν λόγον· δεῖ γάρ με ἤδη τῶν ἱερῶν ἐπιμεληθῆναι. 
οὐκοῦν, ἔφη, ἐγώ, ὁ Πολέμαρχος, τῶν γε σῶν κληρονόμος; 
πάνυ γε, ἦ δʼ ὃς γελάσας, καὶ ἅμα ᾔει πρὸς τὰ ἱερά."
331e,"λέγε δή, εἶπον ἐγώ, σὺ ὁ τοῦ λόγου κληρονόμος, τί φῂς τὸν Σιμωνίδην λέγοντα ὀρθῶς λέγειν περὶ δικαιοσύνης; 
ὅτι, ἦ δʼ ὅς, τὸ τὰ ὀφειλόμενα ἑκάστῳ ἀποδιδόναι δίκαιόν ἐστι· τοῦτο λέγων δοκεῖ ἔμοιγε καλῶς λέγειν."
332a,"ἀποδιδόναι. καίτοι γε ὀφειλόμενόν πού ἐστιν τοῦτο ὃ παρακατέθετο· ἦ γάρ; 
ναί. 
ἀποδοτέον δέ γε οὐδʼ ὁπωστιοῦν τότε ὁπότε τις μὴ σωφρόνως ἀπαιτοῖ; 
ἀληθῆ, ἦ δʼ ὅς. 
ἄλλο δή τι ἢ τὸ τοιοῦτον, ὡς ἔοικεν, λέγει Σιμωνίδης τὸ τὰ ὀφειλόμενα δίκαιον εἶναι ἀποδιδόναι. 
ἄλλο μέντοι νὴ Δίʼ, ἔφη· τοῖς γὰρ φίλοις οἴεται ὀφείλειν τοὺς φίλους ἀγαθὸν μέν τι δρᾶν, κακὸν δὲ μηδέν. 
μανθάνω, ἦν δʼ ἐγώ—ὅτι οὐ τὰ ὀφειλόμενα ἀποδίδωσιν ὃς ἄν τῳ χρυσίον ἀποδῷ παρακαταθεμένῳ, ἐάνπερ ἡ ἀπόδοσις"
332b,"καὶ ἡ λῆψις βλαβερὰ γίγνηται, φίλοι δὲ ὦσιν ὅ τε ἀπολαμβάνων καὶ ὁ ἀποδιδούς—οὐχ οὕτω λέγειν φῂς τὸν Σιμωνίδην; 
πάνυ μὲν οὖν. 
τί δέ; τοῖς ἐχθροῖς ἀποδοτέον ὅτι ἂν τύχῃ ὀφειλόμενον; 
παντάπασι μὲν οὖν, ἔφη, ὅ γε ὀφείλεται αὐτοῖς, ὀφείλεται δέ γε οἶμαι παρά γε τοῦ ἐχθροῦ τῷ ἐχθρῷ ὅπερ καὶ προσήκει, κακόν τι. 
ἠινίξατο ἄρα, ἦν δʼ ἐγώ, ὡς ἔοικεν, ὁ Σιμωνίδης ποιητικῶς"
332c,"τὸ δίκαιον ὃ εἴη. διενοεῖτο μὲν γάρ, ὡς φαίνεται, ὅτι τοῦτʼ εἴη δίκαιον, τὸ προσῆκον ἑκάστῳ ἀποδιδόναι, τοῦτο δὲ ὠνόμασεν ὀφειλόμενον. 
ἀλλὰ τί οἴει; ἔφη. 
ὦ πρὸς Διός, ἦν δʼ ἐγώ, εἰ οὖν τις αὐτὸν ἤρετο· ὦ Σιμωνίδη, ἡ τίσιν οὖν τί ἀποδιδοῦσα ὀφειλόμενον καὶ προσῆκον τέχνη ἰατρικὴ καλεῖται; τί ἂν οἴει ἡμῖν αὐτὸν ἀποκρίνασθαι; 
δῆλον ὅτι, ἔφη, ἡ σώμασιν φάρμακά τε καὶ σιτία καὶ ποτά. 
ἡ δὲ τίσιν τί ἀποδιδοῦσα ὀφειλόμενον καὶ προσῆκον τέχνη μαγειρικὴ καλεῖται;"
332d,"ἡ τοῖς ὄψοις τὰ ἡδύσματα. 
εἶεν· ἡ οὖν δὴ τίσιν τί ἀποδιδοῦσα τέχνη δικαιοσύνη ἂν καλοῖτο; 
εἰ μέν τι, ἔφη, δεῖ ἀκολουθεῖν, ὦ Σώκρατες, τοῖς ἔμπροσθεν εἰρημένοις, ἡ τοῖς φίλοις τε καὶ ἐχθροῖς ὠφελίας τε καὶ βλάβας ἀποδιδοῦσα. 
τὸ τοὺς φίλους ἄρα εὖ ποιεῖν καὶ τοὺς ἐχθροὺς κακῶς δικαιοσύνην λέγει; 
δοκεῖ μοι. 
τίς οὖν δυνατώτατος κάμνοντας φίλους εὖ ποιεῖν καὶ ἐχθροὺς κακῶς πρὸς νόσον καὶ ὑγίειαν; 
ἰατρός."
332e,"τίς δὲ πλέοντας πρὸς τὸν τῆς θαλάττης κίνδυνον; 
κυβερνήτης. 
τί δὲ ὁ δίκαιος; ἐν τίνι πράξει καὶ πρὸς τί ἔργον δυνατώτατος φίλους ὠφελεῖν καὶ ἐχθροὺς βλάπτειν; 
ἐν τῷ προσπολεμεῖν καὶ ἐν τῷ συμμαχεῖν, ἔμοιγε δοκεῖ. 
εἶεν· μὴ κάμνουσί γε μήν, ὦ φίλε Πολέμαρχε, ἰατρὸς ἄχρηστος. 
ἀληθῆ. 
καὶ μὴ πλέουσι δὴ κυβερνήτης. 
ναί. 
ἆρα καὶ τοῖς μὴ πολεμοῦσιν ὁ δίκαιος ἄχρηστος; 
οὐ πάνυ μοι δοκεῖ τοῦτο. 
χρήσιμον ἄρα καὶ ἐν εἰρήνῃ δικαιοσύνη;"
333a,"χρήσιμον. 
καὶ γὰρ γεωργία· ἢ οὔ; 
ναί. 
πρός γε καρποῦ κτῆσιν; 
ναί. 
καὶ μὴν καὶ σκυτοτομική; 
ναί. 
πρός γε ὑποδημάτων ἂν οἶμαι φαίης κτῆσιν; 
πάνυ γε. 
τί δὲ δή; τὴν δικαιοσύνην πρὸς τίνος χρείαν ἢ κτῆσιν ἐν εἰρήνῃ φαίης ἂν χρήσιμον εἶναι; 
πρὸς τὰ συμβόλαια, ὦ Σώκρατες. 
συμβόλαια δὲ λέγεις κοινωνήματα ἤ τι ἄλλο; 
κοινωνήματα δῆτα."
333b,"ἆρʼ οὖν ὁ δίκαιος ἀγαθὸς καὶ χρήσιμος κοινωνὸς εἰς πεττῶν θέσιν, ἢ ὁ πεττευτικός; 
ὁ πεττευτικός. 
ἀλλʼ εἰς πλίνθων καὶ λίθων θέσιν ὁ δίκαιος χρησιμώτερός τε καὶ ἀμείνων κοινωνὸς τοῦ οἰκοδομικοῦ; 
οὐδαμῶς. 
ἀλλʼ εἰς τίνα δὴ κοινωνίαν ὁ δίκαιος ἀμείνων κοινωνὸς τοῦ οἰκοδομικοῦ τε καὶ κιθαριστικοῦ, ὥσπερ ὁ κιθαριστικὸς τοῦ δικαίου εἰς κρουμάτων; 
εἰς ἀργυρίου, ἔμοιγε δοκεῖ. 
πλήν γʼ ἴσως, ὦ Πολέμαρχε, πρὸς τὸ χρῆσθαι ἀργυρίῳ, ὅταν δέῃ ἀργυρίου κοινῇ πρίασθαι ἢ ἀποδόσθαι ἵππον· τότε"
333c,"δέ, ὡς ἐγὼ οἶμαι, ὁ ἱππικός. ἦ γάρ; 
φαίνεται. 
καὶ μὴν ὅταν γε πλοῖον, ὁ ναυπηγὸς ἢ ὁ κυβερνήτης; 
ἔοικεν. 
ὅταν οὖν τί δέῃ ἀργυρίῳ ἢ χρυσίῳ κοινῇ χρῆσθαι, ὁ δίκαιος χρησιμώτερος τῶν ἄλλων; 
ὅταν παρακαταθέσθαι καὶ σῶν εἶναι, ὦ Σώκρατες. 
οὐκοῦν λέγεις ὅταν μηδὲν δέῃ αὐτῷ χρῆσθαι ἀλλὰ κεῖσθαι; 
πάνυ γε. 
ὅταν ἄρα ἄχρηστον ᾖ ἀργύριον, τότε χρήσιμος ἐπʼ αὐτῷ"
333d,"ἡ δικαιοσύνη; 
κινδυνεύει. 
καὶ ὅταν δὴ δρέπανον δέῃ φυλάττειν, ἡ δικαιοσύνη χρήσιμος καὶ κοινῇ καὶ ἰδίᾳ· ὅταν δὲ χρῆσθαι, ἡ ἀμπελουργική; 
φαίνεται. 
φήσεις δὲ καὶ ἀσπίδα καὶ λύραν ὅταν δέῃ φυλάττειν καὶ μηδὲν χρῆσθαι, χρήσιμον εἶναι τὴν δικαιοσύνην, ὅταν δὲ χρῆσθαι, τὴν ὁπλιτικὴν καὶ τὴν μουσικήν; 
ἀνάγκη. 
καὶ περὶ τἆλλα δὴ πάντα ἡ δικαιοσύνη ἑκάστου ἐν μὲν χρήσει ἄχρηστος, ἐν δὲ ἀχρηστίᾳ χρήσιμος; 
κινδυνεύει."
333e,"οὐκ ἂν οὖν, ὦ φίλε, πάνυ γέ τι σπουδαῖον εἴη ἡ δικαιοσύνη, εἰ πρὸς τὰ ἄχρηστα χρήσιμον ὂν τυγχάνει. τόδε δὲ σκεψώμεθα. ἆρʼ οὐχ ὁ πατάξαι δεινότατος ἐν μάχῃ εἴτε πυκτικῇ εἴτε τινὶ καὶ ἄλλῃ, οὗτος καὶ φυλάξασθαι; 
πάνυ γε. 
ἆρʼ οὖν καὶ νόσον ὅστις δεινὸς φυλάξασθαι, καὶ λαθεῖν οὗτος δεινότατος ἐμποιήσας; 
ἔμοιγε δοκεῖ."
334a,"ἀλλὰ μὴν στρατοπέδου γε ὁ αὐτὸς φύλαξ ἀγαθός, ὅσπερ καὶ τὰ τῶν πολεμίων κλέψαι καὶ βουλεύματα καὶ τὰς ἄλλας πράξεις; 
πάνυ γε. 
ὅτου τις ἄρα δεινὸς φύλαξ, τούτου καὶ φὼρ δεινός. 
ἔοικεν. 
εἰ ἄρα ὁ δίκαιος ἀργύριον δεινὸς φυλάττειν, καὶ κλέπτειν δεινός. 
ὡς γοῦν ὁ λόγος, ἔφη, σημαίνει. 
κλέπτης ἄρα τις ὁ δίκαιος, ὡς ἔοικεν, ἀναπέφανται, καὶ κινδυνεύεις παρʼ Ὁμήρου μεμαθηκέναι αὐτό· καὶ γὰρ ἐκεῖνος"
334b,"τὸν τοῦ Ὀδυσσέως πρὸς μητρὸς πάππον Αὐτόλυκον ἀγαπᾷ τε καί φησιν αὐτὸν πάντας ἀνθρώπους κεκάσθαι κλεπτοσύνῃ θʼ ὅρκῳ τε Hom. Od. 19.395. ἔοικεν οὖν ἡ δικαιοσύνη καὶ κατὰ σὲ καὶ καθʼ Ὅμηρον καὶ κατὰ Σιμωνίδην κλεπτική τις εἶναι, ἐπʼ ὠφελίᾳ μέντοι τῶν φίλων καὶ ἐπὶ βλάβῃ τῶν ἐχθρῶν. οὐχ οὕτως ἔλεγες; 
οὐ μὰ τὸν Δίʼ, ἔφη, ἀλλʼ οὐκέτι οἶδα ἔγωγε ὅτι ἔλεγον· τοῦτο μέντοι ἔμοιγε δοκεῖ ἔτι, ὠφελεῖν μὲν τοὺς φίλους ἡ δικαιοσύνη, βλάπτειν δὲ τοὺς ἐχθρούς."
