section,text
573a,"ἕτοιμα διανεμομένων ἐπιθυμιῶν, ὑπόπτερον καὶ μέγαν κηφῆνά τινα—ἢ τί ἄλλο οἴει εἶναι τὸν τῶν τοιούτων ἔρωτα; —
οὐδὲν ἔγωγε, ἦ δʼ ὅς, ἄλλʼ ἢ τοῦτο.
οὐκοῦν ὅταν δὴ περὶ αὐτὸν βομβοῦσαι αἱ ἄλλαι ἐπιθυμίαι, θυμιαμάτων τε γέμουσαι καὶ μύρων καὶ στεφάνων καὶ οἴνων καὶ τῶν ἐν ταῖς τοιαύταις συνουσίαις ἡδονῶν ἀνειμένων, ἐπὶ τὸ ἔσχατον αὔξουσαί τε καὶ τρέφουσαι πόθου κέντρον ἐμποιήσωσι τῷ κηφῆνι, τότε δὴ δορυφορεῖταί τε ὑπὸ μανίας καὶ"
573b,"οἰστρᾷ οὗτος ὁ προστάτης τῆς ψυχῆς, καὶ ἐάν τινας ἐν αὐτῷ δόξας ἢ ἐπιθυμίας λάβῃ ποιουμένας χρηστὰς καὶ ἔτι ἐπαισχυνομένας, ἀποκτείνει τε καὶ ἔξω ὠθεῖ παρʼ αὑτοῦ, ἕως ἂν καθήρῃ σωφροσύνης, μανίας δὲ πληρώσῃ ἐπακτοῦ.
παντελῶς, ἔφη, τυραννικοῦ ἀνδρὸς λέγεις γένεσιν.
ἆρʼ οὖν, ἦν δʼ ἐγώ, καὶ τὸ πάλαι διὰ τὸ τοιοῦτον τύραννος ὁ Ἔρως λέγεται;
κινδυνεύει, ἔφη.
οὐκοῦν, ὦ φίλε, εἶπον, καὶ μεθυσθεὶς ἀνὴρ τυραννικόν τι"
573c,"φρόνημα ἴσχει;
ἴσχει γάρ.
καὶ μὴν ὅ γε μαινόμενος καὶ ὑποκεκινηκὼς οὐ μόνον ἀνθρώπων ἀλλὰ καὶ θεῶν ἐπιχειρεῖ τε καὶ ἐλπίζει δυνατὸς εἶναι ἄρχειν.
καὶ μάλʼ, ἔφη.
τυραννικὸς δέ, ἦν δʼ ἐγώ, ὦ δαιμόνιε, ἀνὴρ ἀκριβῶς γίγνεται, ὅταν ἢ φύσει ἢ ἐπιτηδεύμασιν ἢ ἀμφοτέροις μεθυστικός τε καὶ ἐρωτικὸς καὶ μελαγχολικὸς γένηται.
παντελῶς μὲν οὖν.
γίγνεται μέν, ὡς ἔοικεν, οὕτω καὶ τοιοῦτος ἁνήρ· ζῇ δὲ δὴ πῶς;"
573d,"τὸ τῶν παιζόντων, ἔφη, τοῦτο σὺ καὶ ἐμοὶ ἐρεῖς.
λέγω δή, ἔφην. οἶμαι γὰρ τὸ μετὰ τοῦτο ἑορταὶ γίγνονται παρʼ αὐτοῖς καὶ κῶμοι καὶ θάλειαι καὶ ἑταῖραι καὶ τὰ τοιαῦτα πάντα, ὧν ἂν Ἔρως τύραννος ἔνδον οἰκῶν διακυβερνᾷ τὰ τῆς ψυχῆς ἅπαντα.
ἀνάγκη, ἔφη.
ἆρʼ οὖν οὐ πολλαὶ καὶ δειναὶ παραβλαστάνουσιν ἐπιθυμίαι ἡμέρας τε καὶ νυκτὸς ἑκάστης, πολλῶν δεόμεναι;
πολλαὶ μέντοι.
ταχὺ ἄρα ἀναλίσκονται ἐάν τινες ὦσι πρόσοδοι.
πῶς δʼ οὔ;"
573e,"καὶ μετὰ τοῦτο δὴ δανεισμοὶ καὶ τῆς οὐσίας παραιρέσεις.
    τί μήν;"
574a,"βιασάμενον;
σφόδρα γʼ, ἔφη.
ἀναγκαῖον δὴ πανταχόθεν φέρειν, ἢ μεγάλαις ὠδῖσί τε καὶ ὀδύναις συνέχεσθαι.
ἀναγκαῖον.
ἆρʼ οὖν, ὥσπερ αἱ ἐν αὐτῷ ἡδοναὶ ἐπιγιγνόμεναι τῶν ἀρχαίων πλέον εἶχον καὶ τὰ ἐκείνων ἀφῃροῦντο, οὕτω καὶ αὐτὸς ἀξιώσει νεώτερος ὢν πατρός τε καὶ μητρὸς πλέον ἔχειν, καὶ ἀφαιρεῖσθαι, ἐὰν τὸ αὑτοῦ μέρος ἀναλώσῃ, ἀπονειμάμενος τῶν πατρῴων;
ἀλλὰ τί μήν; ἔφη."
574b,"ἂν δὲ δὴ αὐτῷ μὴ ἐπιτρέπωσιν, ἆρʼ οὐ τὸ μὲν πρῶτον ἐπιχειροῖ ἂν κλέπτειν καὶ ἀπατᾶν τοὺς γονέας;
πάντως.
ὁπότε δὲ μὴ δύναιτο, ἁρπάζοι ἂν καὶ βιάζοιτο μετὰ τοῦτο;
οἶμαι, ἔφη.
ἀντεχομένων δὴ καὶ μαχομένων, ὦ θαυμάσιε, γέροντός τε καὶ γραός, ἆρʼ εὐλαβηθείη ἂν καὶ φείσαιτο μή τι δρᾶσαι τῶν τυραννικῶν;
οὐ πάνυ, ἦ δʼ ὅς, ἔγωγε θαρρῶ περὶ τῶν γονέων τοῦ τοιούτου.
ἀλλʼ, ὦ Ἀδείμαντε, πρὸς Διός, ἕνεκα νεωστὶ φίλης καὶ οὐκ ἀναγκαίας ἑταίρας γεγονυίας τὴν πάλαι φίλην καὶ ἀναγκαίαν"
574c,"μητέρα, ἢ ἕνεκα ὡραίου νεωστὶ φίλου γεγονότος οὐκ ἀναγκαίου τὸν ἄωρόν τε καὶ ἀναγκαῖον πρεσβύτην πατέρα καὶ τῶν φίλων ἀρχαιότατον δοκεῖ ἄν σοι ὁ τοιοῦτος πληγαῖς τε δοῦναι καὶ καταδουλώσασθαι ἂν αὐτοὺς ὑπʼ ἐκείνοις, εἰ εἰς τὴν αὐτὴν οἰκίαν ἀγάγοιτο;
ναὶ μὰ Δία, ἦ δʼ ὅς.
σφόδρα γε μακάριον, ἦν δʼ ἐγώ, ἔοικεν εἶναι τὸ τυραννικὸν ὑὸν τεκεῖν.
πάνυ γʼ, ἔφη."
574d,"τί δʼ, ὅταν δὴ τὰ πατρὸς καὶ μητρὸς ἐπιλείπῃ τὸν τοιοῦτον, πολὺ δὲ ἤδη συνειλεγμένον ἐν αὐτῷ ᾖ τὸ τῶν ἡδονῶν σμῆνος, οὐ πρῶτον μὲν οἰκίας τινὸς ἐφάψεται τοίχου ἤ τινος ὀψὲ νύκτωρ ἰόντος τοῦ ἱματίου, μετὰ δὲ ταῦτα ἱερόν τι νεωκορήσει; καὶ ἐν τούτοις δὴ πᾶσιν, ἃς πάλαι εἶχεν δόξας ἐκ παιδὸς περὶ καλῶν τε καὶ αἰσχρῶν, τὰς δικαίας ποιουμένας, αἱ νεωστὶ ἐκ δουλείας λελυμέναι, δορυφοροῦσαι τὸν ἔρωτα, κρατήσουσι μετʼ ἐκείνου, αἳ πρότερον μὲν ὄναρ"
574e,"ἐλύοντο ἐν ὕπνῳ, ὅτε ἦν αὐτὸς ἔτι ὑπὸ νόμοις τε καὶ πατρὶ δημοκρατούμενος ἐν ἑαυτῷ·"
575a,"ἀλλὰ τυραννικῶς ἐν αὐτῷ ὁ Ἔρως ἐν πάσῃ ἀναρχίᾳ καὶ ἀνομίᾳ ζῶν, ἅτε αὐτὸς ὢν μόναρχος, τὸν ἔχοντά τε αὐτὸν ὥσπερ πόλιν ἄξει ἐπὶ πᾶσαν τόλμαν, ὅθεν αὑτόν τε καὶ τὸν περὶ αὑτὸν θόρυβον θρέψει, τὸν μὲν ἔξωθεν εἰσεληλυθότα ἀπὸ κακῆς ὁμιλίας, τὸν δʼ ἔνδοθεν ὑπὸ τῶν αὐτῶν τρόπων καὶ ἑαυτοῦ ἀνεθέντα καὶ ἐλευθερωθέντα· ἢ οὐχ οὗτος ὁ βίος τοῦ τοιούτου;
οὗτος μὲν οὖν, ἔφη.
καὶ ἂν μέν γε, ἦν δʼ ἐγώ, ὀλίγοι οἱ τοιοῦτοι ἐν πόλει"
575b,"ὦσι καὶ τὸ ἄλλο πλῆθος σωφρονῇ, ἐξελθόντες ἄλλον τινὰ δορυφοροῦσι τύραννον ἢ μισθοῦ ἐπικουροῦσιν, ἐάν που πόλεμος ᾖ· ἐὰν δʼ ἐν εἰρήνῃ τε καὶ ἡσυχίᾳ γένωνται, αὐτοῦ δὴ ἐν τῇ πόλει κακὰ δρῶσι σμικρὰ πολλά.
τὰ ποῖα δὴ λέγεις;
οἷα κλέπτουσι, τοιχωρυχοῦσι, βαλλαντιοτομοῦσι, λωποδυτοῦσιν, ἱεροσυλοῦσιν, ἀνδραποδίζονται· ἔστι δʼ ὅτε συκοφαντοῦσιν, ἐὰν δυνατοὶ ὦσι λέγειν, καὶ ψευδομαρτυροῦσι καὶ δωροδοκοῦσιν."
575c,"σμικρά γʼ, ἔφη, κακὰ λέγεις, ἐὰν ὀλίγοι ὦσιν οἱ τοιοῦτοι.
τὰ γὰρ σμικρά, ἦν δʼ ἐγώ, πρὸς τὰ μεγάλα σμικρά ἐστιν, καὶ ταῦτα δὴ πάντα πρὸς τύραννον πονηρίᾳ τε καὶ ἀθλιότητι πόλεως, τὸ λεγόμενον, οὐδʼ ἵκταρ βάλλει. ὅταν γὰρ δὴ πολλοὶ ἐν πόλει γένωνται οἱ τοιοῦτοι καὶ ἄλλοι οἱ συνεπόμενοι αὐτοῖς, καὶ αἴσθωνται ἑαυτῶν τὸ πλῆθος, τότε οὗτοί εἰσιν οἱ τὸν τύραννον γεννῶντες μετὰ δήμου ἀνοίας ἐκεῖνον, ὃς ἂν αὐτῶν μάλιστα αὐτὸς ἐν αὑτῷ μέγιστον καὶ πλεῖστον"
575d,"ἐν τῇ ψυχῇ τύραννον ἔχῃ.
εἰκότως γʼ, ἔφη· τυραννικώτατος γὰρ ἂν εἴη.
οὐκοῦν ἐὰν μὲν ἑκόντες ὑπείκωσιν· ἐὰν δὲ μὴ ἐπιτρέπῃ ἡ πόλις, ὥσπερ τότε μητέρα καὶ πατέρα ἐκόλαζεν, οὕτω πάλιν τὴν πατρίδα, ἐὰν οἷός τʼ ᾖ, κολάσεται ἐπεισαγόμενος νέους ἑταίρους, καὶ ὑπὸ τούτοις δὴ δουλεύουσαν τὴν πάλαι φίλην μητρίδα τε, Κρῆτές φασι, καὶ πατρίδα ἕξει τε καὶ θρέψει. καὶ τοῦτο δὴ τὸ τέλος ἂν εἴη τῆς ἐπιθυμίας τοῦ τοιούτου ἀνδρός."
575e,"τοῦτο, ἦ δʼ ὅς, παντάπασί γε."
576a,"αὐτοὶ ὑποπεσόντες, πάντα σχήματα τολμῶντες ποιεῖν ὡς οἰκεῖοι, διαπραξάμενοι δὲ ἀλλότριοι;
καὶ σφόδρα γε.
ἐν παντὶ ἄρα τῷ βίῳ ζῶσι φίλοι μὲν οὐδέποτε οὐδενί, ἀεὶ δέ του δεσπόζοντες ἢ δουλεύοντες ἄλλῳ, ἐλευθερίας δὲ καὶ φιλίας ἀληθοῦς τυραννικὴ φύσις ἀεὶ ἄγευστος.
πάνυ μὲν οὖν.
ἆρʼ οὖν οὐκ ὀρθῶς ἂν τοὺς τοιούτους ἀπίστους καλοῖμεν;
πῶς δʼ οὔ;
καὶ μὴν ἀδίκους γε ὡς οἷόν τε μάλιστα, εἴπερ ὀρθῶς"
576b,"ἐν τοῖς πρόσθεν ὡμολογήσαμεν περὶ δικαιοσύνης οἷόν ἐστιν.
ἀλλὰ μήν, ἦ δʼ ὅς, ὀρθῶς γε.
κεφαλαιωσώμεθα τοίνυν, ἦν δʼ ἐγώ, τὸν κάκιστον. ἔστιν δέ που, οἷον ὄναρ διήλθομεν, ὃς ἂν ὕπαρ τοιοῦτος ᾖ.
πάνυ μὲν οὖν.
οὐκοῦν οὗτος γίγνεται ὃς ἂν τυραννικώτατος φύσει ὢν μοναρχήσῃ, καὶ ὅσῳ ἂν πλείω χρόνον ἐν τυραννίδι βιῷ, τοσούτῳ μᾶλλον τοιοῦτος.
ἀνάγκη, ἔφη διαδεξάμενος τὸν λόγον ὁ Γλαύκων.
ἆρʼ οὖν, ἦν δʼ ἐγώ, ὃς ἂν φαίνηται πονηρότατος, καὶ"
576c,"ἀθλιώτατος φανήσεται; καὶ ὃς ἂν πλεῖστον χρόνον καὶ μάλιστα τυραννεύσῃ, μάλιστά τε καὶ πλεῖστον χρόνον τοιοῦτος γεγονὼς τῇ ἀληθείᾳ; τοῖς δὲ πολλοῖς πολλὰ καὶ δοκεῖ.
ἀνάγκη, ἔφη, ταῦτα γοῦν οὕτως ἔχειν.
ἄλλο τι οὖν, ἦν δʼ ἐγώ, ὅ γε τυραννικὸς κατὰ τὴν τυραννουμένην πόλιν ἂν εἴη ὁμοιότητι, δημοτικὸς δὲ κατὰ δημοκρατουμένην, καὶ οἱ ἄλλοι οὕτω;
τί μήν;
οὐκοῦν, ὅτι πόλις πρὸς πόλιν ἀρετῇ καὶ εὐδαιμονίᾳ, τοῦτο καὶ ἀνὴρ πρὸς ἄνδρα;"
576d,"πῶς γὰρ οὔ;
τί οὖν ἀρετῇ τυραννουμένη πόλις πρὸς βασιλευομένην οἵαν τὸ πρῶτον διήλθομεν;
πᾶν τοὐναντίον, ἔφη· ἡ μὲν γὰρ ἀρίστη, ἡ δὲ κακίστη.
οὐκ ἐρήσομαι, εἶπον, ὁποτέραν λέγεις· δῆλον γάρ. ἀλλʼ εὐδαιμονίας τε αὖ καὶ ἀθλιότητος ὡσαύτως ἢ ἄλλως κρίνεις; καὶ μὴ ἐκπληττώμεθα πρὸς τὸν τύραννον ἕνα ὄντα βλέποντες, μηδʼ εἴ τινες ὀλίγοι περὶ ἐκεῖνον, ἀλλʼ ὡς χρὴ ὅλην"
576e,"τὴν πόλιν εἰσελθόντας θεάσασθαι, καταδύντες εἰς ἅπασαν καὶ ἰδόντες, οὕτω δόξαν ἀποφαινώμεθα.
ἀλλʼ ὀρθῶς, ἔφη, προκαλῇ· καὶ δῆλον παντὶ ὅτι τυραννουμένης μὲν οὐκ ἔστιν ἀθλιωτέρα, βασιλευομένης δὲ οὐκ εὐδαιμονεστέρα."
577a,"προκαλούμενος ὀρθῶς ἂν προκαλοίμην, ἀξιῶν κρίνειν περὶ αὐτῶν ἐκεῖνον, ὃς δύναται τῇ διανοίᾳ εἰς ἀνδρὸς ἦθος ἐνδὺς διιδεῖν καὶ μὴ καθάπερ παῖς ἔξωθεν ὁρῶν ἐκπλήττεται ὑπὸ τῆς τῶν τυραννικῶν προστάσεως ἣν πρὸς τοὺς ἔξω σχηματίζονται, ἀλλʼ ἱκανῶς διορᾷ; εἰ οὖν οἰοίμην δεῖν ἐκείνου πάντας ἡμᾶς ἀκούειν, τοῦ δυνατοῦ μὲν κρῖναι, συνῳκηκότος δὲ ἐν τῷ αὐτῷ καὶ παραγεγονότος ἔν τε ταῖς κατʼ οἰκίαν πράξεσιν, ὡς πρὸς ἑκάστους τοὺς οἰκείους ἔχει, ἐν οἷς"
577b,"μάλιστα γυμνὸς ἂν ὀφθείη τῆς τραγικῆς σκευῆς, καὶ ἐν αὖ τοῖς δημοσίοις κινδύνοις, καὶ ταῦτα πάντα ἰδόντα κελεύοιμεν ἐξαγγέλλειν πῶς ἔχει εὐδαιμονίας καὶ ἀθλιότητος ὁ τύραννος πρὸς τοὺς ἄλλους;
ὀρθότατʼ ἄν, ἔφη, καὶ ταῦτα προκαλοῖο.
βούλει οὖν, ἦν δʼ ἐγώ, προσποιησώμεθα ἡμεῖς εἶναι τῶν δυνατῶν ἂν κρῖναι καὶ ἤδη ἐντυχόντων τοιούτοις, ἵνα ἔχωμεν ὅστις ἀποκρινεῖται ἃ ἐρωτῶμεν;
πάνυ γε."
577c,"ἴθι δή μοι, ἔφην, ὧδε σκόπει. τὴν ὁμοιότητα ἀναμιμνῃσκόμενος τῆς τε πόλεως καὶ τοῦ ἀνδρός, οὕτω καθʼ ἕκαστον ἐν μέρει ἀθρῶν, τὰ παθήματα ἑκατέρου λέγε.
τὰ ποῖα; ἔφη.
πρῶτον μέν, ἦν δʼ ἐγώ, ὡς πόλιν εἰπεῖν, ἐλευθέραν ἢ δούλην τὴν τυραννουμένην ἐρεῖς;
ὡς οἷόν τʼ, ἔφη, μάλιστα δούλην.
καὶ μὴν ὁρᾷς γε ἐν αὐτῇ δεσπότας καὶ ἐλευθέρους.
ὁρῶ, ἔφη, σμικρόν γέ τι τοῦτο· τὸ δὲ ὅλον, ὡς ἔπος εἰπεῖν, ἐν αὐτῇ καὶ τὸ ἐπιεικέστατον ἀτίμως τε καὶ ἀθλίως δοῦλον."
577d,"εἰ οὖν, εἶπον, ὅμοιος ἀνὴρ τῇ πόλει, οὐ καὶ ἐν ἐκείνῳ ἀνάγκη τὴν αὐτὴν τάξιν ἐνεῖναι, καὶ πολλῆς μὲν δουλείας τε καὶ ἀνελευθερίας γέμειν τὴν ψυχὴν αὐτοῦ, καὶ ταῦτα αὐτῆς τὰ μέρη δουλεύειν, ἅπερ ἦν ἐπιεικέστατα, μικρὸν δὲ καὶ τὸ μοχθηρότατον καὶ μανικώτατον δεσπόζειν;
ἀνάγκη, ἔφη.
τί οὖν; δούλην ἢ ἐλευθέραν τὴν τοιαύτην φήσεις εἶναι ψυχήν;
δούλην δήπου ἔγωγε.
οὐκοῦν ἥ γε αὖ δούλη καὶ τυραννουμένη πόλις ἥκιστα ποιεῖ ἃ βούλεται;
πολύ γε."
577e,"καὶ ἡ τυραννουμένη ἄρα ψυχὴ ἥκιστα ποιήσει ἃ ἂν βουληθῇ, ὡς περὶ ὅλης εἰπεῖν ψυχῆς· ὑπὸ δὲ οἴστρου ἀεὶ ἑλκομένη βίᾳ ταραχῆς καὶ μεταμελείας μεστὴ ἔσται.
πῶς γὰρ οὔ;
πλουσίαν δὲ ἢ πενομένην ἀνάγκη τὴν τυραννουμένην πόλιν εἶναι;
πενομένην."
578a,"καὶ ψυχὴν ἄρα τυραννικὴν πενιχρὰν καὶ ἄπληστον ἀνάγκη ἀεὶ εἶναι.
οὕτως, ἦ δʼ ὅς.
τί δέ; φόβου γέμειν ἆρʼ οὐκ ἀνάγκη τήν τε τοιαύτην πόλιν τόν τε τοιοῦτον ἄνδρα;
πολλή γε.
ὀδυρμούς τε καὶ στεναγμοὺς καὶ θρήνους καὶ ἀλγηδόνας οἴει ἔν τινι ἄλλῃ πλείους εὑρήσειν;
οὐδαμῶς.
ἐν ἀνδρὶ δὲ ἡγῇ τὰ τοιαῦτα ἐν ἄλλῳ τινὶ πλείω εἶναι ἢ ἐν τῷ μαινομένῳ ὑπὸ ἐπιθυμιῶν τε καὶ ἐρώτων τούτῳ τῷ τυραννικῷ;
πῶς γὰρ ἄν; ἔφη."
578b,"εἰς πάντα δὴ οἶμαι ταῦτά τε καὶ ἄλλα τοιαῦτα ἀποβλέψας τήν τε πόλιν τῶν πόλεων ἀθλιωτάτην ἔκρινας—
οὐκοῦν ὀρθῶς; ἔφη.
καὶ μάλα, ἦν δʼ ἐγώ. ἀλλὰ περὶ τοῦ ἀνδρὸς αὖ τοῦ τυραννικοῦ τί λέγεις εἰς ταὐτὰ ταῦτα ἀποβλέπων;
μακρῷ, ἔφη, ἀθλιώτατον εἶναι τῶν ἄλλων ἁπάντων.
τοῦτο, ἦν δʼ ἐγώ, οὐκέτʼ ὀρθῶς λέγεις.
πῶς; ἦ δʼ ὅς.
οὔπω, ἔφην, οἶμαι, οὗτός ἐστιν ὁ τοιοῦτος μάλιστα.
ἀλλὰ τίς μήν;
ὅδε ἴσως σοι ἔτι δόξει εἶναι τούτου ἀθλιώτερος.
ποῖος;"
578c,"ὃς ἄν, ἦν δʼ ἐγώ, τυραννικὸς ὢν μὴ ἰδιώτην βίον καταβιῷ, ἀλλὰ δυστυχὴς ᾖ καὶ αὐτῷ ὑπό τινος συμφορᾶς ἐκπορισθῇ ὥστε τυράννῳ γενέσθαι.
τεκμαίρομαί σε, ἔφη, ἐκ τῶν προειρημένων ἀληθῆ λέγειν.
ναί, ἦν δʼ ἐγώ, ἀλλʼ οὐκ οἴεσθαι χρὴ τὰ τοιαῦτα, ἀλλʼ εὖ μάλα τῷ τοιούτῳ λόγῳ σκοπεῖν· περὶ γάρ τοι τοῦ μεγίστου ἡ σκέψις, ἀγαθοῦ τε βίου καὶ κακοῦ.
ὀρθότατα, ἦ δʼ ὅς.
σκόπει δὴ εἰ ἄρα τι λέγω. δοκεῖ γάρ μοι δεῖν ἐννοῆσαι"
578d,"ἐκ τῶνδε περὶ αὐτοῦ σκοποῦντας.
ἐκ τίνων;
ἐξ ἑνὸς ἑκάστου τῶν ἰδιωτῶν, ὅσοι πλούσιοι ἐν πόλεσιν ἀνδράποδα πολλὰ κέκτηνται. οὗτοι γὰρ τοῦτό γε προσόμοιον ἔχουσιν τοῖς τυράννοις, τὸ πολλῶν ἄρχειν· διαφέρει δὲ τὸ ἐκείνου πλῆθος.
διαφέρει γάρ.
οἶσθʼ οὖν ὅτι οὗτοι ἀδεῶς ἔχουσιν καὶ οὐ φοβοῦνται τοὺς οἰκέτας;
τί γὰρ ἂν φοβοῖντο;
οὐδέν, εἶπον· ἀλλὰ τὸ αἴτιον ἐννοεῖς;
ναί, ὅτι γε πᾶσα ἡ πόλις ἑνὶ ἑκάστῳ βοηθεῖ τῶν ἰδιωτῶν."
