section,text
516c,"τὰ ἐν τῷ ὁρωμένῳ τόπῳ, καὶ ἐκείνων ὧν σφεῖς ἑώρων τρόπον τινὰ πάντων αἴτιος.
δῆλον, ἔφη, ὅτι ἐπὶ ταῦτα ἂν μετʼ ἐκεῖνα ἔλθοι.
τί οὖν; ἀναμιμνῃσκόμενον αὐτὸν τῆς πρώτης οἰκήσεως καὶ τῆς ἐκεῖ σοφίας καὶ τῶν τότε συνδεσμωτῶν οὐκ ἂν οἴει αὑτὸν μὲν εὐδαιμονίζειν τῆς μεταβολῆς, τοὺς δὲ ἐλεεῖν;
καὶ μάλα.
τιμαὶ δὲ καὶ ἔπαινοι εἴ τινες αὐτοῖς ἦσαν τότε παρʼ ἀλλήλων καὶ γέρα τῷ ὀξύτατα καθορῶντι τὰ παριόντα, καὶ μνημονεύοντι μάλιστα ὅσα τε πρότερα αὐτῶν καὶ ὕστερα"
516d,"εἰώθει καὶ ἅμα πορεύεσθαι, καὶ ἐκ τούτων δὴ δυνατώτατα ἀπομαντευομένῳ τὸ μέλλον ἥξειν, δοκεῖς ἂν αὐτὸν ἐπιθυμητικῶς αὐτῶν ἔχειν καὶ ζηλοῦν τοὺς παρʼ ἐκείνοις τιμωμένους τε καὶ ἐνδυναστεύοντας, ἢ τὸ τοῦ Ὁμήρου ἂν πεπονθέναι καὶ σφόδρα βούλεσθαι ἐπάρουρον ἐόντα θητευέμεν ἄλλῳ ἀνδρὶ παρʼ ἀκλήρῳ Hom. Od. 11.489 καὶ ὁτιοῦν ἂν πεπονθέναι μᾶλλον ἢ ʼκεῖνά τε δοξάζειν καὶ ἐκείνως ζῆν;"
516e,"οὕτως, ἔφη, ἔγωγε οἶμαι, πᾶν μᾶλλον πεπονθέναι ἂν δέξασθαι ἢ ζῆν ἐκείνως.
καὶ τόδε δὴ ἐννόησον, ἦν δʼ ἐγώ. εἰ πάλιν ὁ τοιοῦτος καταβὰς εἰς τὸν αὐτὸν θᾶκον καθίζοιτο, ἆρʼ οὐ σκότους ἂν ἀνάπλεως σχοίη τοὺς ὀφθαλμούς, ἐξαίφνης ἥκων ἐκ τοῦ ἡλίου;
καὶ μάλα γʼ, ἔφη."
517a,"πρὶν καταστῆναι τὰ ὄμματα, οὗτος δʼ ὁ χρόνος μὴ πάνυ ὀλίγος εἴη τῆς συνηθείας, ἆρʼ οὐ γέλωτʼ ἂν παράσχοι, καὶ λέγοιτο ἂν περὶ αὐτοῦ ὡς ἀναβὰς ἄνω διεφθαρμένος ἥκει τὰ ὄμματα, καὶ ὅτι οὐκ ἄξιον οὐδὲ πειρᾶσθαι ἄνω ἰέναι; καὶ τὸν ἐπιχειροῦντα λύειν τε καὶ ἀνάγειν, εἴ πως ἐν ταῖς χερσὶ δύναιντο λαβεῖν καὶ ἀποκτείνειν, ἀποκτεινύναι ἄν;
σφόδρα γʼ, ἔφη.
ταύτην τοίνυν, ἦν δʼ ἐγώ, τὴν εἰκόνα, ὦ φίλε Γλαύκων,"
517b,"προσαπτέον ἅπασαν τοῖς ἔμπροσθεν λεγομένοις, τὴν μὲν διʼ ὄψεως φαινομένην ἕδραν τῇ τοῦ δεσμωτηρίου οἰκήσει ἀφομοιοῦντα, τὸ δὲ τοῦ πυρὸς ἐν αὐτῇ φῶς τῇ τοῦ ἡλίου δυνάμει· τὴν δὲ ἄνω ἀνάβασιν καὶ θέαν τῶν ἄνω τὴν εἰς τὸν νοητὸν τόπον τῆς ψυχῆς ἄνοδον τιθεὶς οὐχ ἁμαρτήσῃ τῆς γʼ ἐμῆς ἐλπίδος, ἐπειδὴ ταύτης ἐπιθυμεῖς ἀκούειν. θεὸς δέ που οἶδεν εἰ ἀληθὴς οὖσα τυγχάνει. τὰ δʼ οὖν ἐμοὶ φαινόμενα οὕτω φαίνεται, ἐν τῷ γνωστῷ τελευταία ἡ τοῦ"
517c,"ἀγαθοῦ ἰδέα καὶ μόγις ὁρᾶσθαι, ὀφθεῖσα δὲ συλλογιστέα εἶναι ὡς ἄρα πᾶσι πάντων αὕτη ὀρθῶν τε καὶ καλῶν αἰτία, ἔν τε ὁρατῷ φῶς καὶ τὸν τούτου κύριον τεκοῦσα, ἔν τε νοητῷ αὐτὴ κυρία ἀλήθειαν καὶ νοῦν παρασχομένη, καὶ ὅτι δεῖ ταύτην ἰδεῖν τὸν μέλλοντα ἐμφρόνως πράξειν ἢ ἰδίᾳ ἢ δημοσίᾳ.
συνοίομαι, ἔφη, καὶ ἐγώ, ὅν γε δὴ τρόπον δύναμαι.
ἴθι τοίνυν, ἦν δʼ ἐγώ, καὶ τόδε συνοιήθητι καὶ μὴ θαυμάσῃς ὅτι οἱ ἐνταῦθα ἐλθόντες οὐκ ἐθέλουσιν τὰ τῶν ἀνθρώπων πράττειν, ἀλλʼ ἄνω ἀεὶ ἐπείγονται αὐτῶν αἱ ψυχαὶ διατρίβειν·"
517d,"εἰκὸς γάρ που οὕτως, εἴπερ αὖ κατὰ τὴν προειρημένην εἰκόνα τοῦτʼ ἔχει.
εἰκὸς μέντοι, ἔφη.
τί δέ; τόδε οἴει τι θαυμαστόν, εἰ ἀπὸ θείων, ἦν δʼ ἐγώ, θεωριῶν ἐπὶ τὰ ἀνθρώπειά τις ἐλθὼν κακὰ ἀσχημονεῖ τε καὶ φαίνεται σφόδρα γελοῖος ἔτι ἀμβλυώττων καὶ πρὶν ἱκανῶς συνήθης γενέσθαι τῷ παρόντι σκότῳ ἀναγκαζόμενος ἐν δικαστηρίοις ἢ ἄλλοθί που ἀγωνίζεσθαι περὶ τῶν τοῦ δικαίου σκιῶν ἢ ἀγαλμάτων ὧν αἱ σκιαί, καὶ διαμιλλᾶσθαι"
517e,"περὶ τούτου, ὅπῃ ποτὲ ὑπολαμβάνεται ταῦτα ὑπὸ τῶν αὐτὴν δικαιοσύνην μὴ πώποτε ἰδόντων;
οὐδʼ ὁπωστιοῦν θαυμαστόν, ἔφη."
518a,"ἀλλʼ εἰ νοῦν γε ἔχοι τις, ἦν δʼ ἐγώ, μεμνῇτʼ ἂν ὅτι διτταὶ καὶ ἀπὸ διττῶν γίγνονται ἐπιταράξεις ὄμμασιν, ἔκ τε φωτὸς εἰς σκότος μεθισταμένων καὶ ἐκ σκότους εἰς φῶς. ταὐτὰ δὲ ταῦτα νομίσας γίγνεσθαι καὶ περὶ ψυχήν, ὁπότε ἴδοι θορυβουμένην τινὰ καὶ ἀδυνατοῦσάν τι καθορᾶν, οὐκ ἂν ἀλογίστως γελῷ, ἀλλʼ ἐπισκοποῖ ἂν πότερον ἐκ φανοτέρου βίου ἥκουσα ὑπὸ ἀηθείας ἐσκότωται, ἢ ἐξ ἀμαθίας πλείονος εἰς φανότερον ἰοῦσα ὑπὸ λαμπροτέρου μαρμαρυγῆς"
518b,"ἐμπέπλησται, καὶ οὕτω δὴ τὴν μὲν εὐδαιμονίσειεν ἂν τοῦ πάθους τε καὶ βίου, τὴν δὲ ἐλεήσειεν, καὶ εἰ γελᾶν ἐπʼ αὐτῇ βούλοιτο, ἧττον ἂν καταγέλαστος ὁ γέλως αὐτῷ εἴη ἢ ὁ ἐπὶ τῇ ἄνωθεν ἐκ φωτὸς ἡκούσῃ.
καὶ μάλα, ἔφη, μετρίως λέγεις.
δεῖ δή, εἶπον, ἡμᾶς τοιόνδε νομίσαι περὶ αὐτῶν, εἰ ταῦτʼ ἀληθῆ· τὴν παιδείαν οὐχ οἵαν τινὲς ἐπαγγελλόμενοί φασιν εἶναι τοιαύτην καὶ εἶναι. φασὶ δέ που οὐκ ἐνούσης ἐν τῇ"
518c,"ψυχῇ ἐπιστήμης σφεῖς ἐντιθέναι, οἷον τυφλοῖς ὀφθαλμοῖς ὄψιν ἐντιθέντες.
φασὶ γὰρ οὖν, ἔφη.
ὁ δέ γε νῦν λόγος, ἦν δʼ ἐγώ, σημαίνει ταύτην τὴν ἐνοῦσαν ἑκάστου δύναμιν ἐν τῇ ψυχῇ καὶ τὸ ὄργανον ᾧ καταμανθάνει ἕκαστος, οἷον εἰ ὄμμα μὴ δυνατὸν ἦν ἄλλως ἢ σὺν ὅλῳ τῷ σώματι στρέφειν πρὸς τὸ φανὸν ἐκ τοῦ σκοτώδους, οὕτω σὺν ὅλῃ τῇ ψυχῇ ἐκ τοῦ γιγνομένου περιακτέον εἶναι, ἕως ἂν εἰς τὸ ὂν καὶ τοῦ ὄντος τὸ φανότατον δυνατὴ γένηται ἀνασχέσθαι θεωμένη· τοῦτο δʼ εἶναί φαμεν"
518d,"τἀγαθόν. ἦ γάρ;
ναί.
τούτου τοίνυν, ἦν δʼ ἐγώ, αὐτοῦ τέχνη ἂν εἴη, τῆς περιαγωγῆς, τίνα τρόπον ὡς ῥᾷστά τε καὶ ἀνυσιμώτατα μεταστραφήσεται, οὐ τοῦ ἐμποιῆσαι αὐτῷ τὸ ὁρᾶν, ἀλλʼ ὡς ἔχοντι μὲν αὐτό, οὐκ ὀρθῶς δὲ τετραμμένῳ οὐδὲ βλέποντι οἷ ἔδει, τοῦτο διαμηχανήσασθαι.
ἔοικεν γάρ, ἔφη.
αἱ μὲν τοίνυν ἄλλαι ἀρεταὶ καλούμεναι ψυχῆς κινδυνεύουσιν ἐγγύς τι εἶναι τῶν τοῦ σώματος—τῷ ὄντι γὰρ"
518e,"οὐκ ἐνοῦσαι πρότερον ὕστερον ἐμποιεῖσθαι ἔθεσι καὶ ἀσκήσεσιν—ἡ δὲ τοῦ φρονῆσαι παντὸς μᾶλλον θειοτέρου τινὸς τυγχάνει, ὡς ἔοικεν, οὖσα, ὃ τὴν μὲν δύναμιν οὐδέποτε ἀπόλλυσιν, ὑπὸ δὲ τῆς περιαγωγῆς χρήσιμόν τε καὶ ὠφέλιμον"
519a,καὶ ἄχρηστον αὖ καὶ βλαβερὸν γίγνεται.
519b,"συγγενεῖς ὥσπερ μολυβδίδας, αἳ δὴ ἐδωδαῖς τε καὶ τοιούτων ἡδοναῖς τε καὶ λιχνείαις προσφυεῖς γιγνόμεναι περὶ κάτω στρέφουσι τὴν τῆς ψυχῆς ὄψιν· ὧν εἰ ἀπαλλαγὲν περιεστρέφετο εἰς τὰ ἀληθῆ, καὶ ἐκεῖνα ἂν τὸ αὐτὸ τοῦτο τῶν αὐτῶν ἀνθρώπων ὀξύτατα ἑώρα, ὥσπερ καὶ ἐφʼ ἃ νῦν τέτραπται.
εἰκός γε, ἔφη.
τί δέ; τόδε οὐκ εἰκός, ἦν δʼ ἐγώ, καὶ ἀνάγκη ἐκ τῶν προειρημένων, μήτε τοὺς ἀπαιδεύτους καὶ ἀληθείας ἀπείρους"
519c,"ἱκανῶς ἄν ποτε πόλιν ἐπιτροπεῦσαι, μήτε τοὺς ἐν παιδείᾳ ἐωμένους διατρίβειν διὰ τέλους, τοὺς μὲν ὅτι σκοπὸν ἐν τῷ βίῳ οὐκ ἔχουσιν ἕνα, οὗ στοχαζομένους δεῖ ἅπαντα πράττειν ἃ ἂν πράττωσιν ἰδίᾳ τε καὶ δημοσίᾳ, τοὺς δὲ ὅτι ἑκόντες εἶναι οὐ πράξουσιν, ἡγούμενοι ἐν μακάρων νήσοις ζῶντες ἔτι ἀπῳκίσθαι;
ἀληθῆ, ἔφη.
ἡμέτερον δὴ ἔργον, ἦν δʼ ἐγώ, τῶν οἰκιστῶν τάς τε βελτίστας φύσεις ἀναγκάσαι ἀφικέσθαι πρὸς τὸ μάθημα ὃ ἐν τῷ πρόσθεν ἔφαμεν εἶναι μέγιστον, ἰδεῖν τε τὸ ἀγαθὸν"
519d,"καὶ ἀναβῆναι ἐκείνην τὴν ἀνάβασιν, καὶ ἐπειδὰν ἀναβάντες ἱκανῶς ἴδωσι, μὴ ἐπιτρέπειν αὐτοῖς ὃ νῦν ἐπιτρέπεται.
τὸ ποῖον δή;
τὸ αὐτοῦ, ἦν δʼ ἐγώ, καταμένειν καὶ μὴ ἐθέλειν πάλιν καταβαίνειν παρʼ ἐκείνους τοὺς δεσμώτας μηδὲ μετέχειν τῶν παρʼ ἐκείνοις πόνων τε καὶ τιμῶν, εἴτε φαυλότεραι εἴτε σπουδαιότεραι.
ἔπειτʼ, ἔφη, ἀδικήσομεν αὐτούς, καὶ ποιήσομεν χεῖρον ζῆν, δυνατὸν αὐτοῖς ὂν ἄμεινον;"
519e,"ἐπελάθου, ἦν δʼ ἐγώ, πάλιν, ὦ φίλε, ὅτι νόμῳ οὐ τοῦτο μέλει, ὅπως ἕν τι γένος ἐν πόλει διαφερόντως εὖ πράξει, ἀλλʼ ἐν ὅλῃ τῇ πόλει τοῦτο μηχανᾶται ἐγγενέσθαι, συναρμόττων τοὺς πολίτας πειθοῖ τε καὶ ἀνάγκῃ, ποιῶν μεταδιδόναι"
520a,"ἀλλήλοις τῆς ὠφελίας ἣν ἂν ἕκαστοι τὸ κοινὸν δυνατοὶ ὦσιν ὠφελεῖν καὶ αὐτὸς ἐμποιῶν τοιούτους ἄνδρας ἐν τῇ πόλει, οὐχ ἵνα ἀφιῇ τρέπεσθαι ὅπῃ ἕκαστος βούλεται, ἀλλʼ ἵνα καταχρῆται αὐτὸς αὐτοῖς ἐπὶ τὸν σύνδεσμον τῆς πόλεως."
520b,"πόλεσι τοιοῦτοι γιγνόμενοι εἰκότως οὐ μετέχουσι τῶν ἐν αὐταῖς πόνων· αὐτόματοι γὰρ ἐμφύονται ἀκούσης τῆς ἐν ἑκάστῃ πολιτείας, δίκην δʼ ἔχει τό γε αὐτοφυὲς μηδενὶ τροφὴν ὀφεῖλον μηδʼ ἐκτίνειν τῳ προθυμεῖσθαι τὰ τροφεῖα· ὑμᾶς δʼ ἡμεῖς ὑμῖν τε αὐτοῖς τῇ τε ἄλλῃ πόλει ὥσπερ ἐν σμήνεσιν ἡγεμόνας τε καὶ βασιλέας ἐγεννήσαμεν, ἄμεινόν τε καὶ τελεώτερον ἐκείνων πεπαιδευμένους καὶ μᾶλλον δυνατοὺς"
520c,"ἀμφοτέρων μετέχειν. καταβατέον οὖν ἐν μέρει ἑκάστῳ εἰς τὴν τῶν ἄλλων συνοίκησιν καὶ συνεθιστέον τὰ σκοτεινὰ θεάσασθαι· συνεθιζόμενοι γὰρ μυρίῳ βέλτιον ὄψεσθε τῶν ἐκεῖ καὶ γνώσεσθε ἕκαστα τὰ εἴδωλα ἅττα ἐστὶ καὶ ὧν, διὰ τὸ τἀληθῆ ἑωρακέναι καλῶν τε καὶ δικαίων καὶ ἀγαθῶν πέρι. καὶ οὕτω ὕπαρ ἡμῖν καὶ ὑμῖν ἡ πόλις οἰκήσεται ἀλλʼ οὐκ ὄναρ, ὡς νῦν αἱ πολλαὶ ὑπὸ σκιαμαχούντων τε πρὸς ἀλλήλους καὶ στασιαζόντων περὶ τοῦ ἄρχειν"
520d,"οἰκοῦνται, ὡς μεγάλου τινὸς ἀγαθοῦ ὄντος. τὸ δέ που ἀληθὲς ὧδʼ ἔχει· ἐν πόλει ᾗ ἥκιστα πρόθυμοι ἄρχειν οἱ μέλλοντες ἄρξειν, ταύτην ἄριστα καὶ ἀστασιαστότατα ἀνάγκη οἰκεῖσθαι, τὴν δʼ ἐναντίους ἄρχοντας σχοῦσαν ἐναντίως.
πάνυ μὲν οὖν, ἔφη.
ἀπειθήσουσιν οὖν ἡμῖν οἴει οἱ τρόφιμοι ταῦτʼ ἀκούοντες, καὶ οὐκ ἐθελήσουσιν συμπονεῖν ἐν τῇ πόλει ἕκαστοι ἐν μέρει, τὸν δὲ πολὺν χρόνον μετʼ ἀλλήλων οἰκεῖν ἐν τῷ καθαρῷ;"
520e,"ἀδύνατον, ἔφη· δίκαια γὰρ δὴ δικαίοις ἐπιτάξομεν. παντὸς μὴν μᾶλλον ὡς ἐπʼ ἀναγκαῖον αὐτῶν ἕκαστος εἶσι τὸ ἄρχειν, τοὐναντίον τῶν νῦν ἐν ἑκάστῃ πόλει ἀρχόντων."
521a,"ἀμείνω τοῦ ἄρχειν τοῖς μέλλουσιν ἄρξειν, ἔστι σοι δυνατὴ γενέσθαι πόλις εὖ οἰκουμένη· ἐν μόνῃ γὰρ αὐτῇ ἄρξουσιν οἱ τῷ ὄντι πλούσιοι, οὐ χρυσίου ἀλλʼ οὗ δεῖ τὸν εὐδαίμονα πλουτεῖν, ζωῆς ἀγαθῆς τε καὶ ἔμφρονος. εἰ δὲ πτωχοὶ καὶ πεινῶντες ἀγαθῶν ἰδίων ἐπὶ τὰ δημόσια ἴασιν, ἐντεῦθεν οἰόμενοι τἀγαθὸν δεῖν ἁρπάζειν, οὐκ ἔστι· περιμάχητον γὰρ τὸ ἄρχειν γιγνόμενον, οἰκεῖος ὢν καὶ ἔνδον ὁ τοιοῦτος πόλεμος αὐτούς τε ἀπόλλυσι καὶ τὴν ἄλλην πόλιν.
ἀληθέστατα, ἔφη."
521b,"ἔχεις οὖν, ἦν δʼ ἐγώ, βίον ἄλλον τινὰ πολιτικῶν ἀρχῶν καταφρονοῦντα ἢ τὸν τῆς ἀληθινῆς φιλοσοφίας;
οὐ μὰ τὸν Δία, ἦ δʼ ὅς.
ἀλλὰ μέντοι δεῖ γε μὴ ἐραστὰς τοῦ ἄρχειν ἰέναι ἐπʼ αὐτό· εἰ δὲ μή, οἵ γε ἀντερασταὶ μαχοῦνται.
πῶς δʼ οὔ;
τίνας οὖν ἄλλους ἀναγκάσεις ἰέναι ἐπὶ φυλακὴν τῆς πόλεως ἢ οἳ περὶ τούτων τε φρονιμώτατοι διʼ ὧν ἄριστα πόλις οἰκεῖται, ἔχουσί τε τιμὰς ἄλλας καὶ βίον ἀμείνω τοῦ πολιτικοῦ;
οὐδένας ἄλλους, ἔφη."
521c,"βούλει οὖν τοῦτʼ ἤδη σκοπῶμεν, τίνα τρόπον οἱ τοιοῦτοι ἐγγενήσονται, καὶ πῶς τις ἀνάξει αὐτοὺς εἰς φῶς, ὥσπερ ἐξ Ἅιδου λέγονται δή τινες εἰς θεοὺς ἀνελθεῖν;
πῶς γὰρ οὐ βούλομαι; ἔφη.
τοῦτο δή, ὡς ἔοικεν, οὐκ ὀστράκου ἂν εἴη περιστροφή, ἀλλὰ ψυχῆς περιαγωγὴ ἐκ νυκτερινῆς τινος ἡμέρας εἰς ἀληθινήν, τοῦ ὄντος οὖσαν ἐπάνοδον, ἣν δὴ φιλοσοφίαν ἀληθῆ φήσομεν εἶναι.
πάνυ μὲν οὖν.
οὐκοῦν δεῖ σκοπεῖσθαι τί τῶν μαθημάτων ἔχει τοιαύτην"
521d,"δύναμιν;
πῶς γὰρ οὔ;
τί ἂν οὖν εἴη, ὦ Γλαύκων, μάθημα ψυχῆς ὁλκὸν ἀπὸ τοῦ γιγνομένου ἐπὶ τὸ ὄν; τόδε δʼ ἐννοῶ λέγων ἅμα· οὐκ ἀθλητὰς μέντοι πολέμου ἔφαμεν τούτους ἀναγκαῖον εἶναι νέους ὄντας;
ἔφαμεν γάρ.
δεῖ ἄρα καὶ τοῦτο προσέχειν τὸ μάθημα ὃ ζητοῦμεν πρὸς ἐκείνῳ.
τὸ ποῖον;
μὴ ἄχρηστον πολεμικοῖς ἀνδράσιν εἶναι.
δεῖ μέντοι, ἔφη, εἴπερ οἷόν τε.
γυμναστικῇ μὴν καὶ μουσικῇ ἔν γε τῷ πρόσθεν ἐπαιδεύοντο"
521e,"ἡμῖν.
ἦν ταῦτα, ἔφη.
καὶ γυμναστικὴ μέν που περὶ γιγνόμενον καὶ ἀπολλύμενον τετεύτακεν· σώματος γὰρ αὔξης καὶ φθίσεως. ἐπιστατεῖ.
φαίνεται.
τοῦτο μὲν δὴ οὐκ ἂν εἴη ὃ ζητοῦμεν μάθημα."
522a,"οὐ γάρ.
ἀλλʼ ἆρα μουσικὴ ὅσην τὸ πρότερον διήλθομεν;
ἀλλʼ ἦν ἐκείνη γʼ, ἔφη, ἀντίστροφος τῆς γυμναστικῆς, εἰ μέμνησαι, ἔθεσι παιδεύουσα τοὺς φύλακας, κατά τε ἁρμονίαν εὐαρμοστίαν τινά, οὐκ ἐπιστήμην, παραδιδοῦσα, καὶ κατὰ ῥυθμὸν εὐρυθμίαν, ἔν τε τοῖς λόγοις ἕτερα τούτων ἀδελφὰ ἔθη ἄττα ἔχουσα, καὶ ὅσοι μυθώδεις τῶν λόγων καὶ ὅσοι ἀληθινώτεροι ἦσαν· μάθημα δὲ πρὸς τοιοῦτόν τι"
522b,"ἄγον, οἷον σὺ νῦν ζητεῖς, οὐδὲν ἦν ἐν αὐτῇ.
ἀκριβέστατα, ἦν δʼ ἐγώ, ἀναμιμνῄσκεις με· τῷ γὰρ ὄντι τοιοῦτον οὐδὲν εἶχεν. ἀλλʼ, ὦ δαιμόνιε Γλαύκων, τί ἂν εἴη τοιοῦτον; αἵ τε γὰρ τέχναι βάναυσοί που ἅπασαι ἔδοξαν εἶναι—
πῶς δʼ οὔ; καὶ μὴν τί ἔτʼ ἄλλο λείπεται μάθημα, μουσικῆς καὶ γυμναστικῆς καὶ τῶν τεχνῶν κεχωρισμένον;
φέρε, ἦν δʼ ἐγώ, εἰ μηδὲν ἔτι ἐκτὸς τούτων ἔχομεν λαβεῖν, τῶν ἐπὶ πάντα τεινόντων τι λάβωμεν.
τὸ ποῖον;"
